Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
Variable Write,context=Main#main:1,br=java.io.BufferedReader (id=24)
Variable Write,context=Main#main:1,line=10 6 8
New Object,object=java.lang.String[]:2
Field Write,context=java.lang.String[]:2,0=10
Field Write,context=java.lang.String[]:2,1=6
Field Write,context=java.lang.String[]:2,2=8
Variable Write,context=Main#main:1,spl=java.lang.String[]:2
Variable Write,context=Main#main:1,a=10
Variable Write,context=Main#main:1,b=6
Variable Write,context=Main#main:1,c=8
Variable Write,context=Main#main:1,line=5
Variable Write,context=Main#main:1,kazu=5
Variable Write,context=Main#main:1,i=0
Variable Write,context=Main#main:1,line=4
Variable Write,context=Main#main:1,n=4
Method Call,caller=Main#main:1,target=Main#canIn:1
Variable Write,context=Main#canIn:1,a=10
Variable Write,context=Main#canIn:1,n=4
Variable Write,context=Main#canIn:1,c=8
Variable Write,context=Main#canIn:1,b=6
Variable Write,context=Main#canIn:1,result=false
Method Exit,returner=Main#canIn:1,value=false
Variable Write,context=Main#main:1,flag=false
Variable Write,context=Main#main:1,i=1
Variable Write,context=Main#main:1,line=8
Variable Delete,method=Main#main:1 <name=n,type=int (id=7),value=5,index=9>
Variable Write,context=Main#main:1,n=8
Variable Delete,method=Main#main:1 <name=flag,type=boolean (id=2),value=false,index=10>
Method Call,caller=Main#main:1,target=Main#canIn:2
Variable Write,context=Main#canIn:2,a=10
Variable Write,context=Main#canIn:2,n=8
Variable Write,context=Main#canIn:2,c=8
Variable Write,context=Main#canIn:2,b=6
Variable Write,context=Main#canIn:2,result=true
Method Exit,returner=Main#canIn:2,value=true
Variable Write,context=Main#main:1,flag=true
Variable Write,context=Main#main:1,i=2
Variable Write,context=Main#main:1,line=6
Variable Delete,method=Main#main:1 <name=n,type=int (id=7),value=5,index=9>
Variable Write,context=Main#main:1,n=6
Variable Delete,method=Main#main:1 <name=flag,type=boolean (id=2),value=false,index=10>
Method Call,caller=Main#main:1,target=Main#canIn:3
Variable Write,context=Main#canIn:3,a=10
Variable Write,context=Main#canIn:3,n=6
Variable Write,context=Main#canIn:3,c=8
Variable Write,context=Main#canIn:3,b=6
Variable Write,context=Main#canIn:3,result=true
Method Exit,returner=Main#canIn:3,value=true
Variable Write,context=Main#main:1,flag=true
Variable Write,context=Main#main:1,i=3
Variable Write,context=Main#main:1,line=2
Variable Delete,method=Main#main:1 <name=n,type=int (id=7),value=5,index=9>
Variable Write,context=Main#main:1,n=2
Variable Delete,method=Main#main:1 <name=flag,type=boolean (id=2),value=false,index=10>
Method Call,caller=Main#main:1,target=Main#canIn:4
Variable Write,context=Main#canIn:4,a=10
Variable Write,context=Main#canIn:4,n=2
Variable Write,context=Main#canIn:4,c=8
Variable Write,context=Main#canIn:4,b=6
Variable Write,context=Main#canIn:4,result=false
Method Exit,returner=Main#canIn:4,value=false
Variable Write,context=Main#main:1,flag=false
Variable Write,context=Main#main:1,i=4
Variable Write,context=Main#main:1,line=5
Variable Delete,method=Main#main:1 <name=n,type=int (id=7),value=5,index=9>
Variable Write,context=Main#main:1,n=5
Variable Delete,method=Main#main:1 <name=flag,type=boolean (id=2),value=false,index=10>
Method Call,caller=Main#main:1,target=Main#canIn:5
Variable Write,context=Main#canIn:5,a=10
Variable Write,context=Main#canIn:5,n=5
Variable Write,context=Main#canIn:5,c=8
Variable Write,context=Main#canIn:5,b=6
Variable Write,context=Main#canIn:5,result=false
Method Exit,returner=Main#canIn:5,value=false
Variable Write,context=Main#main:1,flag=false
Variable Write,context=Main#main:1,line=0 0 0
Variable Delete,method=Main#main:1 <name=spl,type=java.lang.String[] (id=59),value=java.lang.String[]:3,index=3>
New Object,object=java.lang.String[]:3
Field Write,context=java.lang.String[]:3,0=0
Field Write,context=java.lang.String[]:3,1=0
Field Write,context=java.lang.String[]:3,2=0
Variable Write,context=Main#main:1,spl=java.lang.String[]:3
Variable Delete,method=Main#main:1 <name=a,type=int (id=7),value=0,index=4>
Variable Write,context=Main#main:1,a=0
Variable Delete,method=Main#main:1 <name=b,type=int (id=7),value=0,index=5>
Variable Write,context=Main#main:1,b=0
Variable Delete,method=Main#main:1 <name=c,type=int (id=7),value=0,index=6>
Variable Write,context=Main#main:1,c=0
Method Exit,returner=Main#main:1,value=<void>
Thread End,
