Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
Variable Write,context=Main#main:1,sc=java.util.Scanner (id=47)
Variable Write,context=Main#main:1,n=6
New Object,object=int[]:1
Field Write,context=int[]:1,0=0
Field Write,context=int[]:1,1=0
Field Write,context=int[]:1,2=0
Field Write,context=int[]:1,3=0
Field Write,context=int[]:1,4=0
Field Write,context=int[]:1,5=0
Variable Write,context=Main#main:1,s=int[]:1
New Object,object=int[]:2
Field Write,context=int[]:2,0=0
Field Write,context=int[]:2,1=0
Field Write,context=int[]:2,2=0
Field Write,context=int[]:2,3=0
Field Write,context=int[]:2,4=0
Field Write,context=int[]:2,5=0
Variable Write,context=Main#main:1,t=int[]:2
Variable Write,context=Main#main:1,ss=abbaba
Variable Write,context=Main#main:1,i=0
Variable Write,context=Main#main:1,s=int[]:1
Variable Write,context=Main#main:1,i=1
Field Write,context=int[]:1,1=1
Variable Write,context=Main#main:1,s=int[]:1
Variable Write,context=Main#main:1,i=2
Field Write,context=int[]:1,2=1
Variable Write,context=Main#main:1,s=int[]:1
Variable Write,context=Main#main:1,i=3
Variable Write,context=Main#main:1,s=int[]:1
Variable Write,context=Main#main:1,i=4
Field Write,context=int[]:1,4=1
Variable Write,context=Main#main:1,s=int[]:1
Variable Write,context=Main#main:1,i=5
Variable Write,context=Main#main:1,s=int[]:1
Variable Delete,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=6>
Variable Write,context=Main#main:1,st=baabab
Variable Write,context=Main#main:1,i=0
Field Write,context=int[]:2,0=1
Variable Write,context=Main#main:1,t=int[]:2
Variable Write,context=Main#main:1,i=1
Variable Write,context=Main#main:1,t=int[]:2
Variable Write,context=Main#main:1,i=2
Variable Write,context=Main#main:1,t=int[]:2
Variable Write,context=Main#main:1,i=3
Field Write,context=int[]:2,3=1
Variable Write,context=Main#main:1,t=int[]:2
Variable Write,context=Main#main:1,i=4
Variable Write,context=Main#main:1,t=int[]:2
Variable Write,context=Main#main:1,i=5
Field Write,context=int[]:2,5=1
Variable Write,context=Main#main:1,t=int[]:2
Variable Delete,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=8>
Variable Write,context=Main#main:1,table=int[26] (id=53)
Variable Write,context=Main#main:1,i=0
Variable Write,context=Main#main:1,table=int[26] (id=53)
Variable Write,context=Main#main:1,i=1
Variable Write,context=Main#main:1,table=int[26] (id=53)
Variable Write,context=Main#main:1,i=2
Variable Write,context=Main#main:1,table=int[26] (id=53)
Variable Write,context=Main#main:1,i=3
Variable Write,context=Main#main:1,table=int[26] (id=53)
Variable Write,context=Main#main:1,i=4
Variable Write,context=Main#main:1,table=int[26] (id=53)
Variable Write,context=Main#main:1,i=5
Variable Write,context=Main#main:1,table=int[26] (id=53)
Variable Write,context=Main#main:1,i=6
Variable Write,context=Main#main:1,table=int[26] (id=53)
Variable Write,context=Main#main:1,i=7
Variable Write,context=Main#main:1,table=int[26] (id=53)
Variable Write,context=Main#main:1,i=8
Variable Write,context=Main#main:1,table=int[26] (id=53)
Variable Write,context=Main#main:1,i=9
Variable Write,context=Main#main:1,table=int[26] (id=53)
Variable Write,context=Main#main:1,i=10
Variable Write,context=Main#main:1,table=int[26] (id=53)
Variable Write,context=Main#main:1,i=11
Variable Write,context=Main#main:1,table=int[26] (id=53)
Variable Write,context=Main#main:1,i=12
Variable Write,context=Main#main:1,table=int[26] (id=53)
Variable Write,context=Main#main:1,i=13
Variable Write,context=Main#main:1,table=int[26] (id=53)
Variable Write,context=Main#main:1,i=14
Variable Write,context=Main#main:1,table=int[26] (id=53)
Variable Write,context=Main#main:1,i=15
Variable Write,context=Main#main:1,table=int[26] (id=53)
Variable Write,context=Main#main:1,i=16
Variable Write,context=Main#main:1,table=int[26] (id=53)
Variable Write,context=Main#main:1,i=17
Variable Write,context=Main#main:1,table=int[26] (id=53)
Variable Write,context=Main#main:1,i=18
Variable Write,context=Main#main:1,table=int[26] (id=53)
Variable Write,context=Main#main:1,i=19
Variable Write,context=Main#main:1,table=int[26] (id=53)
Variable Write,context=Main#main:1,i=20
Variable Write,context=Main#main:1,table=int[26] (id=53)
Variable Write,context=Main#main:1,i=21
Variable Write,context=Main#main:1,table=int[26] (id=53)
Variable Write,context=Main#main:1,i=22
Variable Write,context=Main#main:1,table=int[26] (id=53)
Variable Write,context=Main#main:1,i=23
Variable Write,context=Main#main:1,table=int[26] (id=53)
Variable Write,context=Main#main:1,i=24
Variable Write,context=Main#main:1,table=int[26] (id=53)
Variable Write,context=Main#main:1,i=25
Variable Write,context=Main#main:1,table=int[26] (id=53)
Variable Write,context=Main#main:1,table=int[26] (id=53)
Variable Delete,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=10>
Variable Write,context=Main#main:1,i=1
Variable Write,context=Main#main:1,table=int[26] (id=53)
Variable Write,context=Main#main:1,table=int[26] (id=53)
Variable Write,context=Main#main:1,i=2
Variable Write,context=Main#main:1,table=int[26] (id=53)
Variable Write,context=Main#main:1,table=int[26] (id=53)
Variable Write,context=Main#main:1,i=3
Variable Write,context=Main#main:1,table=int[26] (id=53)
Variable Write,context=Main#main:1,table=int[26] (id=53)
Variable Write,context=Main#main:1,i=4
Variable Write,context=Main#main:1,table=int[26] (id=53)
Variable Write,context=Main#main:1,table=int[26] (id=53)
Variable Delete,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=11>
Method Exit,returner=Main#main:1,value=<void>
Thread End,
