Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
New Object,object=Main:1
Method Call,caller=Main#main:1,target=Main:1#Main:1
Field Write,context=Main:1,sc=java.util.Scanner (id=48)
Method Exit,returner=Main:1#Main:1,value=<void>
Method Call,caller=Main#main:1,target=Main:1#run:1
Field Write,context=Main:1,game=0
Field Read,context=Main:1,sc
Field Read,context=Main:1,sc
Field Write,context=Main:1,s=ABAABBBAABABAAABBAA
Method Call,caller=Main:1#run:1,target=Main:1#solve:1
Field Read,context=Main:1,s
Variable Write,context=Main:1#solve:1,ss=A
Field Read,context=Main:1,game
Field Write,context=Main:1,a=0
Field Write,context=Main:1,b=0
Field Read,context=Main:1,s
Variable Write,context=Main:1#solve:1,i=1
Field Read,context=Main:1,s
Variable Write,context=Main:1#solve:1,ss=B
Field Read,context=Main:1,b
Field Write,context=Main:1,b=1
Field Read,context=Main:1,s
Variable Write,context=Main:1#solve:1,i=2
Field Read,context=Main:1,s
Variable Write,context=Main:1#solve:1,ss=A
Field Read,context=Main:1,a
Field Write,context=Main:1,a=1
Field Read,context=Main:1,s
Variable Write,context=Main:1#solve:1,i=3
Field Read,context=Main:1,s
Variable Write,context=Main:1#solve:1,ss=A
Field Read,context=Main:1,a
Field Write,context=Main:1,a=2
Field Read,context=Main:1,s
Variable Write,context=Main:1#solve:1,i=4
Field Read,context=Main:1,s
Variable Write,context=Main:1#solve:1,ss=B
Field Read,context=Main:1,b
Field Write,context=Main:1,b=2
Field Read,context=Main:1,s
Variable Write,context=Main:1#solve:1,i=5
Field Read,context=Main:1,s
Variable Write,context=Main:1#solve:1,ss=B
Field Read,context=Main:1,b
Field Write,context=Main:1,b=3
Field Read,context=Main:1,s
Variable Write,context=Main:1#solve:1,i=6
Field Read,context=Main:1,s
Variable Write,context=Main:1#solve:1,ss=B
Field Read,context=Main:1,b
Field Write,context=Main:1,b=4
Field Read,context=Main:1,s
Variable Write,context=Main:1#solve:1,i=7
