Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
New Object,object=Main:1
Method Call,caller=Main#main:1,target=Main:1#Main:1
Method Exit,returner=Main:1#Main:1,value=<void>
Method Call,caller=Main#main:1,target=Main:1#run:1
Variable Write,context=Main:1#run:1,in=java.io.BufferedInputStream (id=343)
Variable Write,context=Main:1#run:1,out=java.io.PrintStream (id=344)
Variable Write,context=Main:1#run:1,sc=java.util.Scanner (id=366)
Variable Write,context=Main:1#run:1,n=10
Variable Write,context=Main:1#run:1,m=3
New Object,object=int[]:1
Field Write,context=int[]:1,0=0
Field Write,context=int[]:1,1=0
Field Write,context=int[]:1,2=0
Variable Write,context=Main:1#run:1,c=int[]:1
New Object,object=int[]:2
Field Write,context=int[]:2,0=0
Field Write,context=int[]:2,1=0
Field Write,context=int[]:2,2=0
Variable Write,context=Main:1#run:1,d=int[]:2
New Object,object=int[]:3
Field Write,context=int[]:3,0=0
Field Write,context=int[]:3,1=0
Field Write,context=int[]:3,2=0
Field Write,context=int[]:3,3=0
Field Write,context=int[]:3,4=0
Field Write,context=int[]:3,5=0
Field Write,context=int[]:3,6=0
Field Write,context=int[]:3,7=0
Field Write,context=int[]:3,8=0
Field Write,context=int[]:3,9=0
Variable Write,context=Main:1#run:1,count=int[]:3
Variable Write,context=Main:1#run:1,i=0
Field Write,context=int[]:1,0=3
Variable Write,context=Main:1#run:1,c=int[]:1
Variable Write,context=Main:1#run:1,count=int[]:3
Variable Write,context=Main:1#run:1,j=7
Variable Write,context=Main:1#run:1,i=1
Field Write,context=int[]:1,1=8
Variable Write,context=Main:1#run:1,c=int[]:1
Variable Write,context=Main:1#run:1,count=int[]:3
Variable Write,context=Main:1#run:1,j=9
Variable Write,context=Main:1#run:1,i=2
Field Write,context=int[]:1,2=2
Variable Write,context=Main:1#run:1,c=int[]:1
Variable Write,context=Main:1#run:1,count=int[]:3
Variable Write,context=Main:1#run:1,j=5
Variable Write,context=Main:1#run:1,i=3
Variable Write,context=Main:1#run:1,ans=11
Variable Write,context=Main:1#run:1,i=10
Variable Write,context=Main:1#run:1,ans=23
Method Exit,returner=Main:1#run:1,value=<void>
Method Exit,returner=Main#main:1,value=<void>
Thread End,
