Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
New Object,object=Main:1
Method Call,caller=Main#main:1,target=Main:1#Main:1
Method Exit,returner=Main:1#Main:1,value=<void>
Method Call,caller=Main#main:1,target=Main:1#run:1
Variable Write,context=Main:1#run:1,in=java.util.Scanner (id=365)
Field Write,context=Main:1,N=3
Field Read,context=Main:1,N
Field Read,context=Main:1,N
New Object,object=int[][]:1
New Object,object=int[]:1
Field Write,context=int[]:1,0=0
Field Write,context=int[]:1,1=0
Field Write,context=int[][]:1,0=int[]:1
New Object,object=int[]:2
Field Write,context=int[]:2,0=0
Field Write,context=int[]:2,1=0
Field Write,context=int[][]:1,1=int[]:2
New Object,object=int[]:3
Field Write,context=int[]:3,0=0
Field Write,context=int[]:3,1=0
Field Write,context=int[][]:1,2=int[]:3
Field Write,context=Main:1,graph=int[][]:1
Field Read,context=Main:1,N
New Object,object=int[][]:2
New Object,object=int[]:4
Field Write,context=int[]:4,0=0
Field Write,context=int[]:4,1=0
Field Write,context=int[][]:2,0=int[]:4
New Object,object=int[]:5
Field Write,context=int[]:5,0=0
Field Write,context=int[]:5,1=0
Field Write,context=int[][]:2,1=int[]:5
New Object,object=int[]:6
Field Write,context=int[]:6,0=0
Field Write,context=int[]:6,1=0
Field Write,context=int[][]:2,2=int[]:6
Field Write,context=Main:1,weight=int[][]:2
Field Read,context=Main:1,N
New Object,object=boolean[]:1
Field Write,context=boolean[]:1,0=false
Field Write,context=boolean[]:1,1=false
Field Write,context=boolean[]:1,2=false
Field Write,context=Main:1,visited=boolean[]:1
Field Read,context=Main:1,N
Variable Write,context=Main:1#run:1,i=0
Variable Write,context=Main:1#run:1,j=0
Variable Write,context=Main:1#run:1,x=1
Variable Write,context=Main:1#run:1,fx=1
Field Read,context=Main:1,graph
Field Read,context=Main:1,weight
Variable Write,context=Main:1#run:1,j=1
Variable Delete,method=Main:1#run:1 <name=x,type=int (id=7),value=<?>,index=3>
