Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
New Object,object=Main$FastScanner:1
Method Call,caller=Main#main:1,target=Main$FastScanner:1#Main$FastScanner:1
Variable Write,context=Main$FastScanner:1#Main$FastScanner:1,stream=java.io.BufferedInputStream (id=27)
Field Write,context=Main$FastScanner:1,buffer=byte[1024] (id=30)
Field Write,context=Main$FastScanner:1,length=0
Field Write,context=Main$FastScanner:1,p=0
Field Write,context=Main$FastScanner:1,in=java.io.BufferedInputStream (id=27)
Method Exit,returner=Main$FastScanner:1#Main$FastScanner:1,value=<void>
Variable Write,context=Main#main:1,in=Main$FastScanner:1
Variable Write,context=Main#main:1,out=java.io.PrintWriter (id=32)
New Object,object=Main$Methods:1
Method Call,caller=Main#main:1,target=Main$Methods:1#Methods:1
Method Exit,returner=Main$Methods:1#Methods:1,value=<void>
Variable Write,context=Main#main:1,ms=Main$Methods:1
Method Call,caller=Main#main:1,target=Main#solve:1
Variable Write,context=Main#solve:1,out=java.io.PrintWriter (id=32)
Variable Write,context=Main#solve:1,in=Main$FastScanner:1
Variable Write,context=Main#solve:1,ms=Main$Methods:1
Method Call,caller=Main#solve:1,target=Main$FastScanner:1#nextInt:1
Method Call,caller=Main$FastScanner:1#nextInt:1,target=Main$FastScanner:1#nextLong:1
Method Call,caller=Main$FastScanner:1#nextLong:1,target=Main$FastScanner:1#hasNext:1
Method Call,caller=Main$FastScanner:1#hasNext:1,target=Main$FastScanner:1#skip:1
Method Call,caller=Main$FastScanner:1#skip:1,target=Main$FastScanner:1#hasNextByte:1
Field Read,context=Main$FastScanner:1,p
Field Read,context=Main$FastScanner:1,length
Field Write,context=Main$FastScanner:1,p=0
Field Read,context=Main$FastScanner:1,in
Field Read,context=Main$FastScanner:1,buffer
Field Write,context=Main$FastScanner:1,length=5
Field Read,context=Main$FastScanner:1,length
Variable Write,context=Main$FastScanner:1#hasNextByte:1,result=true
