Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
New Object,object=Main:1
Method Call,caller=Main#main:1,target=Main:1#Main:1
Field Write,context=Main:1,sc=java.util.Scanner (id=49)
Method Exit,returner=Main:1#Main:1,value=<void>
Method Call,caller=Main#main:1,target=Main:1#run:1
New Object,object=Node:1
Method Call,caller=Main:1#run:1,target=Node:1#Node:1
Variable Write,context=Node:1#Node:1,c=A
Field Write,context=Node:1,city=
Field Write,context=Node:1,city=A
Method Exit,returner=Node:1#Node:1,value=<void>
Variable Write,context=Main:1#run:1,a=Node:1
New Object,object=Node:2
Method Call,caller=Main:1#run:1,target=Node:2#Node:2
Variable Write,context=Node:2#Node:2,c=X
Field Write,context=Node:2,city=
Field Write,context=Node:2,city=X
Method Exit,returner=Node:2#Node:2,value=<void>
Variable Write,context=Main:1#run:1,x=Node:2
New Object,object=Node:3
Method Call,caller=Main:1#run:1,target=Node:3#Node:3
Variable Write,context=Node:3#Node:3,c=Y
Field Write,context=Node:3,city=
Field Write,context=Node:3,city=Y
Method Exit,returner=Node:3#Node:3,value=<void>
Variable Write,context=Main:1#run:1,y=Node:3
New Object,object=Node:4
Method Call,caller=Main:1#run:1,target=Node:4#Node:4
Variable Write,context=Node:4#Node:4,c=Z
Field Write,context=Node:4,city=
Field Write,context=Node:4,city=Z
Method Exit,returner=Node:4#Node:4,value=<void>
Variable Write,context=Main:1#run:1,z=Node:4
New Object,object=Node:5
Method Call,caller=Main:1#run:1,target=Node:5#Node:5
Variable Write,context=Node:5#Node:5,c=W
Field Write,context=Node:5,city=
Field Write,context=Node:5,city=W
Method Exit,returner=Node:5#Node:5,value=<void>
Variable Write,context=Main:1#run:1,w=Node:5
New Object,object=Node:6
Method Call,caller=Main:1#run:1,target=Node:6#Node:6
Variable Write,context=Node:6#Node:6,c=B
Field Write,context=Node:6,city=
Field Write,context=Node:6,city=B
Method Exit,returner=Node:6#Node:6,value=<void>
