Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#<clinit>:1
Field Write,context=Main,debug=true
Method Exit,returner=Main#<clinit>:1,value=<void>
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
New Object,object=UserScanner:1
Method Call,caller=Main#main:1,target=UserScanner:1#UserScanner:1
Variable Write,context=UserScanner:1#UserScanner:1,inStream=java.io.BufferedInputStream (id=345)
Field Write,context=UserScanner:1,buffer=byte[1024] (id=346)
Field Write,context=UserScanner:1,ptr=0
Field Write,context=UserScanner:1,buflen=0
Field Write,context=UserScanner:1,in=java.io.BufferedInputStream (id=345)
Method Exit,returner=UserScanner:1#UserScanner:1,value=<void>
Variable Write,context=Main#main:1,scan=UserScanner:1
Variable Write,context=Main#main:1,pwriter=java.io.PrintWriter (id=347)
Method Call,caller=Main#main:1,target=UserScanner:1#nextInt:1
Method Call,caller=UserScanner:1#nextInt:1,target=UserScanner:1#skipCtlSpace:1
Field Read,context=UserScanner:1,ptr
Field Read,context=UserScanner:1,buflen
Method Call,caller=UserScanner:1#skipCtlSpace:1,target=UserScanner:1#read:1
Field Write,context=UserScanner:1,ptr=0
Field Read,context=UserScanner:1,in
Field Read,context=UserScanner:1,buffer
Field Write,context=UserScanner:1,buflen=46
Method Exit,returner=UserScanner:1#read:1,value=<void>
Method Call,caller=UserScanner:1#skipCtlSpace:1,target=UserScanner:1#skipCtlSpace:2
Field Read,context=UserScanner:1,ptr
Field Read,context=UserScanner:1,buflen
Field Read,context=UserScanner:1,buffer
Field Read,context=UserScanner:1,ptr
Method Call,caller=UserScanner:1#skipCtlSpace:2,target=UserScanner:1#isCtlSpace:1
Variable Write,context=UserScanner:1#isCtlSpace:1,b=52
Variable Write,context=UserScanner:1#isCtlSpace:1,result=false
Method Exit,returner=UserScanner:1#isCtlSpace:1,value=false
Method Exit,returner=UserScanner:1#skipCtlSpace:2,value=<void>
Method Exit,returner=UserScanner:1#skipCtlSpace:1,value=<void>
Variable Write,context=UserScanner:1#nextInt:1,n=0
Variable Write,context=UserScanner:1#nextInt:1,minus=false
Method Call,caller=UserScanner:1#nextInt:1,target=UserScanner:1#getByte:1
Field Read,context=UserScanner:1,ptr
Field Read,context=UserScanner:1,buflen
Field Read,context=UserScanner:1,buflen
Field Read,context=UserScanner:1,buffer
Field Read,context=UserScanner:1,ptr
Method Call,caller=UserScanner:1#getByte:1,target=UserScanner:1#isCtlSpace:2
Variable Write,context=UserScanner:1#isCtlSpace:2,b=52
Variable Write,context=UserScanner:1#isCtlSpace:2,result=false
Method Exit,returner=UserScanner:1#isCtlSpace:2,value=false
Field Read,context=UserScanner:1,buffer
Field Read,context=UserScanner:1,ptr
Field Write,context=UserScanner:1,ptr=1
Variable Write,context=UserScanner:1#getByte:1,result=52
Method Exit,returner=UserScanner:1#getByte:1,value=52
Variable Write,context=UserScanner:1#nextInt:1,b=52
Variable Write,context=UserScanner:1#nextInt:1,n=0
Variable Write,context=UserScanner:1#nextInt:1,n=4
Method Call,caller=UserScanner:1#nextInt:1,target=UserScanner:1#getByte:2
Field Read,context=UserScanner:1,ptr
Field Read,context=UserScanner:1,buflen
Field Read,context=UserScanner:1,buflen
Field Read,context=UserScanner:1,buffer
Field Read,context=UserScanner:1,ptr
Method Call,caller=UserScanner:1#getByte:2,target=UserScanner:1#isCtlSpace:3
Variable Write,context=UserScanner:1#isCtlSpace:3,b=32
Variable Write,context=UserScanner:1#isCtlSpace:3,result=true
Method Exit,returner=UserScanner:1#isCtlSpace:3,value=true
Variable Write,context=UserScanner:1#getByte:2,result=-1
Method Exit,returner=UserScanner:1#getByte:2,value=-1
Variable Write,context=UserScanner:1#nextInt:1,b=-1
Variable Write,context=UserScanner:1#nextInt:1,result=4
Method Exit,returner=UserScanner:1#nextInt:1,value=4
Variable Write,context=Main#main:1,m=4
Method Call,caller=Main#main:1,target=UserScanner:1#nextInt:2
Method Call,caller=UserScanner:1#nextInt:2,target=UserScanner:1#skipCtlSpace:3
Field Read,context=UserScanner:1,ptr
Field Read,context=UserScanner:1,buflen
Field Read,context=UserScanner:1,buffer
Field Read,context=UserScanner:1,ptr
Method Call,caller=UserScanner:1#skipCtlSpace:3,target=UserScanner:1#isCtlSpace:4
Variable Write,context=UserScanner:1#isCtlSpace:4,b=32
Variable Write,context=UserScanner:1#isCtlSpace:4,result=true
Method Exit,returner=UserScanner:1#isCtlSpace:4,value=true
Field Read,context=UserScanner:1,ptr
Field Write,context=UserScanner:1,ptr=2
Field Read,context=UserScanner:1,ptr
Field Read,context=UserScanner:1,buflen
Field Read,context=UserScanner:1,buffer
Field Read,context=UserScanner:1,ptr
Method Call,caller=UserScanner:1#skipCtlSpace:3,target=UserScanner:1#isCtlSpace:5
Variable Write,context=UserScanner:1#isCtlSpace:5,b=51
Variable Write,context=UserScanner:1#isCtlSpace:5,result=false
Method Exit,returner=UserScanner:1#isCtlSpace:5,value=false
Method Exit,returner=UserScanner:1#skipCtlSpace:3,value=<void>
Variable Write,context=UserScanner:1#nextInt:2,n=0
Variable Write,context=UserScanner:1#nextInt:2,minus=false
Method Call,caller=UserScanner:1#nextInt:2,target=UserScanner:1#getByte:3
Field Read,context=UserScanner:1,ptr
Field Read,context=UserScanner:1,buflen
Field Read,context=UserScanner:1,buflen
Field Read,context=UserScanner:1,buffer
Field Read,context=UserScanner:1,ptr
Method Call,caller=UserScanner:1#getByte:3,target=UserScanner:1#isCtlSpace:6
Variable Write,context=UserScanner:1#isCtlSpace:6,b=51
Variable Write,context=UserScanner:1#isCtlSpace:6,result=false
Method Exit,returner=UserScanner:1#isCtlSpace:6,value=false
Field Read,context=UserScanner:1,buffer
Field Read,context=UserScanner:1,ptr
Field Write,context=UserScanner:1,ptr=3
Variable Write,context=UserScanner:1#getByte:3,result=51
Method Exit,returner=UserScanner:1#getByte:3,value=51
Variable Write,context=UserScanner:1#nextInt:2,b=51
Variable Write,context=UserScanner:1#nextInt:2,n=0
Variable Write,context=UserScanner:1#nextInt:2,n=3
Method Call,caller=UserScanner:1#nextInt:2,target=UserScanner:1#getByte:4
Field Read,context=UserScanner:1,ptr
Field Read,context=UserScanner:1,buflen
Field Read,context=UserScanner:1,buflen
Field Read,context=UserScanner:1,buffer
Field Read,context=UserScanner:1,ptr
Method Call,caller=UserScanner:1#getByte:4,target=UserScanner:1#isCtlSpace:7
Variable Write,context=UserScanner:1#isCtlSpace:7,b=13
Variable Write,context=UserScanner:1#isCtlSpace:7,result=true
Method Exit,returner=UserScanner:1#isCtlSpace:7,value=true
Variable Write,context=UserScanner:1#getByte:4,result=-1
Method Exit,returner=UserScanner:1#getByte:4,value=-1
Variable Write,context=UserScanner:1#nextInt:2,b=-1
Variable Write,context=UserScanner:1#nextInt:2,result=3
Method Exit,returner=UserScanner:1#nextInt:2,value=3
Variable Write,context=Main#main:1,n=3
New Object,object=Manju:1
Method Call,caller=Main#main:1,target=Manju:1#Manju:1
Variable Write,context=Manju:1#Manju:1,n=3
Variable Write,context=Manju:1#Manju:1,m=4
New Object,object=int[]:1
Field Write,context=int[]:1,0=0
Field Write,context=int[]:1,1=0
Field Write,context=int[]:1,2=0
Field Write,context=int[]:1,3=0
Field Write,context=Manju:1,pr=int[]:1
New Object,object=int[]:2
Field Write,context=int[]:2,0=0
Field Write,context=int[]:2,1=0
Field Write,context=int[]:2,2=0
Field Write,context=int[]:2,3=0
Field Write,context=Manju:1,ag=int[]:2
New Object,object=Manju$Case[]:1
Field Write,context=Manju$Case[]:1,0=null
Field Write,context=Manju$Case[]:1,1=null
Field Write,context=Manju$Case[]:1,2=null
Field Write,context=Manju:1,cs=Manju$Case[]:1
New Object,object=int[][]:1
New Object,object=int[]:3
Field Write,context=int[]:3,0=0
Field Write,context=int[]:3,1=0
Field Write,context=int[]:3,2=0
Field Write,context=int[]:3,3=0
Field Write,context=int[][]:1,0=int[]:3
New Object,object=int[]:4
Field Write,context=int[]:4,0=0
Field Write,context=int[]:4,1=0
Field Write,context=int[]:4,2=0
Field Write,context=int[]:4,3=0
Field Write,context=int[][]:1,1=int[]:4
New Object,object=int[]:5
Field Write,context=int[]:5,0=0
Field Write,context=int[]:5,1=0
Field Write,context=int[]:5,2=0
Field Write,context=int[]:5,3=0
Field Write,context=int[][]:1,2=int[]:5
Field Write,context=Manju:1,hs=int[][]:1
Variable Write,context=Manju:1#Manju:1,i=0
Variable Write,context=Manju:1#Manju:1,j=0
Field Read,context=Manju:1,hs
Variable Write,context=Manju:1#Manju:1,j=1
Field Read,context=Manju:1,hs
Variable Write,context=Manju:1#Manju:1,j=2
Field Read,context=Manju:1,hs
Variable Write,context=Manju:1#Manju:1,j=3
Field Read,context=Manju:1,hs
Variable Write,context=Manju:1#Manju:1,i=1
Variable Delete,method=Manju:1#Manju:1 <name=j,type=int (id=7),value=<?>,index=3>
Variable Write,context=Manju:1#Manju:1,j=0
Field Read,context=Manju:1,hs
Variable Write,context=Manju:1#Manju:1,j=1
Field Read,context=Manju:1,hs
Variable Write,context=Manju:1#Manju:1,j=2
Field Read,context=Manju:1,hs
Variable Write,context=Manju:1#Manju:1,j=3
Field Read,context=Manju:1,hs
Variable Write,context=Manju:1#Manju:1,i=2
Variable Delete,method=Manju:1#Manju:1 <name=j,type=int (id=7),value=<?>,index=3>
Variable Write,context=Manju:1#Manju:1,j=0
Field Read,context=Manju:1,hs
Variable Write,context=Manju:1#Manju:1,j=1
Field Read,context=Manju:1,hs
Variable Write,context=Manju:1#Manju:1,j=2
Field Read,context=Manju:1,hs
Variable Write,context=Manju:1#Manju:1,j=3
Field Read,context=Manju:1,hs
Variable Delete,method=Manju:1#Manju:1 <name=j,type=int (id=7),value=<?>,index=3>
Method Exit,returner=Manju:1#Manju:1,value=<void>
Variable Write,context=Main#main:1,manju=Manju:1
Variable Write,context=Main#main:1,i=0
Method Call,caller=Main#main:1,target=UserScanner:1#nextInt:3
Method Call,caller=UserScanner:1#nextInt:3,target=UserScanner:1#skipCtlSpace:4
Field Read,context=UserScanner:1,ptr
Field Read,context=UserScanner:1,buflen
Field Read,context=UserScanner:1,buffer
Field Read,context=UserScanner:1,ptr
Method Call,caller=UserScanner:1#skipCtlSpace:4,target=UserScanner:1#isCtlSpace:8
Variable Write,context=UserScanner:1#isCtlSpace:8,b=13
Variable Write,context=UserScanner:1#isCtlSpace:8,result=true
Method Exit,returner=UserScanner:1#isCtlSpace:8,value=true
Field Read,context=UserScanner:1,ptr
Field Write,context=UserScanner:1,ptr=4
Field Read,context=UserScanner:1,ptr
Field Read,context=UserScanner:1,buflen
Field Read,context=UserScanner:1,buffer
Field Read,context=UserScanner:1,ptr
Method Call,caller=UserScanner:1#skipCtlSpace:4,target=UserScanner:1#isCtlSpace:9
Variable Write,context=UserScanner:1#isCtlSpace:9,b=10
Variable Write,context=UserScanner:1#isCtlSpace:9,result=true
Method Exit,returner=UserScanner:1#isCtlSpace:9,value=true
Field Read,context=UserScanner:1,ptr
Field Write,context=UserScanner:1,ptr=5
Field Read,context=UserScanner:1,ptr
Field Read,context=UserScanner:1,buflen
Field Read,context=UserScanner:1,buffer
Field Read,context=UserScanner:1,ptr
Method Call,caller=UserScanner:1#skipCtlSpace:4,target=UserScanner:1#isCtlSpace:10
Variable Write,context=UserScanner:1#isCtlSpace:10,b=49
Variable Write,context=UserScanner:1#isCtlSpace:10,result=false
Method Exit,returner=UserScanner:1#isCtlSpace:10,value=false
Method Exit,returner=UserScanner:1#skipCtlSpace:4,value=<void>
Variable Write,context=UserScanner:1#nextInt:3,n=0
Variable Write,context=UserScanner:1#nextInt:3,minus=false
Method Call,caller=UserScanner:1#nextInt:3,target=UserScanner:1#getByte:5
Field Read,context=UserScanner:1,ptr
Field Read,context=UserScanner:1,buflen
Field Read,context=UserScanner:1,buflen
Field Read,context=UserScanner:1,buffer
Field Read,context=UserScanner:1,ptr
Method Call,caller=UserScanner:1#getByte:5,target=UserScanner:1#isCtlSpace:11
Variable Write,context=UserScanner:1#isCtlSpace:11,b=49
Variable Write,context=UserScanner:1#isCtlSpace:11,result=false
Method Exit,returner=UserScanner:1#isCtlSpace:11,value=false
Field Read,context=UserScanner:1,buffer
Field Read,context=UserScanner:1,ptr
Field Write,context=UserScanner:1,ptr=6
Variable Write,context=UserScanner:1#getByte:5,result=49
Method Exit,returner=UserScanner:1#getByte:5,value=49
Variable Write,context=UserScanner:1#nextInt:3,b=49
Variable Write,context=UserScanner:1#nextInt:3,n=0
Variable Write,context=UserScanner:1#nextInt:3,n=1
Method Call,caller=UserScanner:1#nextInt:3,target=UserScanner:1#getByte:6
Field Read,context=UserScanner:1,ptr
Field Read,context=UserScanner:1,buflen
Field Read,context=UserScanner:1,buflen
Field Read,context=UserScanner:1,buffer
Field Read,context=UserScanner:1,ptr
Method Call,caller=UserScanner:1#getByte:6,target=UserScanner:1#isCtlSpace:12
Variable Write,context=UserScanner:1#isCtlSpace:12,b=56
Variable Write,context=UserScanner:1#isCtlSpace:12,result=false
Method Exit,returner=UserScanner:1#isCtlSpace:12,value=false
Field Read,context=UserScanner:1,buffer
Field Read,context=UserScanner:1,ptr
Field Write,context=UserScanner:1,ptr=7
Variable Write,context=UserScanner:1#getByte:6,result=56
Method Exit,returner=UserScanner:1#getByte:6,value=56
Variable Write,context=UserScanner:1#nextInt:3,b=56
Variable Write,context=UserScanner:1#nextInt:3,n=10
Variable Write,context=UserScanner:1#nextInt:3,n=18
Method Call,caller=UserScanner:1#nextInt:3,target=UserScanner:1#getByte:7
Field Read,context=UserScanner:1,ptr
Field Read,context=UserScanner:1,buflen
Field Read,context=UserScanner:1,buflen
Field Read,context=UserScanner:1,buffer
Field Read,context=UserScanner:1,ptr
Method Call,caller=UserScanner:1#getByte:7,target=UserScanner:1#isCtlSpace:13
Variable Write,context=UserScanner:1#isCtlSpace:13,b=48
Variable Write,context=UserScanner:1#isCtlSpace:13,result=false
Method Exit,returner=UserScanner:1#isCtlSpace:13,value=false
Field Read,context=UserScanner:1,buffer
Field Read,context=UserScanner:1,ptr
Field Write,context=UserScanner:1,ptr=8
Variable Write,context=UserScanner:1#getByte:7,result=48
Method Exit,returner=UserScanner:1#getByte:7,value=48
Variable Write,context=UserScanner:1#nextInt:3,b=48
Variable Write,context=UserScanner:1#nextInt:3,n=180
Variable Write,context=UserScanner:1#nextInt:3,n=180
Method Call,caller=UserScanner:1#nextInt:3,target=UserScanner:1#getByte:8
Field Read,context=UserScanner:1,ptr
Field Read,context=UserScanner:1,buflen
Field Read,context=UserScanner:1,buflen
Field Read,context=UserScanner:1,buffer
Field Read,context=UserScanner:1,ptr
Method Call,caller=UserScanner:1#getByte:8,target=UserScanner:1#isCtlSpace:14
Variable Write,context=UserScanner:1#isCtlSpace:14,b=13
Variable Write,context=UserScanner:1#isCtlSpace:14,result=true
Method Exit,returner=UserScanner:1#isCtlSpace:14,value=true
Variable Write,context=UserScanner:1#getByte:8,result=-1
Method Exit,returner=UserScanner:1#getByte:8,value=-1
Variable Write,context=UserScanner:1#nextInt:3,b=-1
Variable Write,context=UserScanner:1#nextInt:3,result=180
Method Exit,returner=UserScanner:1#nextInt:3,value=180
Method Call,caller=Main#main:1,target=Manju:1#addManju:1
Variable Write,context=Manju:1#addManju:1,p=180
Variable Write,context=Manju:1#addManju:1,i=0
Field Read,context=Manju:1,pr
Field Write,context=int[]:1,0=180
Method Exit,returner=Manju:1#addManju:1,value=<void>
Variable Write,context=Main#main:1,i=1
Method Call,caller=Main#main:1,target=UserScanner:1#nextInt:4
Method Call,caller=UserScanner:1#nextInt:4,target=UserScanner:1#skipCtlSpace:5
Field Read,context=UserScanner:1,ptr
Field Read,context=UserScanner:1,buflen
Field Read,context=UserScanner:1,buffer
Field Read,context=UserScanner:1,ptr
Method Call,caller=UserScanner:1#skipCtlSpace:5,target=UserScanner:1#isCtlSpace:15
Variable Write,context=UserScanner:1#isCtlSpace:15,b=13
Variable Write,context=UserScanner:1#isCtlSpace:15,result=true
Method Exit,returner=UserScanner:1#isCtlSpace:15,value=true
Field Read,context=UserScanner:1,ptr
Field Write,context=UserScanner:1,ptr=9
Field Read,context=UserScanner:1,ptr
Field Read,context=UserScanner:1,buflen
Field Read,context=UserScanner:1,buffer
Field Read,context=UserScanner:1,ptr
Method Call,caller=UserScanner:1#skipCtlSpace:5,target=UserScanner:1#isCtlSpace:16
