Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
New Object,object=Main$SC:1
Method Call,caller=Main#main:1,target=Main$SC:1#Main$SC:1
Variable Write,context=Main$SC:1#Main$SC:1,in=java.io.BufferedInputStream (id=27)
Field Write,context=Main$SC:1,reader=null
Field Write,context=Main$SC:1,tokenizer=null
Field Write,context=Main$SC:1,reader=java.io.BufferedReader (id=30)
Method Exit,returner=Main$SC:1#Main$SC:1,value=<void>
Variable Write,context=Main#main:1,sc=Main$SC:1
Method Call,caller=Main#main:1,target=Main$SC:1#nextInt:1
Method Call,caller=Main$SC:1#nextInt:1,target=Main$SC:1#next:1
Field Read,context=Main$SC:1,tokenizer
Field Read,context=Main$SC:1,reader
Field Write,context=Main$SC:1,tokenizer=java.util.StringTokenizer (id=33)
Field Read,context=Main$SC:1,tokenizer
Variable Write,context=Main$SC:1#next:1,result=5
Method Exit,returner=Main$SC:1#next:1,value=5
Variable Write,context=Main$SC:1#nextInt:1,result=5
Method Exit,returner=Main$SC:1#nextInt:1,value=5
Variable Write,context=Main#main:1,N=5
Method Call,caller=Main#main:1,target=Main$SC:1#nextInt:2
Method Call,caller=Main$SC:1#nextInt:2,target=Main$SC:1#next:2
Field Read,context=Main$SC:1,tokenizer
Field Read,context=Main$SC:1,tokenizer
Field Read,context=Main$SC:1,tokenizer
Variable Write,context=Main$SC:1#next:2,result=4
Method Exit,returner=Main$SC:1#next:2,value=4
Variable Write,context=Main$SC:1#nextInt:2,result=4
Method Exit,returner=Main$SC:1#nextInt:2,value=4
Variable Write,context=Main#main:1,sum=4
Variable Write,context=Main#main:1,s=0
Variable Write,context=Main#main:1,i=0
Method Call,caller=Main#main:1,target=Main$SC:1#nextInt:3
Method Call,caller=Main$SC:1#nextInt:3,target=Main$SC:1#next:3
Field Read,context=Main$SC:1,tokenizer
Field Read,context=Main$SC:1,tokenizer
Field Read,context=Main$SC:1,reader
Field Write,context=Main$SC:1,tokenizer=java.util.StringTokenizer (id=37)
Field Read,context=Main$SC:1,tokenizer
Variable Write,context=Main$SC:1#next:3,result=5
Method Exit,returner=Main$SC:1#next:3,value=5
Variable Write,context=Main$SC:1#nextInt:3,result=5
Method Exit,returner=Main$SC:1#nextInt:3,value=5
Variable Write,context=Main#main:1,s=5
Variable Write,context=Main#main:1,i=1
Method Call,caller=Main#main:1,target=Main$SC:1#nextInt:4
Method Call,caller=Main$SC:1#nextInt:4,target=Main$SC:1#next:4
Field Read,context=Main$SC:1,tokenizer
Field Read,context=Main$SC:1,tokenizer
Field Read,context=Main$SC:1,tokenizer
Variable Write,context=Main$SC:1#next:4,result=5
Method Exit,returner=Main$SC:1#next:4,value=5
Variable Write,context=Main$SC:1#nextInt:4,result=5
Method Exit,returner=Main$SC:1#nextInt:4,value=5
Variable Write,context=Main#main:1,s=10
Variable Write,context=Main#main:1,i=2
Method Call,caller=Main#main:1,target=Main$SC:1#nextInt:5
Method Call,caller=Main$SC:1#nextInt:5,target=Main$SC:1#next:5
Field Read,context=Main$SC:1,tokenizer
Field Read,context=Main$SC:1,tokenizer
Field Read,context=Main$SC:1,tokenizer
Variable Write,context=Main$SC:1#next:5,result=6
Method Exit,returner=Main$SC:1#next:5,value=6
Variable Write,context=Main$SC:1#nextInt:5,result=6
Method Exit,returner=Main$SC:1#nextInt:5,value=6
Variable Write,context=Main#main:1,s=16
Variable Write,context=Main#main:1,i=3
Method Call,caller=Main#main:1,target=Main$SC:1#nextInt:6
Method Call,caller=Main$SC:1#nextInt:6,target=Main$SC:1#next:6
Field Read,context=Main$SC:1,tokenizer
Field Read,context=Main$SC:1,tokenizer
Field Read,context=Main$SC:1,tokenizer
Variable Write,context=Main$SC:1#next:6,result=5
Method Exit,returner=Main$SC:1#next:6,value=5
Variable Write,context=Main$SC:1#nextInt:6,result=5
Method Exit,returner=Main$SC:1#nextInt:6,value=5
Variable Write,context=Main#main:1,s=21
Method Call,caller=Main#main:1,target=Main#pl:1
Variable Write,context=Main#pl:1,o=4
Method Exit,returner=Main#pl:1,value=<void>
Method Exit,returner=Main#main:1,value=<void>
Thread End,
