Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
Variable Write,context=Main#main:1,sc=java.util.Scanner (id=363)
Variable Write,context=Main#main:1,m=4
Variable Write,context=Main#main:1,i=0
Variable Write,context=Main#main:1,money=1000000
Variable Write,context=Main#main:1,year=5
Variable Write,context=Main#main:1,n=2
Variable Write,context=Main#main:1,max=0
Variable Write,context=Main#main:1,j=0
Variable Write,context=Main#main:1,f=0
Variable Write,context=Main#main:1,d=0.03125
Variable Write,context=Main#main:1,hand=3000
Variable Write,context=Main#main:1,sum=0
Variable Write,context=Main#main:1,temp=1000000
Variable Write,context=Main#main:1,k=0
Variable Write,context=Main#main:1,sum=31250
Variable Write,context=Main#main:1,temp=997000
Variable Write,context=Main#main:1,k=1
Variable Write,context=Main#main:1,sum=62406
Variable Write,context=Main#main:1,temp=994000
Variable Write,context=Main#main:1,k=2
Variable Write,context=Main#main:1,sum=93468
Variable Write,context=Main#main:1,temp=991000
Variable Write,context=Main#main:1,k=3
Variable Write,context=Main#main:1,sum=124436
Variable Write,context=Main#main:1,temp=988000
Variable Write,context=Main#main:1,k=4
Variable Write,context=Main#main:1,sum=155311
Variable Write,context=Main#main:1,temp=985000
Variable Write,context=Main#main:1,sum=1140311
Variable Delete,method=Main#main:1 <name=k,type=int (id=7),value=<?>,index=14>
Variable Write,context=Main#main:1,max=1140311
Variable Write,context=Main#main:1,j=1
Variable Delete,method=Main#main:1 <name=f,type=int (id=7),value=<?>,index=9>
Variable Delete,method=Main#main:1 <name=d,type=double (id=5),value=<?>,index=10>
Variable Delete,method=Main#main:1 <name=hand,type=int (id=7),value=<?>,index=11>
Variable Delete,method=Main#main:1 <name=sum,type=int (id=7),value=<?>,index=12>
Variable Delete,method=Main#main:1 <name=temp,type=int (id=7),value=<?>,index=13>
Variable Write,context=Main#main:1,f=1
Variable Write,context=Main#main:1,d=0.03125
Variable Write,context=Main#main:1,hand=3000
Variable Write,context=Main#main:1,sum=0
