Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
New Object,object=Main:1
Method Call,caller=Main#main:1,target=Main:1#Main:1
Field Write,context=Main:1,EPS=1.0E-8
Field Write,context=Main:1,INF=16777216
New Object,object=Main$1:1
Method Call,caller=Main:1#Main:1,target=Main$1:1#<init>:1
Method Exit,returner=Main$1:1#<init>:1,value=<void>
Field Write,context=Main:1,com=Main$1:1
Method Exit,returner=Main:1#Main:1,value=<void>
Variable Write,context=Main#main:1,obj=Main:1
Method Call,caller=Main#main:1,target=Main:1#doit:1
Variable Write,context=Main:1#doit:1,sc=java.util.Scanner (id=367)
Variable Write,context=Main:1#doit:1,n=8
Field Write,context=Main:1,s=java.awt.geom.Point2D$Double (id=368)
Field Write,context=Main:1,e=java.awt.geom.Point2D$Double (id=371)
New Object,object=java.awt.geom.Line2D[]:1
Field Write,context=java.awt.geom.Line2D[]:1,0=null
Field Write,context=java.awt.geom.Line2D[]:1,1=null
Field Write,context=java.awt.geom.Line2D[]:1,2=null
Field Write,context=java.awt.geom.Line2D[]:1,3=null
Field Write,context=java.awt.geom.Line2D[]:1,4=null
Field Write,context=java.awt.geom.Line2D[]:1,5=null
Field Write,context=java.awt.geom.Line2D[]:1,6=null
Field Write,context=java.awt.geom.Line2D[]:1,7=null
Variable Write,context=Main:1#doit:1,line=java.awt.geom.Line2D[]:1
Variable Write,context=Main:1#doit:1,i=0
Variable Write,context=Main:1#doit:1,p1=java.awt.geom.Point2D$Double (id=374)
Variable Write,context=Main:1#doit:1,p2=java.awt.geom.Point2D$Double (id=375)
Field Write,context=java.awt.geom.Line2D[]:1,0=java.awt.geom.Line2D$Double (id=376)
Variable Write,context=Main:1#doit:1,line=java.awt.geom.Line2D[]:1
Variable Write,context=Main:1#doit:1,i=1
Variable Delete,method=Main:1#doit:1 <name=p1,type=java.awt.geom.Point2D (unresolved),value=<?>,index=4>
