Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
Variable Write,context=Main#main:1,sc=java.util.Scanner (id=47)
Variable Write,context=Main#main:1,n=4
Variable Write,context=Main#main:1,m=2
New Object,object=int[]:1
Field Write,context=int[]:1,0=0
Field Write,context=int[]:1,1=0
Field Write,context=int[]:1,2=0
Field Write,context=int[]:1,3=0
Variable Write,context=Main#main:1,p=int[]:1
Variable Write,context=Main#main:1,i=0
Field Write,context=int[]:1,0=50
Variable Write,context=Main#main:1,p=int[]:1
Variable Write,context=Main#main:1,i=1
Field Write,context=int[]:1,1=40
Variable Write,context=Main#main:1,p=int[]:1
Variable Write,context=Main#main:1,i=2
Field Write,context=int[]:1,2=100
Variable Write,context=Main#main:1,p=int[]:1
Variable Write,context=Main#main:1,i=3
Field Write,context=int[]:1,3=80
Variable Write,context=Main#main:1,p=int[]:1
Variable Delete,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=5>
Variable Write,context=Main#main:1,ans=0
Variable Write,context=Main#main:1,i=0
Variable Write,context=Main#main:1,j=1
Variable Write,context=Main#main:1,ans=50
Variable Write,context=Main#main:1,i=1
Variable Delete,method=Main#main:1 <name=j,type=int (id=7),value=<?>,index=9>
Variable Write,context=Main#main:1,j=1
Variable Write,context=Main#main:1,ans=150
Variable Delete,method=Main#main:1 <name=j,type=int (id=7),value=<?>,index=9>
Variable Delete,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=8>
Variable Delete,method=Main#main:1 <name=n,type=int (id=7),value=0,index=2>
Variable Delete,method=Main#main:1 <name=m,type=int (id=7),value=0,index=3>
Variable Delete,method=Main#main:1 <name=p,type=int[] (id=77),value=<?>,index=4>
Variable Delete,method=Main#main:1 <name=ans,type=int (id=7),value=<?>,index=6>
Variable Write,context=Main#main:1,n=7
Variable Write,context=Main#main:1,m=3
New Object,object=int[]:2
Field Write,context=int[]:2,0=0
Field Write,context=int[]:2,1=0
Field Write,context=int[]:2,2=0
Field Write,context=int[]:2,3=0
Field Write,context=int[]:2,4=0
Field Write,context=int[]:2,5=0
Field Write,context=int[]:2,6=0
Variable Write,context=Main#main:1,p=int[]:2
Variable Write,context=Main#main:1,i=0
Field Write,context=int[]:2,0=400
Variable Write,context=Main#main:1,p=int[]:2
Variable Write,context=Main#main:1,i=1
Field Write,context=int[]:2,1=300
Variable Write,context=Main#main:1,p=int[]:2
Variable Write,context=Main#main:1,i=2
Field Write,context=int[]:2,2=100
Variable Write,context=Main#main:1,p=int[]:2
Variable Write,context=Main#main:1,i=3
Field Write,context=int[]:2,3=700
Variable Write,context=Main#main:1,p=int[]:2
Variable Write,context=Main#main:1,i=4
Field Write,context=int[]:2,4=200
Variable Write,context=Main#main:1,p=int[]:2
Variable Write,context=Main#main:1,i=5
Field Write,context=int[]:2,5=600
Variable Write,context=Main#main:1,p=int[]:2
Variable Write,context=Main#main:1,i=6
Field Write,context=int[]:2,6=500
Variable Write,context=Main#main:1,p=int[]:2
Variable Delete,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=5>
Variable Write,context=Main#main:1,ans=0
Variable Write,context=Main#main:1,i=0
Variable Write,context=Main#main:1,ans=100
Variable Delete,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=7>
Variable Write,context=Main#main:1,i=0
Variable Write,context=Main#main:1,j=1
Variable Write,context=Main#main:1,ans=400
Variable Write,context=Main#main:1,j=2
Variable Write,context=Main#main:1,ans=800
Variable Write,context=Main#main:1,i=1
Variable Delete,method=Main#main:1 <name=j,type=int (id=7),value=<?>,index=9>
Variable Write,context=Main#main:1,j=1
Variable Write,context=Main#main:1,ans=1400
Variable Write,context=Main#main:1,j=2
Variable Write,context=Main#main:1,ans=2100
Variable Delete,method=Main#main:1 <name=j,type=int (id=7),value=<?>,index=9>
Variable Delete,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=8>
Variable Delete,method=Main#main:1 <name=n,type=int (id=7),value=0,index=2>
Variable Delete,method=Main#main:1 <name=m,type=int (id=7),value=0,index=3>
Variable Delete,method=Main#main:1 <name=p,type=int[] (id=77),value=<?>,index=4>
Variable Delete,method=Main#main:1 <name=ans,type=int (id=7),value=<?>,index=6>
Variable Write,context=Main#main:1,n=0
Variable Write,context=Main#main:1,m=0
Method Exit,returner=Main#main:1,value=<void>
Thread End,
