Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#<clinit>:1
Field Write,context=Main,in=java.io.BufferedInputStream (id=341)
Field Write,context=Main,out=java.io.PrintWriter (id=342)
Method Exit,returner=Main#<clinit>:1,value=<void>
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
Field Read,context=Main,out
New Object,object=Main:1
Method Call,caller=Main#main:1,target=Main:1#Main:1
Field Write,context=Main:1,buffer=byte[2048] (id=346)
Field Write,context=Main:1,p=0
Field Write,context=Main:1,buflen=0
Method Exit,returner=Main:1#Main:1,value=<void>
Method Call,caller=Main#main:1,target=Main:1#solve:1
Method Call,caller=Main:1#solve:1,target=Main:1#nextInt:1
Method Call,caller=Main:1#nextInt:1,target=Main:1#next:1
Method Call,caller=Main:1#next:1,target=Main:1#hasNext:1
Method Call,caller=Main:1#hasNext:1,target=Main:1#hasNextByte:1
Field Read,context=Main:1,p
Field Read,context=Main:1,buflen
Field Write,context=Main:1,p=0
Field Read,context=Main,in
Field Read,context=Main:1,buffer
Field Write,context=Main:1,buflen=10
Field Read,context=Main:1,buflen
Variable Write,context=Main:1#hasNextByte:1,result=true
Method Exit,returner=Main:1#hasNextByte:1,value=true
Field Read,context=Main:1,buffer
Field Read,context=Main:1,p
Method Call,caller=Main:1#hasNext:1,target=Main:1#isPrint:1
Variable Write,context=Main:1#isPrint:1,ch=50
Variable Write,context=Main:1#isPrint:1,result=true
Method Exit,returner=Main:1#isPrint:1,value=true
Method Call,caller=Main:1#hasNext:1,target=Main:1#hasNextByte:2
Field Read,context=Main:1,p
Field Read,context=Main:1,buflen
Variable Write,context=Main:1#hasNextByte:2,result=true
Method Exit,returner=Main:1#hasNextByte:2,value=true
Variable Write,context=Main:1#hasNext:1,result=true
Method Exit,returner=Main:1#hasNext:1,value=true
Variable Write,context=Main:1#next:1,sb=java.lang.StringBuilder (id=347)
Variable Write,context=Main:1#next:1,b=-1
Method Call,caller=Main:1#next:1,target=Main:1#nextByte:1
Method Call,caller=Main:1#nextByte:1,target=Main:1#hasNextByte:3
Field Read,context=Main:1,p
Field Read,context=Main:1,buflen
Variable Write,context=Main:1#hasNextByte:3,result=true
Method Exit,returner=Main:1#hasNextByte:3,value=true
Field Read,context=Main:1,buffer
Field Read,context=Main:1,p
Field Write,context=Main:1,p=1
Variable Write,context=Main:1#nextByte:1,result=50
Method Exit,returner=Main:1#nextByte:1,value=50
Method Call,caller=Main:1#next:1,target=Main:1#isPrint:2
Variable Write,context=Main:1#isPrint:2,ch=50
Variable Write,context=Main:1#isPrint:2,result=true
Method Exit,returner=Main:1#isPrint:2,value=true
Variable Write,context=Main:1#next:1,b=50
Method Call,caller=Main:1#next:1,target=Main:1#nextByte:2
Method Call,caller=Main:1#nextByte:2,target=Main:1#hasNextByte:4
Field Read,context=Main:1,p
Field Read,context=Main:1,buflen
Variable Write,context=Main:1#hasNextByte:4,result=true
