Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
New Object,object=Main:1
Method Call,caller=Main#main:1,target=Main:1#Main:1
New Object,object=int[]:1
Field Write,context=int[]:1,0=0
Field Write,context=int[]:1,1=0
Field Write,context=int[]:1,2=1
Field Write,context=int[]:1,3=0
Field Write,context=int[]:1,4=-1
Field Write,context=Main:1,vx=int[]:1
New Object,object=int[]:2
Field Write,context=int[]:2,0=0
Field Write,context=int[]:2,1=1
Field Write,context=int[]:2,2=0
Field Write,context=int[]:2,3=-1
Field Write,context=int[]:2,4=0
Field Write,context=Main:1,vy=int[]:2
New Object,object=int[]:3
Field Write,context=int[]:3,0=0
Field Write,context=int[]:3,1=0
Field Write,context=int[]:3,2=1
Field Write,context=int[]:3,3=1
Field Write,context=Main:1,dx=int[]:3
New Object,object=int[]:4
Field Write,context=int[]:4,0=0
Field Write,context=int[]:4,1=1
Field Write,context=int[]:4,2=0
Field Write,context=int[]:4,3=1
Field Write,context=Main:1,dy=int[]:4
Field Write,context=Main:1,max=0
Method Exit,returner=Main:1#Main:1,value=<void>
Method Call,caller=Main#main:1,target=Main:1#doit:1
Variable Write,context=Main:1#doit:1,sc=java.util.Scanner (id=368)
Field Write,context=Main:1,n=1
Field Read,context=Main:1,n
Field Read,context=Main:1,n
New Object,object=int[][][]:1
New Object,object=int[][]:1
New Object,object=int[]:5
Field Write,context=int[]:5,0=0
Field Write,context=int[]:5,1=0
Field Write,context=int[]:5,2=0
Field Write,context=int[]:5,3=0
Field Write,context=int[][]:1,0=int[]:5
New Object,object=int[]:6
Field Write,context=int[]:6,0=0
Field Write,context=int[]:6,1=0
Field Write,context=int[]:6,2=0
Field Write,context=int[]:6,3=0
Field Write,context=int[][]:1,1=int[]:6
New Object,object=int[]:7
Field Write,context=int[]:7,0=0
Field Write,context=int[]:7,1=0
Field Write,context=int[]:7,2=0
Field Write,context=int[]:7,3=0
Field Write,context=int[][]:1,2=int[]:7
