Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#<clinit>:1
Field Write,context=Main,num=0
Field Write,context=Main,sum=0
Method Exit,returner=Main#<clinit>:1,value=<void>
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
Variable Write,context=Main#main:1,sc=java.io.BufferedReader (id=342)
Field Write,context=Main,n=5
Variable Write,context=Main#main:1,inp=*75*5
Variable Write,context=Main#main:1,m=2
New Object,object=java.lang.String[]:2
Field Write,context=java.lang.String[]:2,0=3
Field Write,context=java.lang.String[]:2,1=9
Variable Write,context=Main#main:1,st=java.lang.String[]:2
New Object,object=int[]:1
Field Write,context=int[]:1,0=0
Field Write,context=int[]:1,1=0
Field Write,context=Main,box=int[]:1
Variable Write,context=Main#main:1,i=0
Field Read,context=Main,box
Variable Write,context=Main#main:1,i=1
Field Read,context=Main,box
Variable Delete,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=5>
Variable Write,context=Main#main:1,start=-1
Field Write,context=Main,index=java.util.LinkedList (id=348)
Field Read,context=Main,n
Variable Write,context=Main#main:1,i=0
Field Read,context=Main,index
Field Read,context=Main,n
Variable Write,context=Main#main:1,i=1
Variable Write,context=Main#main:1,t=14
Field Read,context=Main,sum
Field Write,context=Main,sum=5
Field Read,context=Main,n
Variable Write,context=Main#main:1,i=2
Variable Delete,method=Main#main:1 <name=t,type=int (id=7),value=<?>,index=8>
Field Read,context=Main,sum
Field Write,context=Main,sum=10
Field Read,context=Main,n
Variable Write,context=Main#main:1,i=3
Field Read,context=Main,index
Field Read,context=Main,n
Variable Write,context=Main#main:1,i=4
Field Read,context=Main,sum
Field Write,context=Main,sum=15
Field Read,context=Main,n
Method Call,caller=Main#main:1,target=Main#solve:1
Field Read,context=Main,index
Field Read,context=Main,box
Variable Write,context=Main#solve:1,u=3
Field Read,context=Main,index
Variable Write,context=Main#solve:1,t=0
Variable Write,context=Main#solve:1,zz=3
Field Read,context=Main,sum
Field Write,context=Main,sum=18
Method Call,caller=Main#solve:1,target=Main#solve:2
Field Read,context=Main,index
Field Read,context=Main,box
Variable Write,context=Main#solve:2,u=3
Field Read,context=Main,index
Variable Write,context=Main#solve:2,t=3
Variable Write,context=Main#solve:2,zz=6
Field Read,context=Main,sum
Field Write,context=Main,sum=24
Method Call,caller=Main#solve:2,target=Main#solve:3
Field Read,context=Main,index
Field Read,context=Main,sum
Method Exit,returner=Main#solve:3,value=<void>
Field Read,context=Main,sum
Field Write,context=Main,sum=18
Field Read,context=Main,index
Variable Write,context=Main#solve:2,u=9
Variable Delete,method=Main#solve:2 <name=zz,type=int (id=7),value=<?>,index=1>
Variable Delete,method=Main#solve:2 <name=t,type=int (id=7),value=3,index=2>
Field Read,context=Main,index
Variable Write,context=Main#solve:2,t=3
Variable Write,context=Main#solve:2,zz=9
Field Read,context=Main,sum
Field Write,context=Main,sum=27
Method Call,caller=Main#solve:2,target=Main#solve:4
Field Read,context=Main,index
Field Read,context=Main,sum
Method Exit,returner=Main#solve:4,value=<void>
Field Read,context=Main,sum
Field Write,context=Main,sum=18
Field Read,context=Main,index
Variable Delete,method=Main#solve:2 <name=zz,type=int (id=7),value=<?>,index=1>
Method Exit,returner=Main#solve:2,value=<void>
Field Read,context=Main,sum
Field Write,context=Main,sum=15
Field Read,context=Main,index
Variable Write,context=Main#solve:1,u=9
Variable Delete,method=Main#solve:1 <name=zz,type=int (id=7),value=<?>,index=1>
Variable Delete,method=Main#solve:1 <name=t,type=int (id=7),value=0,index=2>
Field Read,context=Main,index
Variable Write,context=Main#solve:1,t=0
Variable Write,context=Main#solve:1,zz=9
Field Read,context=Main,sum
Field Write,context=Main,sum=24
Method Call,caller=Main#solve:1,target=Main#solve:5
Field Read,context=Main,index
Field Read,context=Main,box
Variable Write,context=Main#solve:5,u=3
Field Read,context=Main,index
Variable Write,context=Main#solve:5,t=3
Variable Write,context=Main#solve:5,zz=6
Field Read,context=Main,sum
Field Write,context=Main,sum=30
Method Call,caller=Main#solve:5,target=Main#solve:6
Field Read,context=Main,index
Field Read,context=Main,sum
Field Read,context=Main,num
Field Write,context=Main,num=1
Method Exit,returner=Main#solve:6,value=<void>
Field Read,context=Main,sum
Field Write,context=Main,sum=24
Field Read,context=Main,index
Variable Write,context=Main#solve:5,u=9
Variable Delete,method=Main#solve:5 <name=zz,type=int (id=7),value=<?>,index=1>
Variable Delete,method=Main#solve:5 <name=t,type=int (id=7),value=3,index=2>
Field Read,context=Main,index
Variable Write,context=Main#solve:5,t=3
Variable Write,context=Main#solve:5,zz=9
Field Read,context=Main,sum
Field Write,context=Main,sum=33
Method Call,caller=Main#solve:5,target=Main#solve:7
Field Read,context=Main,index
Field Read,context=Main,sum
Method Exit,returner=Main#solve:7,value=<void>
Field Read,context=Main,sum
Field Write,context=Main,sum=24
Field Read,context=Main,index
Variable Delete,method=Main#solve:5 <name=zz,type=int (id=7),value=<?>,index=1>
Method Exit,returner=Main#solve:5,value=<void>
Field Read,context=Main,sum
Field Write,context=Main,sum=15
Field Read,context=Main,index
Variable Delete,method=Main#solve:1 <name=zz,type=int (id=7),value=<?>,index=1>
Method Exit,returner=Main#solve:1,value=<void>
Field Read,context=Main,num
Variable Delete,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=7>
Method Exit,returner=Main#main:1,value=<void>
Thread End,
