Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#<clinit>:1
New Object,object=int[][]:1
New Object,object=int[]:1
Field Write,context=int[]:1,0=0
Field Write,context=int[]:1,1=0
Field Write,context=int[]:1,2=0
Field Write,context=int[][]:1,0=int[]:1
New Object,object=int[]:2
Field Write,context=int[]:2,0=0
Field Write,context=int[]:2,1=0
Field Write,context=int[]:2,2=0
Field Write,context=int[][]:1,1=int[]:2
New Object,object=int[]:3
Field Write,context=int[]:3,0=0
Field Write,context=int[]:3,1=0
Field Write,context=int[]:3,2=0
Field Write,context=int[][]:1,2=int[]:3
Field Write,context=Main,t=int[][]:1
New Object,object=int[]:4
Field Write,context=int[]:4,0=-1
Field Write,context=int[]:4,1=0
Field Write,context=int[]:4,2=1
Field Write,context=int[]:4,3=0
Field Write,context=Main,dy=int[]:4
New Object,object=int[]:5
Field Write,context=int[]:5,0=0
Field Write,context=int[]:5,1=1
Field Write,context=int[]:5,2=0
Field Write,context=int[]:5,3=-1
Field Write,context=Main,dx=int[]:5
New Object,object=double[][][]:1
New Object,object=double[][]:1
New Object,object=double[]:1
Field Write,context=double[]:1,0=0.0
Field Write,context=double[]:1,1=0.0
Field Write,context=double[]:1,2=0.0
Field Write,context=double[]:1,3=0.0
Field Write,context=double[]:1,4=0.0
Field Write,context=double[]:1,5=0.0
Field Write,context=double[]:1,6=0.0
Field Write,context=double[]:1,7=0.0
Field Write,context=double[]:1,8=0.0
Field Write,context=double[]:1,9=0.0
Field Write,context=double[]:1,10=0.0
Field Write,context=double[]:1,11=0.0
Field Write,context=double[]:1,12=0.0
Field Write,context=double[]:1,13=0.0
Field Write,context=double[]:1,14=0.0
Field Write,context=double[]:1,15=0.0
Field Write,context=double[][]:1,0=double[]:1
New Object,object=double[]:2
Field Write,context=double[]:2,0=0.0
Field Write,context=double[]:2,1=0.0
Field Write,context=double[]:2,2=0.0
Field Write,context=double[]:2,3=0.0
Field Write,context=double[]:2,4=0.0
Field Write,context=double[]:2,5=0.0
Field Write,context=double[]:2,6=0.0
Field Write,context=double[]:2,7=0.0
Field Write,context=double[]:2,8=0.0
