Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
Variable Write,context=Main#main:1,sc=java.util.Scanner (id=47)
Variable Write,context=Main#main:1,L=10000
Variable Write,context=Main#main:1,over=-1
Variable Write,context=Main#main:1,i=0
Variable Write,context=Main#main:1,L=8150
Variable Write,context=Main#main:1,i=1
Variable Write,context=Main#main:1,L=8150
Variable Write,context=Main#main:1,i=2
Variable Write,context=Main#main:1,L=8150
Variable Write,context=Main#main:1,i=3
Variable Write,context=Main#main:1,L=4200
Variable Write,context=Main#main:1,i=4
Variable Write,context=Main#main:1,L=3180
Variable Write,context=Main#main:1,i=5
Variable Write,context=Main#main:1,L=-1610
Variable Write,context=Main#main:1,over=6
Variable Write,context=Main#main:1,i=6
Variable Write,context=Main#main:1,L=-1610
Variable Write,context=Main#main:1,i=7
Variable Write,context=Main#main:1,L=-1610
Variable Write,context=Main#main:1,i=8
Variable Write,context=Main#main:1,L=-1610
Variable Write,context=Main#main:1,i=9
Variable Write,context=Main#main:1,L=-4510
Variable Write,context=Main#main:1,i=10
Variable Write,context=Main#main:1,L=-7410
Variable Write,context=Main#main:1,i=11
Variable Write,context=Main#main:1,L=-10310
Variable Delete,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=4>
Variable Delete,method=Main#main:1 <name=L,type=int (id=7),value=0,index=2>
Variable Delete,method=Main#main:1 <name=over,type=int (id=7),value=<?>,index=3>
Variable Write,context=Main#main:1,L=29170
Variable Write,context=Main#main:1,over=-1
Variable Write,context=Main#main:1,i=0
Variable Write,context=Main#main:1,L=29170
Variable Write,context=Main#main:1,i=1
Variable Write,context=Main#main:1,L=29170
Variable Write,context=Main#main:1,i=2
Variable Write,context=Main#main:1,L=29170
Variable Write,context=Main#main:1,i=3
Variable Write,context=Main#main:1,L=29170
Variable Write,context=Main#main:1,i=4
Variable Write,context=Main#main:1,L=29170
Variable Write,context=Main#main:1,i=5
Variable Write,context=Main#main:1,L=29170
Variable Write,context=Main#main:1,i=6
Variable Write,context=Main#main:1,L=29170
Variable Write,context=Main#main:1,i=7
Variable Write,context=Main#main:1,L=29170
Variable Write,context=Main#main:1,i=8
Variable Write,context=Main#main:1,L=29170
Variable Write,context=Main#main:1,i=9
Variable Write,context=Main#main:1,L=29170
Variable Write,context=Main#main:1,i=10
Variable Write,context=Main#main:1,L=29170
Variable Write,context=Main#main:1,i=11
Variable Write,context=Main#main:1,L=1
Variable Delete,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=4>
Variable Delete,method=Main#main:1 <name=L,type=int (id=7),value=0,index=2>
Variable Delete,method=Main#main:1 <name=over,type=int (id=7),value=<?>,index=3>
Variable Write,context=Main#main:1,L=0
Method Exit,returner=Main#main:1,value=<void>
Thread End,
