Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
New Object,object=Main:1
Method Call,caller=Main#main:1,target=Main:1#Main:1
New Object,object=Main$MyScanner:1
Method Call,caller=Main:1#Main:1,target=Main$MyScanner:1#MyScanner:1
Method Exit,returner=Main$MyScanner:1#MyScanner:1,value=<void>
Field Write,context=Main:1,sc=Main$MyScanner:1
Field Write,context=Main:1,sc2=java.util.Scanner (id=368)
Field Write,context=Main:1,mod=1000000007
New Object,object=int[]:1
Field Write,context=int[]:1,0=1
Field Write,context=int[]:1,1=0
Field Write,context=int[]:1,2=0
Field Write,context=int[]:1,3=-1
Field Write,context=Main:1,dx=int[]:1
New Object,object=int[]:2
Field Write,context=int[]:2,0=0
Field Write,context=int[]:2,1=1
Field Write,context=int[]:2,2=-1
Field Write,context=int[]:2,3=0
Field Write,context=Main:1,dy=int[]:2
Method Exit,returner=Main:1#Main:1,value=<void>
Method Call,caller=Main#main:1,target=Main:1#run:1
Field Read,context=Main:1,sc
Method Call,caller=Main:1#run:1,target=Main$MyScanner:1#nextInt:1
Variable Write,context=Main$MyScanner:1#nextInt:1,c=49
Variable Write,context=Main$MyScanner:1#nextInt:1,res=0
Variable Write,context=Main$MyScanner:1#nextInt:1,res=0
Variable Write,context=Main$MyScanner:1#nextInt:1,res=1
Variable Write,context=Main$MyScanner:1#nextInt:1,c=32
Variable Write,context=Main$MyScanner:1#nextInt:1,result=1
Method Exit,returner=Main$MyScanner:1#nextInt:1,value=1
Variable Write,context=Main:1#run:1,h=1
Field Read,context=Main:1,sc
Method Call,caller=Main:1#run:1,target=Main$MyScanner:1#nextInt:2
Variable Write,context=Main$MyScanner:1#nextInt:2,c=50
Variable Write,context=Main$MyScanner:1#nextInt:2,res=0
Variable Write,context=Main$MyScanner:1#nextInt:2,res=0
Variable Write,context=Main$MyScanner:1#nextInt:2,res=2
Variable Write,context=Main$MyScanner:1#nextInt:2,c=13
