Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
Variable Write,context=Main#main:1,sc=java.util.Scanner (id=363)
Variable Write,context=Main#main:1,map=char[][50] (id=364)
Variable Write,context=Main#main:1,r=4
Variable Write,context=Main#main:1,c=5
Variable Write,context=Main#main:1,y=0
Variable Write,context=Main#main:1,s=WRWRW
Variable Write,context=Main#main:1,x=0
Variable Write,context=Main#main:1,map=char[][50] (id=364)
Variable Write,context=Main#main:1,x=1
Variable Write,context=Main#main:1,map=char[][50] (id=364)
Variable Write,context=Main#main:1,x=2
Variable Write,context=Main#main:1,map=char[][50] (id=364)
Variable Write,context=Main#main:1,x=3
Variable Write,context=Main#main:1,map=char[][50] (id=364)
Variable Write,context=Main#main:1,x=4
Variable Write,context=Main#main:1,map=char[][50] (id=364)
Variable Write,context=Main#main:1,y=1
Variable Delete,method=Main#main:1 <name=s,type=java.lang.String (id=25),value=<?>,index=6>
Variable Delete,method=Main#main:1 <name=x,type=int (id=7),value=<?>,index=7>
Variable Write,context=Main#main:1,s=BWRWB
Variable Write,context=Main#main:1,x=0
Variable Write,context=Main#main:1,map=char[][50] (id=364)
Variable Write,context=Main#main:1,x=1
Variable Write,context=Main#main:1,map=char[][50] (id=364)
Variable Write,context=Main#main:1,x=2
Variable Write,context=Main#main:1,map=char[][50] (id=364)
Variable Write,context=Main#main:1,x=3
Variable Write,context=Main#main:1,map=char[][50] (id=364)
Variable Write,context=Main#main:1,x=4
Variable Write,context=Main#main:1,map=char[][50] (id=364)
Variable Write,context=Main#main:1,y=2
Variable Delete,method=Main#main:1 <name=s,type=java.lang.String (id=25),value=<?>,index=6>
Variable Delete,method=Main#main:1 <name=x,type=int (id=7),value=<?>,index=7>
Variable Write,context=Main#main:1,s=WRWRW
Variable Write,context=Main#main:1,x=0
Variable Write,context=Main#main:1,map=char[][50] (id=364)
Variable Write,context=Main#main:1,x=1
Variable Write,context=Main#main:1,map=char[][50] (id=364)
