Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
New Object,object=Main:1
Method Call,caller=Main#main:1,target=Main:1#Main:1
Method Exit,returner=Main:1#Main:1,value=<void>
Method Call,caller=Main#main:1,target=Main:1#run:1
Variable Write,context=Main:1#run:1,sc=java.util.Scanner (id=364)
Variable Write,context=Main:1#run:1,n=1
Variable Write,context=Main:1#run:1,R=10.0
New Object,object=double[]:1
Field Write,context=double[]:1,0=0.0
Variable Write,context=Main:1#run:1,x=double[]:1
New Object,object=double[]:2
Field Write,context=double[]:2,0=0.0
Variable Write,context=Main:1#run:1,y=double[]:2
New Object,object=double[]:3
Field Write,context=double[]:3,0=0.0
Variable Write,context=Main:1#run:1,r=double[]:3
New Object,object=Main$Circle[]:1
Field Write,context=Main$Circle[]:1,0=null
Variable Write,context=Main:1#run:1,cs=Main$Circle[]:1
Variable Write,context=Main:1#run:1,i=0
Field Write,context=double[]:1,0=5.0
Variable Write,context=Main:1#run:1,x=double[]:1
Field Write,context=double[]:2,0=5.0
Variable Write,context=Main:1#run:1,y=double[]:2
Field Write,context=double[]:3,0=7.0
Variable Write,context=Main:1#run:1,r=double[]:3
New Object,object=Main$P:1
Method Call,caller=Main:1#run:1,target=Main$P:1#Main$P:1
Variable Write,context=Main$P:1#Main$P:1,y=5.0
Variable Write,context=Main$P:1#Main$P:1,x=5.0
Field Write,context=Main$P:1,x=5.0
Field Write,context=Main$P:1,y=5.0
Method Exit,returner=Main$P:1#Main$P:1,value=<void>
New Object,object=Main$Circle:1
Method Call,caller=Main:1#run:1,target=Main$Circle:1#Main$Circle:1
Variable Write,context=Main$Circle:1#Main$Circle:1,center=Main$P:1
Variable Write,context=Main$Circle:1#Main$Circle:1,r=7.0
Field Write,context=Main$Circle:1,idx=-1
Field Write,context=Main$Circle:1,center=Main$P:1
Field Write,context=Main$Circle:1,r=7.0
Method Exit,returner=Main$Circle:1#Main$Circle:1,value=<void>
