Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
Variable Write,context=Main#main:1,sc=java.util.Scanner (id=363)
Variable Write,context=Main#main:1,n=3
Variable Write,context=Main#main:1,doughCost=12
Variable Write,context=Main#main:1,topingCost=2
Variable Write,context=Main#main:1,doughCal=200
New Object,object=int[]:1
Field Write,context=int[]:1,0=0
Field Write,context=int[]:1,1=0
Field Write,context=int[]:1,2=0
Variable Write,context=Main#main:1,topingCal=int[]:1
Variable Write,context=Main#main:1,sumCost=12.0
Variable Write,context=Main#main:1,sumCal=200.0
Variable Write,context=Main#main:1,i=0
Field Write,context=int[]:1,0=50
Variable Write,context=Main#main:1,topingCal=int[]:1
Variable Write,context=Main#main:1,i=1
Field Write,context=int[]:1,1=300
Variable Write,context=Main#main:1,topingCal=int[]:1
Variable Write,context=Main#main:1,i=2
Field Write,context=int[]:1,2=100
Variable Write,context=Main#main:1,topingCal=int[]:1
Method Call,caller=Main#main:1,target=Main#quickSort:1
Variable Write,context=Main#quickSort:1,high=2
Variable Write,context=Main#quickSort:1,low=0
Variable Write,context=Main#quickSort:1,a=int[]:1
Variable Write,context=Main#quickSort:1,x=50
Variable Write,context=Main#quickSort:1,i=0
Variable Write,context=Main#quickSort:1,j=2
Variable Write,context=Main#quickSort:1,swap=50
Field Write,context=int[]:1,0=100
Variable Write,context=Main#quickSort:1,a=int[]:1
Field Write,context=int[]:1,2=50
Variable Write,context=Main#quickSort:1,a=int[]:1
Variable Write,context=Main#quickSort:1,i=1
Variable Write,context=Main#quickSort:1,j=1
Variable Delete,method=Main#quickSort:1 <name=swap,type=int (id=7),value=<?>,index=6>
Variable Write,context=Main#quickSort:1,i=2
Method Call,caller=Main#quickSort:1,target=Main#quickSort:2
Variable Write,context=Main#quickSort:2,high=1
Variable Write,context=Main#quickSort:2,low=0
Variable Write,context=Main#quickSort:2,a=int[]:1
Variable Write,context=Main#quickSort:2,x=100
Variable Write,context=Main#quickSort:2,i=0
Variable Write,context=Main#quickSort:2,j=1
Variable Write,context=Main#quickSort:2,swap=100
Field Write,context=int[]:1,0=300
Variable Write,context=Main#quickSort:2,a=int[]:1
Field Write,context=int[]:1,1=100
Variable Write,context=Main#quickSort:2,a=int[]:1
Variable Write,context=Main#quickSort:2,i=1
Variable Write,context=Main#quickSort:2,j=0
Variable Delete,method=Main#quickSort:2 <name=swap,type=int (id=7),value=<?>,index=6>
Method Call,caller=Main#quickSort:2,target=Main#quickSort:3
Variable Write,context=Main#quickSort:3,high=0
Variable Write,context=Main#quickSort:3,low=0
Variable Write,context=Main#quickSort:3,a=int[]:1
Method Exit,returner=Main#quickSort:3,value=<void>
Method Call,caller=Main#quickSort:2,target=Main#quickSort:4
Variable Write,context=Main#quickSort:4,high=1
Variable Write,context=Main#quickSort:4,low=1
Variable Write,context=Main#quickSort:4,a=int[]:1
Method Exit,returner=Main#quickSort:4,value=<void>
Method Exit,returner=Main#quickSort:2,value=<void>
Method Call,caller=Main#quickSort:1,target=Main#quickSort:5
Variable Write,context=Main#quickSort:5,high=2
Variable Write,context=Main#quickSort:5,low=2
Variable Write,context=Main#quickSort:5,a=int[]:1
Method Exit,returner=Main#quickSort:5,value=<void>
Method Exit,returner=Main#quickSort:1,value=<void>
Variable Delete,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=9>
Variable Write,context=Main#main:1,i=0
Variable Write,context=Main#main:1,sumCal=500.0
Variable Write,context=Main#main:1,sumCost=14.0
Variable Write,context=Main#main:1,i=1
Variable Write,context=Main#main:1,sumCal=600.0
Variable Write,context=Main#main:1,sumCost=16.0
Variable Write,context=Main#main:1,i=2
Variable Delete,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=10>
Method Exit,returner=Main#main:1,value=<void>
Thread End,
