Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
Variable Write,context=Main#main:1,stdin=java.util.Scanner (id=47)
Variable Write,context=Main#main:1,encoder=java.util.HashMap (id=48)
Method Call,caller=Main#main:1,target=Main#initializeEncode:1
Variable Write,context=Main#initializeEncode:1,map=java.util.HashMap (id=48)
Method Exit,returner=Main#initializeEncode:1,value=<void>
Variable Write,context=Main#main:1,decoder=java.util.HashMap (id=51)
Method Call,caller=Main#main:1,target=Main#initializeDecode:1
Variable Write,context=Main#initializeDecode:1,map=java.util.HashMap (id=51)
Method Exit,returner=Main#initializeDecode:1,value=<void>
Variable Write,context=Main#main:1,input=?D-C'KOPUA
Variable Write,context=Main#main:1,str=A
Variable Write,context=Main#main:1,input=?D-C'KOPU00000
Variable Write,context=Main#main:1,str=B
Variable Write,context=Main#main:1,input=?D-C'KOPU00000
Variable Write,context=Main#main:1,str=C
Variable Write,context=Main#main:1,input=?D-00010'KOPU00000
Variable Write,context=Main#main:1,str=D
Variable Write,context=Main#main:1,input=?00011-00010'KOPU00000
Variable Write,context=Main#main:1,str=E
Variable Write,context=Main#main:1,input=?00011-00010'KOPU00000
Variable Write,context=Main#main:1,str=F
Variable Write,context=Main#main:1,input=?00011-00010'KOPU00000
Variable Write,context=Main#main:1,str=G
Variable Write,context=Main#main:1,input=?00011-00010'KOPU00000
Variable Write,context=Main#main:1,str=H
Variable Write,context=Main#main:1,input=?00011-00010'KOPU00000
Variable Write,context=Main#main:1,str=I
Variable Write,context=Main#main:1,input=?00011-00010'KOPU00000
Variable Write,context=Main#main:1,str=J
Variable Write,context=Main#main:1,input=?00011-00010'KOPU00000
Variable Write,context=Main#main:1,str=K
Variable Write,context=Main#main:1,input=?00011-00010'01010OPU00000
Variable Write,context=Main#main:1,str=L
Variable Write,context=Main#main:1,input=?00011-00010'01010OPU00000
Variable Write,context=Main#main:1,str=M
Variable Write,context=Main#main:1,input=?00011-00010'01010OPU00000
