Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
Variable Write,context=Main#main:1,stdin=java.util.Scanner (id=47)
Variable Write,context=Main#main:1,input=6174
New Object,object=int[]:1
Field Write,context=int[]:1,0=0
Field Write,context=int[]:1,1=0
Field Write,context=int[]:1,2=0
Field Write,context=int[]:1,3=0
Variable Write,context=Main#main:1,nums=int[]:1
Variable Write,context=Main#main:1,i=0
Field Write,context=int[]:1,0=6
Variable Write,context=Main#main:1,nums=int[]:1
Variable Write,context=Main#main:1,i=1
Field Write,context=int[]:1,1=1
Variable Write,context=Main#main:1,nums=int[]:1
Variable Write,context=Main#main:1,i=2
Field Write,context=int[]:1,2=7
Variable Write,context=Main#main:1,nums=int[]:1
Variable Write,context=Main#main:1,i=3
Field Write,context=int[]:1,3=4
Variable Write,context=Main#main:1,nums=int[]:1
Method Call,caller=Main#main:1,target=Main#sameAllNumber:1
Variable Write,context=Main#sameAllNumber:1,nums=int[]:1
Variable Write,context=Main#sameAllNumber:1,result=false
Method Exit,returner=Main#sameAllNumber:1,value=false
Variable Delete,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=4>
Variable Write,context=Main#main:1,count=0
Method Call,caller=Main#main:1,target=Main#is6174:1
Variable Write,context=Main#is6174:1,nums=int[]:1
Variable Write,context=Main#is6174:1,result=true
Method Exit,returner=Main#is6174:1,value=true
Variable Delete,method=Main#main:1 <name=input,type=java.lang.String (id=25),value=0000,index=2>
Variable Delete,method=Main#main:1 <name=nums,type=int[] (id=77),value=<?>,index=3>
Variable Delete,method=Main#main:1 <name=count,type=int (id=7),value=<?>,index=5>
Variable Write,context=Main#main:1,input=2012
New Object,object=int[]:2
Field Write,context=int[]:2,0=0
Field Write,context=int[]:2,1=0
Field Write,context=int[]:2,2=0
Field Write,context=int[]:2,3=0
Variable Write,context=Main#main:1,nums=int[]:2
Variable Write,context=Main#main:1,i=0
Field Write,context=int[]:2,0=2
