Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
New Object,object=Main:1
Method Call,caller=Main#main:1,target=Main:1#Main:1
Field Write,context=Main:1,sc=java.util.Scanner (id=364)
Method Exit,returner=Main:1#Main:1,value=<void>
Method Call,caller=Main#main:1,target=Main:1#run:1
Field Write,context=Main:1,p=boolean[1000000] (id=365)
Method Call,caller=Main:1#run:1,target=Main:1#setP:1
Field Read,context=Main:1,p
Field Read,context=Main:1,p
Field Read,context=Main:1,p
Field Read,context=Main:1,p
Variable Write,context=Main:1#setP:1,i=2
Field Read,context=Main:1,p
Field Read,context=Main:1,p
Variable Write,context=Main:1#setP:1,k=4
Field Read,context=Main:1,p
Field Read,context=Main:1,p
Variable Write,context=Main:1#setP:1,k=6
Field Read,context=Main:1,p
Field Read,context=Main:1,p
Variable Write,context=Main:1#setP:1,k=8
Field Read,context=Main:1,p
Field Read,context=Main:1,p
Variable Write,context=Main:1#setP:1,k=10
Field Read,context=Main:1,p
Field Read,context=Main:1,p
Variable Write,context=Main:1#setP:1,k=12
Field Read,context=Main:1,p
Field Read,context=Main:1,p
Variable Write,context=Main:1#setP:1,k=14
Field Read,context=Main:1,p
Field Read,context=Main:1,p
Variable Write,context=Main:1#setP:1,k=16
Field Read,context=Main:1,p
Field Read,context=Main:1,p
Variable Write,context=Main:1#setP:1,k=18
Field Read,context=Main:1,p
Field Read,context=Main:1,p
Variable Write,context=Main:1#setP:1,k=20
Field Read,context=Main:1,p
Field Read,context=Main:1,p
Variable Write,context=Main:1#setP:1,k=22
Field Read,context=Main:1,p
Field Read,context=Main:1,p
Variable Write,context=Main:1#setP:1,k=24
Field Read,context=Main:1,p
Field Read,context=Main:1,p
Variable Write,context=Main:1#setP:1,k=26
Field Read,context=Main:1,p
Field Read,context=Main:1,p
Variable Write,context=Main:1#setP:1,k=28
Field Read,context=Main:1,p
Field Read,context=Main:1,p
Variable Write,context=Main:1#setP:1,k=30
Field Read,context=Main:1,p
