Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#<clinit>:1
Field Write,context=Main,sc=java.util.Scanner (id=363)
Method Exit,returner=Main#<clinit>:1,value=<void>
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
New Object,object=Main$WatchinTVA:1
Method Call,caller=Main#main:1,target=Main$WatchinTVA:1#WatchinTVA:1
Method Exit,returner=Main$WatchinTVA:1#WatchinTVA:1,value=<void>
Variable Write,context=Main#main:1,wt=Main$WatchinTVA:1
Method Call,caller=Main#main:1,target=Main$WatchinTVA:1#print_max_watchNum:1
Field Read,context=Main,sc
Variable Write,context=Main$WatchinTVA:1#print_max_watchNum:1,n=1
Variable Write,context=Main$WatchinTVA:1#print_max_watchNum:1,list=java.util.ArrayList (id=368)
Variable Write,context=Main$WatchinTVA:1#print_max_watchNum:1,i=0
Field Read,context=Main,sc
Variable Write,context=Main$WatchinTVA:1#print_max_watchNum:1,name=galaxy_angel
Field Read,context=Main,sc
Variable Write,context=Main$WatchinTVA:1#print_max_watchNum:1,weekDay=0
Field Read,context=Main,sc
Variable Write,context=Main$WatchinTVA:1#print_max_watchNum:1,end=630
Method Call,caller=Main$WatchinTVA:1#print_max_watchNum:1,target=Main$WatchinTVA:1#toTime:1
Variable Write,context=Main$WatchinTVA:1#toTime:1,wd=0
Variable Write,context=Main$WatchinTVA:1#toTime:1,s=630
Variable Write,context=Main$WatchinTVA:1#toTime:1,h=6
Variable Write,context=Main$WatchinTVA:1#toTime:1,m=30
Variable Write,context=Main$WatchinTVA:1#toTime:1,result=390
Method Exit,returner=Main$WatchinTVA:1#toTime:1,value=390
New Object,object=Main$Program:1
Method Call,caller=Main$WatchinTVA:1#print_max_watchNum:1,target=Main$Program:1#Program:1
Variable Write,context=Main$Program:1#Program:1,name=galaxy_angel
Variable Write,context=Main$Program:1#Program:1,end=390
Field Write,context=Main$Program:1,name=galaxy_angel
Field Write,context=Main$Program:1,end=390
Method Exit,returner=Main$Program:1#Program:1,value=<void>
Variable Delete,method=Main$WatchinTVA:1#print_max_watchNum:1 <name=name,type=java.lang.String (id=25),value=<?>,index=3>
Variable Delete,method=Main$WatchinTVA:1#print_max_watchNum:1 <name=weekDay,type=int (id=7),value=<?>,index=4>
Variable Delete,method=Main$WatchinTVA:1#print_max_watchNum:1 <name=end,type=int (id=7),value=<?>,index=5>
New Object,object=Main$ProgramComparator:1
Method Call,caller=Main$WatchinTVA:1#print_max_watchNum:1,target=Main$ProgramComparator:1#ProgramComparator:1
Method Exit,returner=Main$ProgramComparator:1#ProgramComparator:1,value=<void>
Variable Delete,method=Main$WatchinTVA:1#print_max_watchNum:1 <name=i,type=int (id=7),value=<?>,index=2>
Field Read,context=Main,sc
Variable Write,context=Main$WatchinTVA:1#print_max_watchNum:1,p=1
Variable Write,context=Main$WatchinTVA:1#print_max_watchNum:1,favList=java.util.ArrayList (id=376)
Variable Write,context=Main$WatchinTVA:1#print_max_watchNum:1,i=0
Field Read,context=Main,sc
Variable Write,context=Main$WatchinTVA:1#print_max_watchNum:1,fav=galaxy_angel
Variable Write,context=Main$WatchinTVA:1#print_max_watchNum:1,l=Main$Program:1
Field Read,context=Main$Program:1,name
Variable Delete,method=Main$WatchinTVA:1#print_max_watchNum:1 <name=fav,type=java.lang.String (id=25),value=<?>,index=9>
Variable Delete,method=Main$WatchinTVA:1#print_max_watchNum:1 <name=l,type=Main$Program (id=104),value=<?>,index=10>
New Object,object=Main$ProgramComparator:2
Method Call,caller=Main$WatchinTVA:1#print_max_watchNum:1,target=Main$ProgramComparator:2#ProgramComparator:2
Method Exit,returner=Main$ProgramComparator:2#ProgramComparator:2,value=<void>
Variable Delete,method=Main$WatchinTVA:1#print_max_watchNum:1 <name=i,type=int (id=7),value=<?>,index=8>
