Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
Variable Write,context=Main#main:1,stdin=java.util.Scanner (id=47)
Variable Write,context=Main#main:1,n=6
Variable Write,context=Main#main:1,maxNum=0
Variable Write,context=Main#main:1,maxIndex=2147483647
Variable Write,context=Main#main:1,i=0
Variable Write,context=Main#main:1,index=1
Variable Write,context=Main#main:1,num=14
Variable Write,context=Main#main:1,maxNum=14
Variable Write,context=Main#main:1,maxIndex=1
Variable Write,context=Main#main:1,i=1
Variable Delete,method=Main#main:1 <name=index,type=int (id=7),value=<?>,index=6>
Variable Delete,method=Main#main:1 <name=num,type=int (id=7),value=<?>,index=7>
Variable Write,context=Main#main:1,index=2
Variable Write,context=Main#main:1,num=25
Variable Write,context=Main#main:1,maxNum=25
Variable Write,context=Main#main:1,maxIndex=2
Variable Write,context=Main#main:1,i=2
Variable Delete,method=Main#main:1 <name=index,type=int (id=7),value=<?>,index=6>
Variable Delete,method=Main#main:1 <name=num,type=int (id=7),value=<?>,index=7>
Variable Write,context=Main#main:1,index=3
Variable Write,context=Main#main:1,num=42
Variable Write,context=Main#main:1,maxNum=42
Variable Write,context=Main#main:1,maxIndex=3
Variable Write,context=Main#main:1,i=3
Variable Delete,method=Main#main:1 <name=index,type=int (id=7),value=<?>,index=6>
Variable Delete,method=Main#main:1 <name=num,type=int (id=7),value=<?>,index=7>
Variable Write,context=Main#main:1,index=4
Variable Write,context=Main#main:1,num=11
Variable Write,context=Main#main:1,i=4
Variable Delete,method=Main#main:1 <name=index,type=int (id=7),value=<?>,index=6>
Variable Delete,method=Main#main:1 <name=num,type=int (id=7),value=<?>,index=7>
Variable Write,context=Main#main:1,index=5
Variable Write,context=Main#main:1,num=40
Variable Write,context=Main#main:1,i=5
Variable Delete,method=Main#main:1 <name=index,type=int (id=7),value=<?>,index=6>
Variable Delete,method=Main#main:1 <name=num,type=int (id=7),value=<?>,index=7>
Variable Write,context=Main#main:1,index=6
Variable Write,context=Main#main:1,num=37
Variable Delete,method=Main#main:1 <name=index,type=int (id=7),value=<?>,index=6>
Variable Delete,method=Main#main:1 <name=num,type=int (id=7),value=<?>,index=7>
Variable Delete,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=5>
Method Exit,returner=Main#main:1,value=<void>
Thread End,
