Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
Variable Write,context=Main#main:1,sc=java.util.Scanner (id=363)
Field Write,context=Main,n=3
Field Write,context=Main,m=4
Field Write,context=Main,p=3
Field Write,context=Main,s=1
Field Write,context=Main,g=4
Field Read,context=Main,n
Field Read,context=Main,m
Field Read,context=Main,p
Field Read,context=Main,s
Field Read,context=Main,g
Field Read,context=Main,n
New Object,object=double[]:1
Field Write,context=double[]:1,0=0.0
Field Write,context=double[]:1,1=0.0
Field Write,context=double[]:1,2=0.0
Field Write,context=Main,ticket=double[]:1
Field Read,context=Main,n
Variable Write,context=Main#main:1,i=0
Field Read,context=Main,ticket
Field Read,context=Main,n
Variable Write,context=Main#main:1,i=1
Field Read,context=Main,ticket
Field Read,context=Main,n
Variable Write,context=Main#main:1,i=2
Field Read,context=Main,ticket
Field Read,context=Main,n
Field Read,context=Main,m
New Object,object=Main$Node[]:1
Field Write,context=Main$Node[]:1,0=null
Field Write,context=Main$Node[]:1,1=null
Field Write,context=Main$Node[]:1,2=null
Field Write,context=Main$Node[]:1,3=null
Field Write,context=Main,city=Main$Node[]:1
Variable Delete,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=2>
Field Read,context=Main,m
Variable Write,context=Main#main:1,i=0
Field Read,context=Main,city
New Object,object=Main$Node:1
Method Call,caller=Main#main:1,target=Main$Node:1#Main$Node:1
Variable Write,context=Main$Node:1#Main$Node:1,n=0
Field Write,context=Main$Node:1,neighbor=Main$Node[30] (id=371)
Field Write,context=Main$Node:1,cost=double[30] (id=372)
Field Write,context=Main$Node:1,minCost=double[257] (id=373)
Field Write,context=Main$Node:1,num=0
Method Exit,returner=Main$Node:1#Main$Node:1,value=<void>
Field Read,context=Main,m
Variable Write,context=Main#main:1,i=1
Field Read,context=Main,city
New Object,object=Main$Node:2
Method Call,caller=Main#main:1,target=Main$Node:2#Main$Node:2
Variable Write,context=Main$Node:2#Main$Node:2,n=1
