Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
New Object,object=Main:1
Method Call,caller=Main#main:1,target=Main:1#Main:1
New Object,object=long[]:1
Field Write,context=long[]:1,0=0
Field Write,context=long[]:1,1=0
Field Write,context=long[]:1,2=0
Field Write,context=long[]:1,3=0
Field Write,context=long[]:1,4=0
Field Write,context=long[]:1,5=0
Field Write,context=long[]:1,6=0
Field Write,context=long[]:1,7=0
Field Write,context=long[]:1,8=0
Field Write,context=long[]:1,9=0
Field Write,context=Main:1,p3=long[]:1
Field Write,context=Main:1,c=long[][1000] (id=344)
Method Exit,returner=Main:1#Main:1,value=<void>
Method Call,caller=Main#main:1,target=Main:1#run:1
Field Read,context=Main:1,p3
Field Write,context=long[]:1,0=1
Field Read,context=Main:1,p3
Variable Write,context=Main:1#run:1,i=1
Field Read,context=Main:1,p3
Field Read,context=Main:1,p3
Field Write,context=long[]:1,1=3
Field Read,context=Main:1,p3
Variable Write,context=Main:1#run:1,i=2
Field Read,context=Main:1,p3
Field Read,context=Main:1,p3
Field Write,context=long[]:1,2=9
Field Read,context=Main:1,p3
Variable Write,context=Main:1#run:1,i=3
Field Read,context=Main:1,p3
Field Read,context=Main:1,p3
Field Write,context=long[]:1,3=27
Field Read,context=Main:1,p3
Variable Write,context=Main:1#run:1,i=4
Field Read,context=Main:1,p3
Field Read,context=Main:1,p3
Field Write,context=long[]:1,4=81
Field Read,context=Main:1,p3
Variable Write,context=Main:1#run:1,i=5
Field Read,context=Main:1,p3
Field Read,context=Main:1,p3
Field Write,context=long[]:1,5=243
Field Read,context=Main:1,p3
Variable Write,context=Main:1#run:1,i=6
Field Read,context=Main:1,p3
Field Read,context=Main:1,p3
Field Write,context=long[]:1,6=729
Field Read,context=Main:1,p3
Variable Write,context=Main:1#run:1,i=7
Field Read,context=Main:1,p3
Field Read,context=Main:1,p3
Field Write,context=long[]:1,7=2187
Field Read,context=Main:1,p3
