Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#<clinit>:1
Field Write,context=Main,EPS=1.0E-9
Method Exit,returner=Main#<clinit>:1,value=<void>
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
Variable Write,context=Main#main:1,sc=java.util.Scanner (id=363)
Variable Write,context=Main#main:1,d=2
Variable Write,context=Main#main:1,errors=java.util.ArrayList (id=364)
New Object,object=double[]:1
Field Write,context=double[]:1,0=0.0
Field Write,context=double[]:1,1=0.0
Field Write,context=double[]:1,2=0.0
Field Write,context=double[]:1,3=0.0
Field Write,context=double[]:1,4=0.0
Variable Write,context=Main#main:1,v=double[]:1
Variable Write,context=Main#main:1,i=0
Field Write,context=double[]:1,0=1.0
Variable Write,context=Main#main:1,v=double[]:1
Variable Write,context=Main#main:1,i=1
Field Write,context=double[]:1,1=4.0
Variable Write,context=Main#main:1,v=double[]:1
Variable Write,context=Main#main:1,i=2
Field Write,context=double[]:1,2=12.0
Variable Write,context=Main#main:1,v=double[]:1
Variable Write,context=Main#main:1,i=3
Field Write,context=double[]:1,3=16.0
Variable Write,context=Main#main:1,v=double[]:1
Variable Write,context=Main#main:1,i=4
Field Write,context=double[]:1,4=25.0
Variable Write,context=Main#main:1,v=double[]:1
Variable Delete,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=5>
Variable Write,context=Main#main:1,i=0
Variable Write,context=Main#main:1,i=1
Variable Write,context=Main#main:1,i=2
Variable Write,context=Main#main:1,i=3
Variable Write,context=Main#main:1,i=4
Variable Write,context=Main#main:1,i=5
Variable Write,context=Main#main:1,i=6
Variable Write,context=Main#main:1,i=7
New Object,object=double[][]:1
New Object,object=double[]:2
Field Write,context=double[]:2,0=0.0
Field Write,context=double[]:2,1=0.0
Field Write,context=double[]:2,2=0.0
Field Write,context=double[][]:1,0=double[]:2
New Object,object=double[]:3
Field Write,context=double[]:3,0=0.0
Field Write,context=double[]:3,1=0.0
Field Write,context=double[]:3,2=0.0
Field Write,context=double[][]:1,1=double[]:3
New Object,object=double[]:4
Field Write,context=double[]:4,0=0.0
Field Write,context=double[]:4,1=0.0
Field Write,context=double[]:4,2=0.0
Field Write,context=double[][]:1,2=double[]:4
Variable Write,context=Main#main:1,a=double[][]:1
New Object,object=double[]:5
Field Write,context=double[]:5,0=0.0
Field Write,context=double[]:5,1=0.0
Field Write,context=double[]:5,2=0.0
Variable Write,context=Main#main:1,b=double[]:5
Variable Write,context=Main#main:1,i_=0
Variable Write,context=Main#main:1,x=0
Variable Write,context=Main#main:1,j=0
Variable Write,context=Main#main:1,a=double[][]:1
Variable Write,context=Main#main:1,j=1
