Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
New Object,object=Main:1
Method Call,caller=Main#main:1,target=Main:1#Main:1
Method Exit,returner=Main:1#Main:1,value=<void>
Method Call,caller=Main#main:1,target=Main:1#solve:1
Variable Write,context=Main:1#solve:1,sc=java.util.Scanner (id=48)
Variable Write,context=Main:1#solve:1,s=123+4X6=X79
New Object,object=char[]:1
Field Write,context=char[]:1,0=1
Field Write,context=char[]:1,1=2
Field Write,context=char[]:1,2=3
Field Write,context=char[]:1,3=+
Field Write,context=char[]:1,4=4
Field Write,context=char[]:1,5=X
Field Write,context=char[]:1,6=6
Field Write,context=char[]:1,7==
Field Write,context=char[]:1,8=X
Field Write,context=char[]:1,9=7
Field Write,context=char[]:1,10=9
Field Write,context=Main:1,in=char[]:1
Variable Write,context=Main:1#solve:1,ans=-1
Variable Write,context=Main:1#solve:1,num=0
Field Read,context=Main:1,in
Variable Write,context=Main:1#solve:1,i=0
Field Read,context=Main:1,in
Variable Write,context=Main:1#solve:1,i=1
Field Read,context=Main:1,in
Variable Write,context=Main:1#solve:1,i=2
Field Read,context=Main:1,in
Variable Write,context=Main:1#solve:1,i=3
Field Read,context=Main:1,in
Variable Write,context=Main:1#solve:1,i=4
Field Read,context=Main:1,in
Variable Write,context=Main:1#solve:1,i=5
Field Read,context=Main:1,in
Field Write,context=char[]:1,5=0
Field Read,context=Main:1,in
Variable Write,context=Main:1#solve:1,i=6
Field Read,context=Main:1,in
Variable Write,context=Main:1#solve:1,i=7
Field Read,context=Main:1,in
Variable Write,context=Main:1#solve:1,i=8
Field Read,context=Main:1,in
Field Write,context=char[]:1,8=0
Field Read,context=Main:1,in
Variable Write,context=Main:1#solve:1,i=9
Field Read,context=Main:1,in
Variable Write,context=Main:1#solve:1,i=10
Field Read,context=Main:1,in
Field Write,context=Main:1,p=0
Variable Delete,method=Main:1#solve:1 <name=i,type=int (id=7),value=<?>,index=4>
