Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
New Object,object=Main:1
Method Call,caller=Main#main:1,target=Main:1#Main:1
Field Write,context=Main:1,sc=java.util.Scanner (id=48)
New Object,object=int[]:1
Field Write,context=int[]:1,0=1
Field Write,context=int[]:1,1=0
Field Write,context=int[]:1,2=-1
Field Write,context=int[]:1,3=0
Field Write,context=Main:1,dirX=int[]:1
New Object,object=int[]:2
Field Write,context=int[]:2,0=0
Field Write,context=int[]:2,1=1
Field Write,context=int[]:2,2=0
Field Write,context=int[]:2,3=-1
Field Write,context=Main:1,dirY=int[]:2
Method Exit,returner=Main:1#Main:1,value=<void>
Method Call,caller=Main#main:1,target=Main:1#run:1
Field Read,context=Main:1,sc
Field Read,context=Main:1,sc
Field Write,context=Main:1,w=21
Field Read,context=Main:1,sc
Field Write,context=Main:1,h=21
Field Read,context=Main:1,w
Method Call,caller=Main:1#run:1,target=Main:1#put:1
Field Read,context=Main:1,sc
Field Write,context=Main:1,xs=1
Field Read,context=Main:1,sc
Field Write,context=Main:1,ys=1
Field Read,context=Main:1,sc
Field Write,context=Main:1,xg=9
Field Read,context=Main:1,sc
Field Write,context=Main:1,yg=9
Field Read,context=Main:1,sc
Field Write,context=Main:1,n=7
Field Read,context=Main:1,h
Field Read,context=Main:1,w
Field Write,context=Main:1,block=int[][21] (id=52)
Field Read,context=Main:1,h
Field Read,context=Main:1,w
Field Write,context=Main:1,route=boolean[][21] (id=54)
Field Read,context=Main:1,n
Variable Write,context=Main:1#put:1,i=0
Field Read,context=Main:1,sc
Field Write,context=Main:1,c=2
Field Read,context=Main:1,sc
Field Write,context=Main:1,d=0
Field Read,context=Main:1,sc
Field Write,context=Main:1,x=1
Field Read,context=Main:1,sc
Field Write,context=Main:1,y=1
Field Read,context=Main:1,d
Field Read,context=Main:1,x
Field Read,context=Main:1,x
Variable Write,context=Main:1#put:1,a=1
Field Read,context=Main:1,y
Field Read,context=Main:1,y
