Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
Variable Write,context=Main#main:1,stdin=java.util.Scanner (id=363)
Variable Write,context=Main#main:1,V=5
Variable Write,context=Main#main:1,d=5
Method Call,caller=Main#main:1,target=Main#solve:1
Variable Write,context=Main#solve:1,V=5
Variable Write,context=Main#solve:1,d=5
Method Call,caller=Main#solve:1,target=Main#fibs:1
Variable Write,context=Main#fibs:1,V=5
New Object,object=int[]:1
Field Write,context=int[]:1,0=0
Field Write,context=int[]:1,1=0
Field Write,context=int[]:1,2=0
Field Write,context=int[]:1,3=0
Field Write,context=int[]:1,4=0
Variable Write,context=Main#fibs:1,vs=int[]:1
Variable Write,context=Main#fibs:1,i=2
Variable Write,context=Main#fibs:1,i=3
Variable Write,context=Main#fibs:1,i=4
Variable Write,context=Main#fibs:1,result=int[]:1
Method Exit,returner=Main#fibs:1,value=int[]:1
Variable Write,context=Main#solve:1,vs=int[]:1
New Object,object=int[]:2
Field Write,context=int[]:2,0=0
Field Write,context=int[]:2,1=0
Field Write,context=int[]:2,2=0
Field Write,context=int[]:2,3=0
Field Write,context=int[]:2,4=0
Variable Write,context=Main#solve:1,parents=int[]:2
New Object,object=int[]:3
Field Write,context=int[]:3,0=0
Field Write,context=int[]:3,1=0
Field Write,context=int[]:3,2=0
Field Write,context=int[]:3,3=0
Field Write,context=int[]:3,4=0
Variable Write,context=Main#solve:1,rank=int[]:3
Variable Write,context=Main#solve:1,i=0
Variable Write,context=Main#solve:1,i=1
Variable Write,context=Main#solve:1,i=2
Variable Write,context=Main#solve:1,i=3
Variable Write,context=Main#solve:1,i=4
Variable Delete,method=Main#solve:1 <name=i,type=int (id=7),value=<?>,index=5>
Variable Write,context=Main#solve:1,i=0
Variable Write,context=Main#solve:1,j=1
Method Call,caller=Main#solve:1,target=Main#unite:1
Variable Write,context=Main#unite:1,parents=int[]:2
Variable Write,context=Main#unite:1,rank=int[]:3
Variable Write,context=Main#unite:1,x=0
