Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
New Object,object=Main:1
Method Call,caller=Main#main:1,target=Main:1#Main:1
Method Exit,returner=Main:1#Main:1,value=<void>
Variable Write,context=Main#main:1,obj=Main:1
Method Call,caller=Main#main:1,target=Main:1#doit:1
Variable Write,context=Main:1#doit:1,sc=java.util.Scanner (id=364)
Field Write,context=Main:1,str=(1 2)
Field Read,context=Main:1,str
Field Read,context=Main:1,str
Field Write,context=Main:1,str=(1 2)#
Field Write,context=Main:1,pos=0
Variable Write,context=Main:1#doit:1,n=2
New Object,object=int[]:1
Field Write,context=int[]:1,0=0
Field Write,context=int[]:1,1=0
Field Write,context=Main:1,data=int[]:1
Variable Write,context=Main:1#doit:1,i=0
Variable Write,context=Main:1#doit:1,num=0
Variable Write,context=Main:1#doit:1,j=0
Variable Write,context=Main:1#doit:1,temp=0
Variable Write,context=Main:1#doit:1,num=0
Variable Write,context=Main:1#doit:1,j=1
Variable Delete,method=Main:1#doit:1 <name=temp,type=int (id=7),value=<?>,index=5>
Variable Write,context=Main:1#doit:1,temp=1
Variable Write,context=Main:1#doit:1,num=1
Variable Write,context=Main:1#doit:1,j=2
Variable Delete,method=Main:1#doit:1 <name=temp,type=int (id=7),value=<?>,index=5>
Variable Write,context=Main:1#doit:1,temp=0
Variable Write,context=Main:1#doit:1,num=2
Variable Write,context=Main:1#doit:1,j=3
Variable Delete,method=Main:1#doit:1 <name=temp,type=int (id=7),value=<?>,index=5>
Variable Write,context=Main:1#doit:1,temp=1
Variable Write,context=Main:1#doit:1,num=5
Variable Delete,method=Main:1#doit:1 <name=temp,type=int (id=7),value=<?>,index=5>
Field Read,context=Main:1,data
Variable Delete,method=Main:1#doit:1 <name=j,type=int (id=7),value=<?>,index=4>
Field Write,context=int[]:1,0=5
Variable Write,context=Main:1#doit:1,i=1
Variable Delete,method=Main:1#doit:1 <name=num,type=int (id=7),value=<?>,index=3>
