Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#<clinit>:1
Field Write,context=Main,sc=java.util.Scanner (id=362)
Field Write,context=Main,br=
Field Read,context=Main,br
Field Read,context=Main,br
Field Read,context=Main,br
New Object,object=java.lang.String[]:1
Field Write,context=java.lang.String[]:1,0=
Field Write,context=java.lang.String[]:1,1=
Field Write,context=java.lang.String[]:1,2=
Field Write,context=java.lang.String[]:1,3=
Field Write,context=Main,asep=java.lang.String[]:1
Method Exit,returner=Main#<clinit>:1,value=<void>
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:2
Variable Write,context=Main#main:1,args=java.lang.String[]:2
New Object,object=Main:1
Method Call,caller=Main#main:1,target=Main:1#Main:1
New Object,object=Main$1:1
Method Call,caller=Main:1#Main:1,target=Main$1:1#<init>:1
Method Exit,returner=Main$1:1#<init>:1,value=<void>
Field Write,context=Main:1,comp=Main$1:1
Method Exit,returner=Main:1#Main:1,value=<void>
Method Call,caller=Main#main:1,target=Main:1#run:1
Field Read,context=Main,sc
Variable Write,context=Main:1#run:1,D=2
Variable Write,context=Main:1#run:1,D=1
Field Read,context=Main,sc
Variable Write,context=Main:1#run:1,N=5
New Object,object=int[]:1
Field Write,context=int[]:1,0=0
Field Write,context=int[]:1,1=0
Field Write,context=int[]:1,2=0
Field Write,context=int[]:1,3=0
Field Write,context=int[]:1,4=0
Field Write,context=int[]:1,5=0
Field Write,context=int[]:1,6=0
Variable Write,context=Main:1#run:1,hpos=int[]:1
New Object,object=double[]:1
Field Write,context=double[]:1,0=0.0
Field Write,context=double[]:1,1=0.0
Field Write,context=double[]:1,2=0.0
Field Write,context=double[]:1,3=0.0
Field Write,context=double[]:1,4=0.0
Field Write,context=double[]:1,5=0.0
Field Write,context=double[]:1,6=0.0
Variable Write,context=Main:1#run:1,hs=double[]:1
Variable Write,context=Main:1#run:1,hpos=int[]:1
Variable Write,context=Main:1#run:1,i=1
Field Read,context=Main,sc
Field Write,context=int[]:1,1=15
Variable Write,context=Main:1#run:1,hpos=int[]:1
Field Read,context=Main,sc
Field Write,context=double[]:1,0=50.0
Field Write,context=double[]:1,1=40.0
Variable Write,context=Main:1#run:1,hs=double[]:1
Variable Write,context=Main:1#run:1,i=2
Field Read,context=Main,sc
Field Write,context=int[]:1,2=35
Variable Write,context=Main:1#run:1,hpos=int[]:1
Field Read,context=Main,sc
Field Write,context=double[]:1,2=20.0
Variable Write,context=Main:1#run:1,hs=double[]:1
Variable Write,context=Main:1#run:1,i=3
Field Read,context=Main,sc
Field Write,context=int[]:1,3=50
Variable Write,context=Main:1#run:1,hpos=int[]:1
Field Read,context=Main,sc
Field Write,context=double[]:1,3=45.0
Variable Write,context=Main:1#run:1,hs=double[]:1
Variable Write,context=Main:1#run:1,i=4
Field Read,context=Main,sc
Field Write,context=int[]:1,4=70
Variable Write,context=Main:1#run:1,hpos=int[]:1
Field Read,context=Main,sc
Field Write,context=double[]:1,4=30.0
Variable Write,context=Main:1#run:1,hs=double[]:1
Variable Write,context=Main:1#run:1,i=5
Field Read,context=Main,sc
Field Write,context=int[]:1,5=80
Variable Write,context=Main:1#run:1,hpos=int[]:1
Field Read,context=Main,sc
Field Write,context=double[]:1,5=10.0
Variable Write,context=Main:1#run:1,hs=double[]:1
Field Write,context=int[]:1,6=100
Variable Write,context=Main:1#run:1,hpos=int[]:1
Variable Delete,method=Main:1#run:1 <name=i,type=int (id=7),value=<?>,index=4>
Variable Write,context=Main:1#run:1,ins=java.util.ArrayList (id=375)
Variable Write,context=Main:1#run:1,i=0
New Object,object=Main$IN:1
Method Call,caller=Main:1#run:1,target=Main$IN:1#Main$IN:1
Variable Write,context=Main$IN:1#Main$IN:1,_rh=40.0
Variable Write,context=Main$IN:1#Main$IN:1,_water=0.0
Variable Write,context=Main$IN:1#Main$IN:1,_lpos=0
Variable Write,context=Main$IN:1#Main$IN:1,_rpos=15
Variable Write,context=Main$IN:1#Main$IN:1,_lh=50.0
Field Write,context=Main$IN:1,lh=50.0
Field Write,context=Main$IN:1,rh=40.0
Field Write,context=Main$IN:1,water=0.0
Field Write,context=Main$IN:1,lpos=0
Field Write,context=Main$IN:1,rpos=15
Method Exit,returner=Main$IN:1#Main$IN:1,value=<void>
Variable Write,context=Main:1#run:1,i=1
New Object,object=Main$IN:2
Method Call,caller=Main:1#run:1,target=Main$IN:2#Main$IN:2
Variable Write,context=Main$IN:2#Main$IN:2,_rh=20.0
Variable Write,context=Main$IN:2#Main$IN:2,_water=0.0
Variable Write,context=Main$IN:2#Main$IN:2,_lpos=15
Variable Write,context=Main$IN:2#Main$IN:2,_rpos=35
Variable Write,context=Main$IN:2#Main$IN:2,_lh=40.0
Field Write,context=Main$IN:2,lh=40.0
Field Write,context=Main$IN:2,rh=20.0
Field Write,context=Main$IN:2,water=0.0
Field Write,context=Main$IN:2,lpos=15
Field Write,context=Main$IN:2,rpos=35
Method Exit,returner=Main$IN:2#Main$IN:2,value=<void>
Variable Write,context=Main:1#run:1,i=2
New Object,object=Main$IN:3
Method Call,caller=Main:1#run:1,target=Main$IN:3#Main$IN:3
Variable Write,context=Main$IN:3#Main$IN:3,_rh=45.0
Variable Write,context=Main$IN:3#Main$IN:3,_water=0.0
Variable Write,context=Main$IN:3#Main$IN:3,_lpos=35
Variable Write,context=Main$IN:3#Main$IN:3,_rpos=50
Variable Write,context=Main$IN:3#Main$IN:3,_lh=20.0
Field Write,context=Main$IN:3,lh=20.0
Field Write,context=Main$IN:3,rh=45.0
Field Write,context=Main$IN:3,water=0.0
Field Write,context=Main$IN:3,lpos=35
Field Write,context=Main$IN:3,rpos=50
Method Exit,returner=Main$IN:3#Main$IN:3,value=<void>
Variable Write,context=Main:1#run:1,i=3
New Object,object=Main$IN:4
Method Call,caller=Main:1#run:1,target=Main$IN:4#Main$IN:4
Variable Write,context=Main$IN:4#Main$IN:4,_rh=30.0
Variable Write,context=Main$IN:4#Main$IN:4,_water=0.0
Variable Write,context=Main$IN:4#Main$IN:4,_lpos=50
Variable Write,context=Main$IN:4#Main$IN:4,_rpos=70
Variable Write,context=Main$IN:4#Main$IN:4,_lh=45.0
Field Write,context=Main$IN:4,lh=45.0
Field Write,context=Main$IN:4,rh=30.0
Field Write,context=Main$IN:4,water=0.0
Field Write,context=Main$IN:4,lpos=50
Field Write,context=Main$IN:4,rpos=70
Method Exit,returner=Main$IN:4#Main$IN:4,value=<void>
Variable Write,context=Main:1#run:1,i=4
New Object,object=Main$IN:5
Method Call,caller=Main:1#run:1,target=Main$IN:5#Main$IN:5
Variable Write,context=Main$IN:5#Main$IN:5,_rh=10.0
Variable Write,context=Main$IN:5#Main$IN:5,_water=0.0
Variable Write,context=Main$IN:5#Main$IN:5,_lpos=70
Variable Write,context=Main$IN:5#Main$IN:5,_rpos=80
Variable Write,context=Main$IN:5#Main$IN:5,_lh=30.0
Field Write,context=Main$IN:5,lh=30.0
Field Write,context=Main$IN:5,rh=10.0
Field Write,context=Main$IN:5,water=0.0
Field Write,context=Main$IN:5,lpos=70
Field Write,context=Main$IN:5,rpos=80
Method Exit,returner=Main$IN:5#Main$IN:5,value=<void>
Variable Write,context=Main:1#run:1,i=5
New Object,object=Main$IN:6
Method Call,caller=Main:1#run:1,target=Main$IN:6#Main$IN:6
Variable Write,context=Main$IN:6#Main$IN:6,_rh=50.0
Variable Write,context=Main$IN:6#Main$IN:6,_water=0.0
Variable Write,context=Main$IN:6#Main$IN:6,_lpos=80
Variable Write,context=Main$IN:6#Main$IN:6,_rpos=100
Variable Write,context=Main$IN:6#Main$IN:6,_lh=10.0
Field Write,context=Main$IN:6,lh=10.0
Field Write,context=Main$IN:6,rh=50.0
Field Write,context=Main$IN:6,water=0.0
Field Write,context=Main$IN:6,lpos=80
Field Write,context=Main$IN:6,rpos=100
Method Exit,returner=Main$IN:6#Main$IN:6,value=<void>
Field Read,context=Main,sc
Variable Delete,method=Main:1#run:1 <name=i,type=int (id=7),value=<?>,index=6>
Variable Write,context=Main:1#run:1,M=3
New Object,object=int[]:2
Field Write,context=int[]:2,0=0
Field Write,context=int[]:2,1=0
Field Write,context=int[]:2,2=0
Variable Write,context=Main:1#run:1,fpos=int[]:2
New Object,object=double[]:2
Field Write,context=double[]:2,0=0.0
Field Write,context=double[]:2,1=0.0
Field Write,context=double[]:2,2=0.0
Variable Write,context=Main:1#run:1,fs=double[]:2
Variable Write,context=Main:1#run:1,i=0
Field Read,context=Main,sc
Field Read,context=Main,sc
Field Write,context=int[]:2,0=20
Variable Write,context=Main:1#run:1,fpos=int[]:2
Variable Write,context=Main:1#run:1,i=1
Field Read,context=Main,sc
Field Read,context=Main,sc
Field Write,context=int[]:2,1=60
Variable Write,context=Main:1#run:1,fpos=int[]:2
Variable Write,context=Main:1#run:1,i=2
Field Read,context=Main,sc
Field Read,context=Main,sc
Field Write,context=int[]:2,2=65
Variable Write,context=Main:1#run:1,fpos=int[]:2
Field Read,context=Main,sc
Variable Delete,method=Main:1#run:1 <name=i,type=int (id=7),value=<?>,index=10>
Variable Write,context=Main:1#run:1,L=6
New Object,object=Main$Query[]:1
Field Write,context=Main$Query[]:1,0=null
Field Write,context=Main$Query[]:1,1=null
Field Write,context=Main$Query[]:1,2=null
Field Write,context=Main$Query[]:1,3=null
Field Write,context=Main$Query[]:1,4=null
Field Write,context=Main$Query[]:1,5=null
Variable Write,context=Main:1#run:1,qs=Main$Query[]:1
Variable Write,context=Main:1#run:1,i=0
Field Read,context=Main,sc
Field Read,context=Main,sc
New Object,object=Main$Query:1
Method Call,caller=Main:1#run:1,target=Main$Query:1#Main$Query:1
Variable Write,context=Main$Query:1#Main$Query:1,_t=4100
Variable Write,context=Main$Query:1#Main$Query:1,id=0
Variable Write,context=Main$Query:1#Main$Query:1,_pos=40
Field Write,context=Main$Query:1,id=0
Field Write,context=Main$Query:1,t=4100
Field Write,context=Main$Query:1,pos=40
Method Exit,returner=Main$Query:1#Main$Query:1,value=<void>
Field Write,context=Main$Query[]:1,0=Main$Query:1
Variable Write,context=Main:1#run:1,qs=Main$Query[]:1
Variable Write,context=Main:1#run:1,i=1
Field Read,context=Main,sc
Field Read,context=Main,sc
New Object,object=Main$Query:2
Method Call,caller=Main:1#run:1,target=Main$Query:2#Main$Query:2
Variable Write,context=Main$Query:2#Main$Query:2,_t=7500
Variable Write,context=Main$Query:2#Main$Query:2,id=1
Variable Write,context=Main$Query:2#Main$Query:2,_pos=25
Field Write,context=Main$Query:2,id=1
Field Write,context=Main$Query:2,t=7500
Field Write,context=Main$Query:2,pos=25
Method Exit,returner=Main$Query:2#Main$Query:2,value=<void>
Field Write,context=Main$Query[]:1,1=Main$Query:2
Variable Write,context=Main:1#run:1,qs=Main$Query[]:1
Variable Write,context=Main:1#run:1,i=2
Field Read,context=Main,sc
Field Read,context=Main,sc
New Object,object=Main$Query:3
Method Call,caller=Main:1#run:1,target=Main$Query:3#Main$Query:3
Variable Write,context=Main$Query:3#Main$Query:3,_t=18000
Variable Write,context=Main$Query:3#Main$Query:3,id=2
Variable Write,context=Main$Query:3#Main$Query:3,_pos=10
Field Write,context=Main$Query:3,id=2
Field Write,context=Main$Query:3,t=18000
Field Write,context=Main$Query:3,pos=10
Method Exit,returner=Main$Query:3#Main$Query:3,value=<void>
Field Write,context=Main$Query[]:1,2=Main$Query:3
Variable Write,context=Main:1#run:1,qs=Main$Query[]:1
Variable Write,context=Main:1#run:1,i=3
Field Read,context=Main,sc
Field Read,context=Main,sc
New Object,object=Main$Query:4
Method Call,caller=Main:1#run:1,target=Main$Query:4#Main$Query:4
Variable Write,context=Main$Query:4#Main$Query:4,_t=7000
Variable Write,context=Main$Query:4#Main$Query:4,id=3
Variable Write,context=Main$Query:4#Main$Query:4,_pos=90
Field Write,context=Main$Query:4,id=3
Field Write,context=Main$Query:4,t=7000
Field Write,context=Main$Query:4,pos=90
Method Exit,returner=Main$Query:4#Main$Query:4,value=<void>
Field Write,context=Main$Query[]:1,3=Main$Query:4
Variable Write,context=Main:1#run:1,qs=Main$Query[]:1
Variable Write,context=Main:1#run:1,i=4
Field Read,context=Main,sc
Field Read,context=Main,sc
New Object,object=Main$Query:5
Method Call,caller=Main:1#run:1,target=Main$Query:5#Main$Query:5
Variable Write,context=Main$Query:5#Main$Query:5,_t=15000
Variable Write,context=Main$Query:5#Main$Query:5,id=4
Variable Write,context=Main$Query:5#Main$Query:5,_pos=25
Field Write,context=Main$Query:5,id=4
Field Write,context=Main$Query:5,t=15000
Field Write,context=Main$Query:5,pos=25
Method Exit,returner=Main$Query:5#Main$Query:5,value=<void>
Field Write,context=Main$Query[]:1,4=Main$Query:5
Variable Write,context=Main:1#run:1,qs=Main$Query[]:1
Variable Write,context=Main:1#run:1,i=5
Field Read,context=Main,sc
Field Read,context=Main,sc
New Object,object=Main$Query:6
Method Call,caller=Main:1#run:1,target=Main$Query:6#Main$Query:6
Variable Write,context=Main$Query:6#Main$Query:6,_t=22000
Variable Write,context=Main$Query:6#Main$Query:6,id=5
