Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
New Object,object=Main:1
Method Call,caller=Main#main:1,target=Main:1#Main:1
Method Exit,returner=Main:1#Main:1,value=<void>
Variable Write,context=Main#main:1,obj=Main:1
Method Call,caller=Main#main:1,target=Main:1#soleve:1
Variable Write,context=Main:1#soleve:1,sc=java.util.Scanner (id=48)
Variable Write,context=Main:1#soleve:1,i=1
Field Write,context=Main:1,high=30
Field Write,context=Main:1,low=19
Field Read,context=Main:1,high
Field Read,context=Main:1,low
Field Write,context=Main:1,sa=11
Field Read,context=Main:1,sa
Variable Write,context=Main:1#soleve:1,i=2
Field Write,context=Main:1,high=39
Field Write,context=Main:1,low=20
Field Read,context=Main:1,high
Field Read,context=Main:1,low
Field Write,context=Main:1,sa=19
Field Read,context=Main:1,sa
Variable Write,context=Main:1#soleve:1,i=3
Field Write,context=Main:1,high=19
Field Write,context=Main:1,low=18
Field Read,context=Main:1,high
Field Read,context=Main:1,low
Field Write,context=Main:1,sa=1
Field Read,context=Main:1,sa
Variable Write,context=Main:1#soleve:1,i=4
Field Write,context=Main:1,high=25
Field Write,context=Main:1,low=20
Field Read,context=Main:1,high
Field Read,context=Main:1,low
Field Write,context=Main:1,sa=5
Field Read,context=Main:1,sa
Variable Write,context=Main:1#soleve:1,i=5
Field Write,context=Main:1,high=22
Field Write,context=Main:1,low=21
Field Read,context=Main:1,high
Field Read,context=Main:1,low
Field Write,context=Main:1,sa=1
Field Read,context=Main:1,sa
Variable Write,context=Main:1#soleve:1,i=6
Field Write,context=Main:1,high=23
Field Write,context=Main:1,low=10
Field Read,context=Main:1,high
Field Read,context=Main:1,low
Field Write,context=Main:1,sa=13
Field Read,context=Main:1,sa
Variable Write,context=Main:1#soleve:1,i=7
Field Write,context=Main:1,high=10
Field Write,context=Main:1,low=-10
Field Read,context=Main:1,high
Field Read,context=Main:1,low
Field Write,context=Main:1,sa=20
Field Read,context=Main:1,sa
Method Exit,returner=Main:1#soleve:1,value=<void>
Method Exit,returner=Main#main:1,value=<void>
Thread End,
