Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#<clinit>:1
Field Write,context=Main,max=-9223372036854775808
Method Exit,returner=Main#<clinit>:1,value=<void>
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
Variable Write,context=Main#main:1,br=java.io.BufferedReader (id=24)
Field Write,context=Main,n=3
Variable Write,context=Main#main:1,line=3
Field Read,context=Main,n
Field Read,context=Main,n
New Object,object=long[][]:1
New Object,object=long[]:1
Field Write,context=long[]:1,0=0
Field Write,context=long[]:1,1=0
Field Write,context=long[]:1,2=0
Field Write,context=long[][]:1,0=long[]:1
New Object,object=long[]:2
Field Write,context=long[]:2,0=0
Field Write,context=long[]:2,1=0
Field Write,context=long[]:2,2=0
Field Write,context=long[][]:1,1=long[]:2
New Object,object=long[]:3
Field Write,context=long[]:3,0=0
Field Write,context=long[]:3,1=0
Field Write,context=long[]:3,2=0
Field Write,context=long[][]:1,2=long[]:3
Field Write,context=Main,aa=long[][]:1
Field Read,context=Main,n
Variable Write,context=Main#main:1,i=0
New Object,object=java.lang.String[]:2
Field Write,context=java.lang.String[]:2,0=1
Field Write,context=java.lang.String[]:2,1=-2
Field Write,context=java.lang.String[]:2,2=3
Variable Write,context=Main#main:1,spl=java.lang.String[]:2
Field Read,context=Main,n
Variable Write,context=Main#main:1,j=0
Field Read,context=Main,aa
Field Read,context=Main,n
Variable Write,context=Main#main:1,j=1
Field Read,context=Main,aa
Field Read,context=Main,aa
Field Read,context=Main,n
Variable Write,context=Main#main:1,j=2
Field Read,context=Main,aa
Field Read,context=Main,aa
Field Read,context=Main,n
Field Read,context=Main,n
Variable Write,context=Main#main:1,i=1
New Object,object=java.lang.String[]:3
Field Write,context=java.lang.String[]:3,0=-4
Field Write,context=java.lang.String[]:3,1=5
Field Write,context=java.lang.String[]:3,2=6
Variable Write,context=Main#main:1,spl=java.lang.String[]:3
Variable Delete,method=Main#main:1 <name=j,type=int (id=7),value=<?>,index=5>
Field Read,context=Main,n
Variable Write,context=Main#main:1,j=0
Field Read,context=Main,aa
Field Read,context=Main,aa
Field Read,context=Main,n
Variable Write,context=Main#main:1,j=1
Field Read,context=Main,aa
Field Read,context=Main,aa
Field Read,context=Main,aa
Field Read,context=Main,aa
Field Read,context=Main,n
Variable Write,context=Main#main:1,j=2
Field Read,context=Main,aa
Field Read,context=Main,aa
Field Read,context=Main,aa
Field Read,context=Main,aa
Field Read,context=Main,n
Field Read,context=Main,n
Variable Write,context=Main#main:1,i=2
New Object,object=java.lang.String[]:4
Field Write,context=java.lang.String[]:4,0=7
Field Write,context=java.lang.String[]:4,1=8
Field Write,context=java.lang.String[]:4,2=-9
Variable Write,context=Main#main:1,spl=java.lang.String[]:4
Variable Delete,method=Main#main:1 <name=j,type=int (id=7),value=<?>,index=5>
Field Read,context=Main,n
Variable Write,context=Main#main:1,j=0
Field Read,context=Main,aa
Field Read,context=Main,aa
Field Read,context=Main,n
Variable Write,context=Main#main:1,j=1
Field Read,context=Main,aa
Field Read,context=Main,aa
Field Read,context=Main,aa
Field Read,context=Main,aa
Field Read,context=Main,n
Variable Write,context=Main#main:1,j=2
Field Read,context=Main,aa
Field Read,context=Main,aa
Field Read,context=Main,aa
Field Read,context=Main,aa
Field Read,context=Main,n
Field Read,context=Main,n
Variable Delete,method=Main#main:1 <name=j,type=int (id=7),value=<?>,index=5>
Field Read,context=Main,aa
Field Read,context=Main,max
Field Read,context=Main,aa
Field Write,context=Main,max=1
Field Read,context=Main,n
Variable Delete,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=3>
Variable Delete,method=Main#main:1 <name=spl,type=java.lang.String[] (id=59),value=<?>,index=4>
Field Read,context=Main,n
Field Read,context=Main,aa
Field Read,context=Main,max
Variable Write,context=Main#main:1,x=1
Field Read,context=Main,aa
Field Read,context=Main,aa
Field Read,context=Main,max
Field Read,context=Main,n
Field Read,context=Main,aa
Field Read,context=Main,max
Field Read,context=Main,aa
