Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
New Object,object=Main:1
Method Call,caller=Main#main:1,target=Main:1#Main:1
Field Write,context=Main:1,INF=268435456
Method Exit,returner=Main:1#Main:1,value=<void>
Method Call,caller=Main#main:1,target=Main:1#run:1
Variable Write,context=Main:1#run:1,sc=java.util.Scanner (id=49)
Variable Write,context=Main:1#run:1,n=3
Variable Write,context=Main:1#run:1,que=java.util.PriorityQueue (id=50)
Variable Write,context=Main:1#run:1,i=0
Variable Write,context=Main:1#run:1,w=80
New Object,object=Main$Man:1
Method Call,caller=Main:1#run:1,target=Main$Man:1#Main$Man:1
Variable Write,context=Main$Man:1#Main$Man:1,on=true
Variable Write,context=Main$Man:1#Main$Man:1,w=80
Variable Write,context=Main$Man:1#Main$Man:1,t=0
Field Write,context=Main$Man:1,on=true
Field Write,context=Main$Man:1,w=80
Field Write,context=Main$Man:1,t=0
Method Exit,returner=Main$Man:1#Main$Man:1,value=<void>
New Object,object=Main$Man:2
Method Call,caller=Main:1#run:1,target=Main$Man:2#Main$Man:2
Variable Write,context=Main$Man:2#Main$Man:2,on=false
Variable Write,context=Main$Man:2#Main$Man:2,w=80
Variable Write,context=Main$Man:2#Main$Man:2,t=30
Field Write,context=Main$Man:2,on=false
Field Write,context=Main$Man:2,w=80
Field Write,context=Main$Man:2,t=30
Method Exit,returner=Main$Man:2#Main$Man:2,value=<void>
Method Call,caller=Main:1#run:1,target=Ljava/util/PriorityQueue;.add(Ljava/lang/Object;)
Method Call,caller=Ljava/util/PriorityQueue;.add(Ljava/lang/Object;),target=Ljava/util/PriorityQueue;.add(Ljava/lang/Object;)
Method Call,caller=Ljava/util/PriorityQueue;.add(Ljava/lang/Object;),target=Ljava/util/PriorityQueue;.offer(Ljava/lang/Object;)
Method Call,caller=Ljava/util/PriorityQueue;.offer(Ljava/lang/Object;),target=Ljava/util/PriorityQueue;.siftUp(ILjava/lang/Object;)
