Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
New Object,object=Main:1
Method Call,caller=Main#main:1,target=Main:1#Main:1
Field Write,context=Main:1,sysout=java.io.PrintWriter (id=343)
Field Write,context=Main:1,in=java.io.BufferedReader (id=345)
Field Write,context=Main:1,buffer=null
Method Exit,returner=Main:1#Main:1,value=<void>
Method Call,caller=Main#main:1,target=Main:1#run:1
Method Call,caller=Main:1#run:1,target=Main:1#readInt:1
Method Call,caller=Main:1#readInt:1,target=Main:1#read:1
Field Read,context=Main:1,buffer
Field Read,context=Main:1,in
Field Write,context=Main:1,buffer=java.util.StringTokenizer (id=346)
Field Read,context=Main:1,buffer
Variable Write,context=Main:1#read:1,result=4
Method Exit,returner=Main:1#read:1,value=4
Variable Write,context=Main:1#readInt:1,result=4
Method Exit,returner=Main:1#readInt:1,value=4
Variable Write,context=Main:1#run:1,W=4
Method Call,caller=Main:1#run:1,target=Main:1#readInt:2
Method Call,caller=Main:1#readInt:2,target=Main:1#read:2
Field Read,context=Main:1,buffer
Field Read,context=Main:1,buffer
Field Read,context=Main:1,buffer
Variable Write,context=Main:1#read:2,result=6
Method Exit,returner=Main:1#read:2,value=6
Variable Write,context=Main:1#readInt:2,result=6
Method Exit,returner=Main:1#readInt:2,value=6
Variable Write,context=Main:1#run:1,Q=6
New Object,object=int[]:1
Field Write,context=int[]:1,0=0
Field Write,context=int[]:1,1=0
Field Write,context=int[]:1,2=0
Field Write,context=int[]:1,3=0
Variable Write,context=Main:1#run:1,used=int[]:1
Variable Write,context=Main:1#run:1,q=0
Method Call,caller=Main:1#run:1,target=Main:1#read:3
Field Read,context=Main:1,buffer
Field Read,context=Main:1,buffer
Field Read,context=Main:1,in
Field Write,context=Main:1,buffer=java.util.StringTokenizer (id=350)
Field Read,context=Main:1,buffer
Variable Write,context=Main:1#read:3,result=s
Method Exit,returner=Main:1#read:3,value=s
Variable Write,context=Main:1#run:1,c=s
