Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
New Object,object=Main:1
Method Call,caller=Main#main:1,target=Main:1#Main:1
Method Exit,returner=Main:1#Main:1,value=<void>
Method Call,caller=Main#main:1,target=Main:1#run:1
Variable Write,context=Main:1#run:1,sc=java.util.Scanner (id=365)
Variable Write,context=Main:1#run:1,s=3
Variable Write,context=Main:1#run:1,n=5
Variable Write,context=Main:1#run:1,q=java.util.PriorityQueue (id=366)
Variable Write,context=Main:1#run:1,i=0
Variable Write,context=Main:1#run:1,j=0
Variable Write,context=Main:1#run:1,x=12
New Object,object=Main$E:1
Method Call,caller=Main:1#run:1,target=Main$E:1#Main$E:1
Variable Write,context=Main$E:1#Main$E:1,t=3
Variable Write,context=Main$E:1#Main$E:1,s=0
Variable Write,context=Main$E:1#Main$E:1,d=12
Field Write,context=Main$E:1,s=0
Field Write,context=Main$E:1,t=3
Field Write,context=Main$E:1,d=12
Method Exit,returner=Main$E:1#Main$E:1,value=<void>
Variable Write,context=Main:1#run:1,j=1
Variable Delete,method=Main:1#run:1 <name=x,type=int (id=7),value=<?>,index=6>
Variable Write,context=Main:1#run:1,x=8
New Object,object=Main$E:2
Method Call,caller=Main:1#run:1,target=Main$E:2#Main$E:2
Variable Write,context=Main$E:2#Main$E:2,t=4
Variable Write,context=Main$E:2#Main$E:2,s=0
Variable Write,context=Main$E:2#Main$E:2,d=8
Field Write,context=Main$E:2,s=0
Field Write,context=Main$E:2,t=4
Field Write,context=Main$E:2,d=8
Method Exit,returner=Main$E:2#Main$E:2,value=<void>
Method Call,caller=Main:1#run:1,target=Ljava/util/PriorityQueue;.add(Ljava/lang/Object;)
Method Call,caller=Ljava/util/PriorityQueue;.add(Ljava/lang/Object;),target=Ljava/util/PriorityQueue;.add(Ljava/lang/Object;)
Method Call,caller=Ljava/util/PriorityQueue;.add(Ljava/lang/Object;),target=Ljava/util/PriorityQueue;.offer(Ljava/lang/Object;)
