Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
New Object,object=Main$SC:1
Method Call,caller=Main#main:1,target=Main$SC:1#Main$SC:1
Variable Write,context=Main$SC:1#Main$SC:1,in=java.io.BufferedInputStream (id=345)
Field Write,context=Main$SC:1,reader=null
Field Write,context=Main$SC:1,tokenizer=null
Field Write,context=Main$SC:1,reader=java.io.BufferedReader (id=346)
Method Exit,returner=Main$SC:1#Main$SC:1,value=<void>
Variable Write,context=Main#main:1,sc=Main$SC:1
Method Call,caller=Main#main:1,target=Main$SC:1#nextInt:1
Method Call,caller=Main$SC:1#nextInt:1,target=Main$SC:1#next:1
Field Read,context=Main$SC:1,tokenizer
Field Read,context=Main$SC:1,reader
Field Write,context=Main$SC:1,tokenizer=java.util.StringTokenizer (id=347)
Field Read,context=Main$SC:1,tokenizer
Variable Write,context=Main$SC:1#next:1,result=3
Method Exit,returner=Main$SC:1#next:1,value=3
Variable Write,context=Main$SC:1#nextInt:1,result=3
Method Exit,returner=Main$SC:1#nextInt:1,value=3
Variable Write,context=Main#main:1,N=3
Variable Write,context=Main#main:1,zen=0
Variable Write,context=Main#main:1,ko=0
Variable Write,context=Main#main:1,i=0
Method Call,caller=Main#main:1,target=Main$SC:1#nextInt:2
Method Call,caller=Main$SC:1#nextInt:2,target=Main$SC:1#next:2
Field Read,context=Main$SC:1,tokenizer
Field Read,context=Main$SC:1,tokenizer
Field Read,context=Main$SC:1,reader
Field Write,context=Main$SC:1,tokenizer=java.util.StringTokenizer (id=349)
Field Read,context=Main$SC:1,tokenizer
Variable Write,context=Main$SC:1#next:2,result=9
Method Exit,returner=Main$SC:1#next:2,value=9
Variable Write,context=Main$SC:1#nextInt:2,result=9
Method Exit,returner=Main$SC:1#nextInt:2,value=9
Variable Write,context=Main#main:1,a=9
Method Call,caller=Main#main:1,target=Main$SC:1#nextInt:3
Method Call,caller=Main$SC:1#nextInt:3,target=Main$SC:1#next:3
