Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
Variable Write,context=Main#main:1,in=java.util.Scanner (id=363)
Variable Write,context=Main#main:1,n=4
Variable Write,context=Main#main:1,h=3
Variable Write,context=Main#main:1,all=52
New Object,object=java.lang.Integer[][]:1
Field Write,context=java.lang.Integer[][]:1,0=null
Field Write,context=java.lang.Integer[][]:1,1=null
Field Write,context=java.lang.Integer[][]:1,2=null
Variable Write,context=Main#main:1,lines=java.lang.Integer[][]:1
Variable Write,context=Main#main:1,aaa=java.util.HashSet (id=366)
Variable Write,context=Main#main:1,i=0
Variable Write,context=Main#main:1,o=xy
Variable Write,context=Main#main:1,a=4
Variable Write,context=Main#main:1,b=4
New Object,object=java.lang.Integer[]:1
Field Write,context=java.lang.Integer[]:1,0=4
Field Write,context=java.lang.Integer[]:1,1=4
Field Write,context=java.lang.Integer[]:1,2=null
Variable Write,context=Main#main:1,block=java.lang.Integer[]:1
Field Write,context=java.lang.Integer[][]:1,0=java.lang.Integer[]:1
Variable Write,context=Main#main:1,lines=java.lang.Integer[][]:1
Variable Write,context=Main#main:1,all=52
Variable Write,context=Main#main:1,i=1
Variable Delete,method=Main#main:1 <name=o,type=java.lang.String (id=25),value=<?>,index=8>
Variable Delete,method=Main#main:1 <name=block,type=java.lang.Integer[] (id=44),value=<?>,index=9>
Variable Write,context=Main#main:1,o=xz
Variable Delete,method=Main#main:1 <name=a,type=java.lang.Integer (id=22),value=3,index=10>
Variable Write,context=Main#main:1,a=1
Variable Delete,method=Main#main:1 <name=b,type=java.lang.Integer (id=22),value=3,index=11>
Variable Write,context=Main#main:1,b=2
New Object,object=java.lang.Integer[]:2
Field Write,context=java.lang.Integer[]:2,0=1
Field Write,context=java.lang.Integer[]:2,1=null
Field Write,context=java.lang.Integer[]:2,2=2
Variable Write,context=Main#main:1,block=java.lang.Integer[]:2
Variable Write,context=Main#main:1,j=0
Variable Write,context=Main#main:1,other=java.lang.Integer[]:1
