Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
Variable Write,context=Main#main:1,sc=java.util.Scanner (id=363)
Variable Write,context=Main#main:1,w=5
Variable Write,context=Main#main:1,h=4
New Object,object=long[][]:1
New Object,object=long[]:1
Field Write,context=long[]:1,0=0
Field Write,context=long[]:1,1=0
Field Write,context=long[]:1,2=0
Field Write,context=long[]:1,3=0
Field Write,context=long[]:1,4=0
Field Write,context=long[][]:1,0=long[]:1
New Object,object=long[]:2
Field Write,context=long[]:2,0=0
Field Write,context=long[]:2,1=0
Field Write,context=long[]:2,2=0
Field Write,context=long[]:2,3=0
Field Write,context=long[]:2,4=0
Field Write,context=long[][]:1,1=long[]:2
New Object,object=long[]:3
Field Write,context=long[]:3,0=0
Field Write,context=long[]:3,1=0
Field Write,context=long[]:3,2=0
Field Write,context=long[]:3,3=0
Field Write,context=long[]:3,4=0
Field Write,context=long[][]:1,2=long[]:3
New Object,object=long[]:4
Field Write,context=long[]:4,0=0
Field Write,context=long[]:4,1=0
Field Write,context=long[]:4,2=0
Field Write,context=long[]:4,3=0
Field Write,context=long[]:4,4=0
Field Write,context=long[][]:1,3=long[]:4
Variable Write,context=Main#main:1,path=long[][]:1
Variable Write,context=Main#main:1,n=3
Variable Write,context=Main#main:1,i=0
Variable Write,context=Main#main:1,x=1
Variable Write,context=Main#main:1,y=1
Variable Write,context=Main#main:1,path=long[][]:1
Variable Write,context=Main#main:1,i=1
Variable Delete,method=Main#main:1 <name=x,type=int (id=7),value=<?>,index=7>
Variable Delete,method=Main#main:1 <name=y,type=int (id=7),value=<?>,index=8>
Variable Write,context=Main#main:1,x=1
Variable Write,context=Main#main:1,y=2
Variable Write,context=Main#main:1,path=long[][]:1
Variable Write,context=Main#main:1,i=2
Variable Delete,method=Main#main:1 <name=x,type=int (id=7),value=<?>,index=7>
Variable Delete,method=Main#main:1 <name=y,type=int (id=7),value=<?>,index=8>
Variable Write,context=Main#main:1,x=3
