Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
New Object,object=Main:1
Method Call,caller=Main#main:1,target=Main:1#Main:1
Method Exit,returner=Main:1#Main:1,value=<void>
Method Call,caller=Main#main:1,target=Main:1#solve:1
Variable Write,context=Main:1#solve:1,sc=java.util.Scanner (id=48)
Variable Write,context=Main:1#solve:1,n1=1071
Variable Write,context=Main:1#solve:1,n2=1029
Field Write,context=Main:1,cnt=0
Method Call,caller=Main:1#solve:1,target=Main:1#gcd:1
Variable Write,context=Main:1#gcd:1,x=1029
Variable Write,context=Main:1#gcd:1,y=1071
Field Read,context=Main:1,cnt
Field Write,context=Main:1,cnt=1
Method Call,caller=Main:1#gcd:1,target=Main:1#gcd:2
Variable Write,context=Main:1#gcd:2,x=42
Variable Write,context=Main:1#gcd:2,y=1029
Field Read,context=Main:1,cnt
Field Write,context=Main:1,cnt=2
Method Call,caller=Main:1#gcd:2,target=Main:1#gcd:3
Variable Write,context=Main:1#gcd:3,x=21
Variable Write,context=Main:1#gcd:3,y=42
Field Read,context=Main:1,cnt
Field Write,context=Main:1,cnt=3
Method Call,caller=Main:1#gcd:3,target=Main:1#gcd:4
Variable Write,context=Main:1#gcd:4,x=0
Variable Write,context=Main:1#gcd:4,y=21
Field Read,context=Main:1,cnt
Method Exit,returner=Main:1#gcd:4,value=<void>
Method Exit,returner=Main:1#gcd:3,value=<void>
Method Exit,returner=Main:1#gcd:2,value=<void>
Method Exit,returner=Main:1#gcd:1,value=<void>
Variable Delete,method=Main:1#solve:1 <name=n1,type=int (id=7),value=0,index=1>
Variable Delete,method=Main:1#solve:1 <name=n2,type=int (id=7),value=0,index=2>
Variable Write,context=Main:1#solve:1,n1=5
Variable Write,context=Main:1#solve:1,n2=5
Field Write,context=Main:1,cnt=0
Method Call,caller=Main:1#solve:1,target=Main:1#gcd:5
Variable Write,context=Main:1#gcd:5,x=5
Variable Write,context=Main:1#gcd:5,y=5
Field Read,context=Main:1,cnt
Field Write,context=Main:1,cnt=1
Method Call,caller=Main:1#gcd:5,target=Main:1#gcd:6
Variable Write,context=Main:1#gcd:6,x=0
Variable Write,context=Main:1#gcd:6,y=5
Field Read,context=Main:1,cnt
Method Exit,returner=Main:1#gcd:6,value=<void>
Method Exit,returner=Main:1#gcd:5,value=<void>
Variable Delete,method=Main:1#solve:1 <name=n1,type=int (id=7),value=0,index=1>
Variable Delete,method=Main:1#solve:1 <name=n2,type=int (id=7),value=0,index=2>
Variable Write,context=Main:1#solve:1,n1=0
Variable Write,context=Main:1#solve:1,n2=0
Method Exit,returner=Main:1#solve:1,value=<void>
Method Exit,returner=Main#main:1,value=<void>
Thread End,
