Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
New Object,object=Main:1
Method Call,caller=Main#main:1,target=Main:1#Main:1
Field Write,context=Main:1,sc=java.util.Scanner (id=48)
Method Exit,returner=Main:1#Main:1,value=<void>
Method Call,caller=Main#main:1,target=Main:1#run:1
Field Read,context=Main:1,sc
Field Read,context=Main:1,sc
Field Write,context=Main:1,n=2
Field Write,context=Main:1,sum=0
Field Read,context=Main:1,n
Method Call,caller=Main:1#run:1,target=Main:1#solve:1
Field Read,context=Main:1,n
Variable Write,context=Main:1#solve:1,i=0
Field Read,context=Main:1,sc
Field Write,context=Main:1,x=50
Field Read,context=Main:1,sc
Field Write,context=Main:1,y=25
Field Read,context=Main:1,sc
Field Write,context=Main:1,h=5
Field Read,context=Main:1,sc
Field Write,context=Main:1,w=5
Field Read,context=Main:1,x
Field Read,context=Main:1,y
Field Read,context=Main:1,h
Field Write,context=Main:1,len=80
Field Read,context=Main:1,sum
Method Call,caller=Main:1#solve:1,target=Main:1#fee:1
Field Read,context=Main:1,len
Field Read,context=Main:1,len
Field Read,context=Main:1,w
Variable Write,context=Main:1#fee:1,result=800
Method Exit,returner=Main:1#fee:1,value=800
Field Write,context=Main:1,sum=800
Field Read,context=Main:1,n
Variable Write,context=Main:1#solve:1,i=1
Field Read,context=Main:1,sc
Field Write,context=Main:1,x=80
Field Read,context=Main:1,sc
Field Write,context=Main:1,y=60
Field Read,context=Main:1,sc
Field Write,context=Main:1,h=10
Field Read,context=Main:1,sc
Field Write,context=Main:1,w=30
Field Read,context=Main:1,x
Field Read,context=Main:1,y
Field Read,context=Main:1,h
Field Write,context=Main:1,len=150
Field Read,context=Main:1,sum
Method Call,caller=Main:1#solve:1,target=Main:1#fee:2
Field Read,context=Main:1,len
Field Read,context=Main:1,len
Field Read,context=Main:1,len
Field Read,context=Main:1,len
Field Read,context=Main:1,len
Field Read,context=Main:1,len
Field Read,context=Main:1,w
