Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
New Object,object=Main:1
Method Call,caller=Main#main:1,target=Main:1#Main:1
Field Write,context=Main:1,sc=java.util.Scanner (id=48)
Method Exit,returner=Main:1#Main:1,value=<void>
Method Call,caller=Main#main:1,target=Main:1#run:1
Field Read,context=Main:1,sc
Field Read,context=Main:1,sc
Field Write,context=Main:1,n=3
Field Read,context=Main:1,sc
Field Write,context=Main:1,s=6
Field Read,context=Main:1,n
Field Write,context=Main:1,ans=0
Method Call,caller=Main:1#run:1,target=Main:1#solve:1
Variable Write,context=Main:1#solve:1,use=0
Variable Write,context=Main:1#solve:1,sum=0
Variable Write,context=Main:1#solve:1,level=0
Field Read,context=Main:1,n
Field Read,context=Main:1,n
Field Read,context=Main:1,s
Method Call,caller=Main:1#solve:1,target=Main:1#solve:2
Variable Write,context=Main:1#solve:2,use=1
Variable Write,context=Main:1#solve:2,sum=0
Variable Write,context=Main:1#solve:2,level=1
Field Read,context=Main:1,n
Field Read,context=Main:1,n
Field Read,context=Main:1,s
Method Call,caller=Main:1#solve:2,target=Main:1#solve:3
Variable Write,context=Main:1#solve:3,use=2
Variable Write,context=Main:1#solve:3,sum=1
Variable Write,context=Main:1#solve:3,level=2
Field Read,context=Main:1,n
Field Read,context=Main:1,n
Field Read,context=Main:1,s
Method Call,caller=Main:1#solve:3,target=Main:1#solve:4
Variable Write,context=Main:1#solve:4,use=3
Variable Write,context=Main:1#solve:4,sum=3
Variable Write,context=Main:1#solve:4,level=3
Field Read,context=Main:1,n
Field Read,context=Main:1,s
Method Exit,returner=Main:1#solve:4,value=<void>
Method Call,caller=Main:1#solve:3,target=Main:1#solve:5
Variable Write,context=Main:1#solve:5,use=2
Variable Write,context=Main:1#solve:5,sum=1
Variable Write,context=Main:1#solve:5,level=3
Field Read,context=Main:1,n
Field Read,context=Main:1,n
Field Read,context=Main:1,s
Method Call,caller=Main:1#solve:5,target=Main:1#solve:6
