Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
Variable Write,context=Main#main:1,sc=java.util.Scanner (id=49)
Variable Write,context=Main#main:1,n=4
New Object,object=Main$Building[]:1
Field Write,context=Main$Building[]:1,0=null
Field Write,context=Main$Building[]:1,1=null
Field Write,context=Main$Building[]:1,2=null
Field Write,context=Main$Building[]:1,3=null
Field Write,context=Main$Building[]:1,4=null
Variable Write,context=Main#main:1,buil=Main$Building[]:1
Variable Write,context=Main#main:1,i=0
Variable Write,context=Main#main:1,number=1
Variable Write,context=Main#main:1,x=0
Variable Write,context=Main#main:1,y=0
New Object,object=Main$Building:1
Method Call,caller=Main#main:1,target=Main$Building:1#Main$Building:1
Variable Write,context=Main$Building:1#Main$Building:1,x=0
Variable Write,context=Main$Building:1#Main$Building:1,y=0
Field Write,context=Main$Building:1,x=0
Field Write,context=Main$Building:1,y=0
Method Exit,returner=Main$Building:1#Main$Building:1,value=<void>
Field Write,context=Main$Building[]:1,1=Main$Building:1
Variable Write,context=Main#main:1,buil=Main$Building[]:1
Variable Write,context=Main#main:1,i=1
Variable Delete,method=Main#main:1 <name=number,type=int (id=7),value=22,index=6>
Variable Write,context=Main#main:1,number=2
Variable Delete,method=Main#main:1 <name=x,type=int (id=7),value=120,index=7>
Variable Write,context=Main#main:1,x=30
Variable Delete,method=Main#main:1 <name=y,type=int (id=7),value=150,index=8>
Variable Write,context=Main#main:1,y=0
New Object,object=Main$Building:2
Method Call,caller=Main#main:1,target=Main$Building:2#Main$Building:2
Variable Write,context=Main$Building:2#Main$Building:2,x=30
Variable Write,context=Main$Building:2#Main$Building:2,y=0
Field Write,context=Main$Building:2,x=30
Field Write,context=Main$Building:2,y=0
Method Exit,returner=Main$Building:2#Main$Building:2,value=<void>
Field Write,context=Main$Building[]:1,2=Main$Building:2
Variable Write,context=Main#main:1,buil=Main$Building[]:1
Variable Write,context=Main#main:1,i=2
