Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
Variable Write,context=Main#main:1,stdin=java.util.Scanner (id=47)
New Object,object=double[][]:1
New Object,object=double[]:1
Field Write,context=double[]:1,0=0.0
Field Write,context=double[]:1,1=0.0
Field Write,context=double[][]:1,0=double[]:1
New Object,object=double[]:2
Field Write,context=double[]:2,0=0.0
Field Write,context=double[]:2,1=0.0
Field Write,context=double[][]:1,1=double[]:2
New Object,object=double[]:3
Field Write,context=double[]:3,0=0.0
Field Write,context=double[]:3,1=0.0
Field Write,context=double[][]:1,2=double[]:3
New Object,object=double[]:4
Field Write,context=double[]:4,0=0.0
Field Write,context=double[]:4,1=0.0
Field Write,context=double[][]:1,3=double[]:4
Variable Write,context=Main#main:1,ps=double[][]:1
Variable Write,context=Main#main:1,i=0
Variable Write,context=Main#main:1,i=1
Variable Write,context=Main#main:1,i=2
Variable Write,context=Main#main:1,i=3
Method Call,caller=Main#main:1,target=Main#intersect:1
Variable Write,context=Main#intersect:1,a1=0.0
Variable Write,context=Main#intersect:1,a2=5.0
Variable Write,context=Main#intersect:1,b1=1.0
Variable Write,context=Main#intersect:1,b2=4.0
Variable Write,context=Main#intersect:1,result=true
Method Exit,returner=Main#intersect:1,value=true
Variable Delete,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=3>
Method Call,caller=Main#main:1,target=Main#intersect:2
Variable Write,context=Main#intersect:2,a1=0.0
Variable Write,context=Main#intersect:2,a2=5.0
Variable Write,context=Main#intersect:2,b1=1.0
Variable Write,context=Main#intersect:2,b2=4.0
Variable Write,context=Main#intersect:2,result=true
Method Exit,returner=Main#intersect:2,value=true
Variable Delete,method=Main#main:1 <name=ps,type=double[][] (id=102),value=double[][]:3,index=2>
New Object,object=double[][]:2
New Object,object=double[]:5
Field Write,context=double[]:5,0=0.0
Field Write,context=double[]:5,1=0.0
Field Write,context=double[][]:2,0=double[]:5
New Object,object=double[]:6
Field Write,context=double[]:6,0=0.0
Field Write,context=double[]:6,1=0.0
Field Write,context=double[][]:2,1=double[]:6
New Object,object=double[]:7
Field Write,context=double[]:7,0=0.0
Field Write,context=double[]:7,1=0.0
Field Write,context=double[][]:2,2=double[]:7
New Object,object=double[]:8
Field Write,context=double[]:8,0=0.0
Field Write,context=double[]:8,1=0.0
Field Write,context=double[][]:2,3=double[]:8
Variable Write,context=Main#main:1,ps=double[][]:2
Variable Write,context=Main#main:1,i=0
Variable Write,context=Main#main:1,i=1
Variable Write,context=Main#main:1,i=2
Variable Write,context=Main#main:1,i=3
Method Call,caller=Main#main:1,target=Main#intersect:3
Variable Write,context=Main#intersect:3,a1=0.0
Variable Write,context=Main#intersect:3,a2=4.0
Variable Write,context=Main#intersect:3,b1=1.0
Variable Write,context=Main#intersect:3,b2=5.0
Variable Write,context=Main#intersect:3,result=true
Method Exit,returner=Main#intersect:3,value=true
Variable Delete,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=3>
Method Call,caller=Main#main:1,target=Main#intersect:4
Variable Write,context=Main#intersect:4,a1=0.0
Variable Write,context=Main#intersect:4,a2=5.0
Variable Write,context=Main#intersect:4,b1=1.0
Variable Write,context=Main#intersect:4,b2=5.0
Variable Write,context=Main#intersect:4,result=true
Method Exit,returner=Main#intersect:4,value=true
Variable Delete,method=Main#main:1 <name=ps,type=double[][] (id=102),value=double[][]:3,index=2>
New Object,object=double[][]:3
New Object,object=double[]:9
Field Write,context=double[]:9,0=0.0
Field Write,context=double[]:9,1=0.0
Field Write,context=double[][]:3,0=double[]:9
New Object,object=double[]:10
Field Write,context=double[]:10,0=0.0
Field Write,context=double[]:10,1=0.0
Field Write,context=double[][]:3,1=double[]:10
New Object,object=double[]:11
Field Write,context=double[]:11,0=0.0
Field Write,context=double[]:11,1=0.0
Field Write,context=double[][]:3,2=double[]:11
New Object,object=double[]:12
Field Write,context=double[]:12,0=0.0
Field Write,context=double[]:12,1=0.0
Field Write,context=double[][]:3,3=double[]:12
Variable Write,context=Main#main:1,ps=double[][]:3
Variable Write,context=Main#main:1,i=0
Variable Write,context=Main#main:1,i=1
Variable Write,context=Main#main:1,i=2
Variable Write,context=Main#main:1,i=3
Method Call,caller=Main#main:1,target=Main#intersect:5
Variable Write,context=Main#intersect:5,a1=0.0
Variable Write,context=Main#intersect:5,a2=4.0
Variable Write,context=Main#intersect:5,b1=-3.0
Variable Write,context=Main#intersect:5,b2=2.0
Variable Write,context=Main#intersect:5,result=true
Method Exit,returner=Main#intersect:5,value=true
Variable Delete,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=3>
Method Call,caller=Main#main:1,target=Main#intersect:6
Variable Write,context=Main#intersect:6,a1=0.0
Variable Write,context=Main#intersect:6,a2=4.0
Variable Write,context=Main#intersect:6,b1=-5.0
Variable Write,context=Main#intersect:6,b2=-1.0
Variable Write,context=Main#intersect:6,result=false
Method Exit,returner=Main#intersect:6,value=false
