Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
Variable Write,context=Main#main:1,scanner=java.util.Scanner (id=363)
Variable Write,context=Main#main:1,student=int[30] (id=364)
Variable Write,context=Main#main:1,i=0
Variable Write,context=Main#main:1,student=int[30] (id=364)
Variable Write,context=Main#main:1,i=1
Variable Write,context=Main#main:1,student=int[30] (id=364)
Variable Write,context=Main#main:1,i=2
Variable Write,context=Main#main:1,student=int[30] (id=364)
Variable Write,context=Main#main:1,i=3
Variable Write,context=Main#main:1,student=int[30] (id=364)
Variable Write,context=Main#main:1,i=4
Variable Write,context=Main#main:1,student=int[30] (id=364)
Variable Write,context=Main#main:1,i=5
Variable Write,context=Main#main:1,student=int[30] (id=364)
Variable Write,context=Main#main:1,i=6
Variable Write,context=Main#main:1,student=int[30] (id=364)
Variable Write,context=Main#main:1,i=7
Variable Write,context=Main#main:1,student=int[30] (id=364)
Variable Write,context=Main#main:1,i=8
Variable Write,context=Main#main:1,student=int[30] (id=364)
Variable Write,context=Main#main:1,i=9
Variable Write,context=Main#main:1,student=int[30] (id=364)
Variable Write,context=Main#main:1,i=10
Variable Write,context=Main#main:1,student=int[30] (id=364)
Variable Write,context=Main#main:1,i=11
Variable Write,context=Main#main:1,student=int[30] (id=364)
Variable Write,context=Main#main:1,i=12
Variable Write,context=Main#main:1,student=int[30] (id=364)
Variable Write,context=Main#main:1,i=13
Variable Write,context=Main#main:1,student=int[30] (id=364)
Variable Write,context=Main#main:1,i=14
Variable Write,context=Main#main:1,student=int[30] (id=364)
Variable Write,context=Main#main:1,i=15
Variable Write,context=Main#main:1,student=int[30] (id=364)
Variable Write,context=Main#main:1,i=16
Variable Write,context=Main#main:1,student=int[30] (id=364)
Variable Write,context=Main#main:1,i=17
Variable Write,context=Main#main:1,student=int[30] (id=364)
Variable Write,context=Main#main:1,i=18
Variable Write,context=Main#main:1,student=int[30] (id=364)
Variable Write,context=Main#main:1,i=19
