Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
New Object,object=Main:1
Method Call,caller=Main#main:1,target=Main:1#Main:1
Field Write,context=Main:1,INF=268435456
Method Exit,returner=Main:1#Main:1,value=<void>
Method Call,caller=Main#main:1,target=Main:1#run:1
Variable Write,context=Main:1#run:1,sc=java.util.Scanner (id=365)
Variable Write,context=Main:1#run:1,k=2
Variable Write,context=Main:1#run:1,n=1
Variable Write,context=Main:1#run:1,sum=0
Variable Write,context=Main:1#run:1,sum=2
Variable Delete,method=Main:1#run:1 <name=k,type=int (id=7),value=0,index=1>
Variable Delete,method=Main:1#run:1 <name=n,type=int (id=7),value=<?>,index=2>
Variable Delete,method=Main:1#run:1 <name=sum,type=int (id=7),value=<?>,index=3>
Variable Write,context=Main:1#run:1,k=3
Variable Write,context=Main:1#run:1,n=3
Variable Write,context=Main:1#run:1,sum=0
Variable Write,context=Main:1#run:1,sum=12
Variable Write,context=Main:1#run:1,sum=6
Variable Delete,method=Main:1#run:1 <name=k,type=int (id=7),value=0,index=1>
Variable Delete,method=Main:1#run:1 <name=n,type=int (id=7),value=<?>,index=2>
Variable Delete,method=Main:1#run:1 <name=sum,type=int (id=7),value=<?>,index=3>
Variable Write,context=Main:1#run:1,k=0
Method Exit,returner=Main:1#run:1,value=<void>
Method Exit,returner=Main#main:1,value=<void>
Thread End,
