Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
New Object,object=Main:1
Method Call,caller=Main#main:1,target=Main:1#Main:1
Method Exit,returner=Main:1#Main:1,value=<void>
Variable Write,context=Main#main:1,obj=Main:1
Method Call,caller=Main#main:1,target=Main:1#solve:1
Variable Write,context=Main:1#solve:1,sc=java.util.Scanner (id=48)
Field Write,context=Main:1,niti=2
Field Read,context=Main:1,niti
Variable Write,context=Main:1#solve:1,i=0
Field Write,context=Main:1,furo=100
Field Write,context=Main:1,puru=100
Field Write,context=Main:1,fken=1
Field Write,context=Main:1,pken=1
Field Read,context=Main:1,furo
Field Read,context=Main:1,fken
Field Read,context=Main:1,puru
Field Read,context=Main:1,pken
Field Write,context=Main:1,gokei=200
Field Read,context=Main:1,fken
Field Write,context=Main:1,fken=5
Field Read,context=Main:1,pken
Field Write,context=Main:1,pken=2
Field Read,context=Main:1,furo
Field Read,context=Main:1,fken
Field Read,context=Main:1,puru
Field Read,context=Main:1,pken
Field Write,context=Main:1,wgokei=560
Field Read,context=Main:1,gokei
Field Read,context=Main:1,wgokei
Field Read,context=Main:1,gokei
Field Read,context=Main:1,niti
Variable Write,context=Main:1#solve:1,i=1
Field Write,context=Main:1,furo=1000
Field Write,context=Main:1,puru=500
Field Write,context=Main:1,fken=5
Field Write,context=Main:1,pken=2
Field Read,context=Main:1,furo
Field Read,context=Main:1,fken
Field Read,context=Main:1,puru
Field Read,context=Main:1,pken
Field Write,context=Main:1,gokei=6000
Field Read,context=Main:1,fken
Field Read,context=Main:1,pken
Field Read,context=Main:1,furo
Field Read,context=Main:1,fken
Field Read,context=Main:1,puru
Field Read,context=Main:1,pken
Field Write,context=Main:1,wgokei=4800
Field Read,context=Main:1,gokei
Field Read,context=Main:1,wgokei
Field Read,context=Main:1,wgokei
Field Read,context=Main:1,niti
Method Exit,returner=Main:1#solve:1,value=<void>
Method Exit,returner=Main#main:1,value=<void>
Thread End,
