Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
New Object,object=Main:1
Method Call,caller=Main#main:1,target=Main:1#Main:1
Field Write,context=Main:1,sc=java.util.Scanner (id=364)
Method Exit,returner=Main:1#Main:1,value=<void>
Method Call,caller=Main#main:1,target=Main:1#run:1
Field Read,context=Main:1,sc
Field Read,context=Main:1,sc
Field Write,context=Main:1,n=7
Field Read,context=Main:1,sc
Field Write,context=Main:1,m=5
Field Read,context=Main:1,n
New Object,object=int[]:1
Field Write,context=int[]:1,0=0
Field Write,context=int[]:1,1=0
Field Write,context=int[]:1,2=0
Field Write,context=int[]:1,3=0
Field Write,context=int[]:1,4=0
Field Write,context=int[]:1,5=0
Field Write,context=int[]:1,6=0
Field Write,context=int[]:1,7=0
Field Write,context=Main:1,dis=int[]:1
Field Read,context=Main:1,dis
Variable Write,context=Main:1#run:1,i=2
Field Read,context=Main:1,dis
Field Read,context=Main:1,dis
Field Read,context=Main:1,sc
Field Write,context=int[]:1,2=2
Field Read,context=Main:1,dis
Variable Write,context=Main:1#run:1,i=3
Field Read,context=Main:1,dis
Field Read,context=Main:1,dis
Field Read,context=Main:1,sc
Field Write,context=int[]:1,3=3
Field Read,context=Main:1,dis
Variable Write,context=Main:1#run:1,i=4
Field Read,context=Main:1,dis
Field Read,context=Main:1,dis
Field Read,context=Main:1,sc
Field Write,context=int[]:1,4=4
Field Read,context=Main:1,dis
Variable Write,context=Main:1#run:1,i=5
Field Read,context=Main:1,dis
Field Read,context=Main:1,dis
Field Read,context=Main:1,sc
Field Write,context=int[]:1,5=7
Field Read,context=Main:1,dis
Variable Write,context=Main:1#run:1,i=6
Field Read,context=Main:1,dis
Field Read,context=Main:1,dis
Field Read,context=Main:1,sc
Field Write,context=int[]:1,6=9
Field Read,context=Main:1,dis
Variable Write,context=Main:1#run:1,i=7
Field Read,context=Main:1,dis
Field Read,context=Main:1,dis
Field Read,context=Main:1,sc
Field Write,context=int[]:1,7=10
Field Read,context=Main:1,dis
Field Write,context=Main:1,ans=0
Variable Delete,method=Main:1#run:1 <name=i,type=int (id=7),value=<?>,index=0>
Variable Write,context=Main:1#run:1,here=1
Field Read,context=Main:1,m
Variable Write,context=Main:1#run:1,k=0
Field Read,context=Main:1,sc
Variable Write,context=Main:1#run:1,next=3
Field Read,context=Main:1,ans
Field Read,context=Main:1,dis
Field Read,context=Main:1,dis
Field Write,context=Main:1,ans=3
Field Read,context=Main:1,ans
Field Write,context=Main:1,ans=3
Variable Write,context=Main:1#run:1,here=3
Field Read,context=Main:1,m
Variable Write,context=Main:1#run:1,k=1
Variable Delete,method=Main:1#run:1 <name=next,type=int (id=7),value=<?>,index=3>
Field Read,context=Main:1,sc
Variable Write,context=Main:1#run:1,next=2
Field Read,context=Main:1,ans
Field Read,context=Main:1,dis
Field Read,context=Main:1,dis
Field Write,context=Main:1,ans=4
Field Read,context=Main:1,ans
Field Write,context=Main:1,ans=4
Variable Write,context=Main:1#run:1,here=2
Field Read,context=Main:1,m
Variable Write,context=Main:1#run:1,k=2
Variable Delete,method=Main:1#run:1 <name=next,type=int (id=7),value=<?>,index=3>
Field Read,context=Main:1,sc
Variable Write,context=Main:1#run:1,next=5
Field Read,context=Main:1,ans
Field Read,context=Main:1,dis
Field Read,context=Main:1,dis
Field Write,context=Main:1,ans=9
Field Read,context=Main:1,ans
Field Write,context=Main:1,ans=9
Variable Write,context=Main:1#run:1,here=5
Field Read,context=Main:1,m
Variable Write,context=Main:1#run:1,k=3
Variable Delete,method=Main:1#run:1 <name=next,type=int (id=7),value=<?>,index=3>
Field Read,context=Main:1,sc
Variable Write,context=Main:1#run:1,next=7
Field Read,context=Main:1,ans
Field Read,context=Main:1,dis
Field Read,context=Main:1,dis
Field Write,context=Main:1,ans=12
Field Read,context=Main:1,ans
Field Write,context=Main:1,ans=12
Variable Write,context=Main:1#run:1,here=7
Field Read,context=Main:1,m
Variable Write,context=Main:1#run:1,k=4
Variable Delete,method=Main:1#run:1 <name=next,type=int (id=7),value=<?>,index=3>
Field Read,context=Main:1,sc
Variable Write,context=Main:1#run:1,next=4
Field Read,context=Main:1,ans
Field Read,context=Main:1,dis
Field Read,context=Main:1,dis
Field Write,context=Main:1,ans=18
Field Read,context=Main:1,ans
Field Write,context=Main:1,ans=18
Variable Write,context=Main:1#run:1,here=4
Field Read,context=Main:1,m
Variable Delete,method=Main:1#run:1 <name=next,type=int (id=7),value=<?>,index=3>
Field Read,context=Main:1,ans
Variable Delete,method=Main:1#run:1 <name=k,type=int (id=7),value=<?>,index=2>
Field Read,context=Main:1,sc
