Thread Start,main (1)
Method Call,caller=SYSTEM,target=Main#<clinit>:1
Field Write,context=Main,out=java.io.PrintWriter (id=341)
Method Exit,returner=Main#<clinit>:1,value=<void>
Method Call,caller=SYSTEM,target=Main#main:1
New Object,object=java.lang.String[]:1
Variable Write,context=Main#main:1,args=java.lang.String[]:1
Variable Write,context=Main#main:1,br=java.io.BufferedReader (id=344)
Variable Write,context=Main#main:1,line=
Variable Write,context=Main#main:1,line=3
Variable Write,context=Main#main:1,n=3
Variable Write,context=Main#main:1,m=4
New Object,object=int[]:1
Field Write,context=int[]:1,0=0
Field Write,context=int[]:1,1=0
Field Write,context=int[]:1,2=0
Field Write,context=int[]:1,3=0
Variable Write,context=Main#main:1,t=int[]:1
New Object,object=int[]:2
Field Write,context=int[]:2,0=0
Field Write,context=int[]:2,1=0
Field Write,context=int[]:2,2=0
Variable Write,context=Main#main:1,p=int[]:2
New Object,object=int[][]:1
New Object,object=int[]:3
Field Write,context=int[]:3,0=0
Field Write,context=int[]:3,1=0
Field Write,context=int[]:3,2=0
Field Write,context=int[][]:1,0=int[]:3
New Object,object=int[]:4
Field Write,context=int[]:4,0=0
Field Write,context=int[]:4,1=0
Field Write,context=int[]:4,2=0
Field Write,context=int[][]:1,1=int[]:4
New Object,object=int[]:5
Field Write,context=int[]:5,0=0
Field Write,context=int[]:5,1=0
Field Write,context=int[]:5,2=0
Field Write,context=int[][]:1,2=int[]:5
New Object,object=int[]:6
Field Write,context=int[]:6,0=0
Field Write,context=int[]:6,1=0
Field Write,context=int[]:6,2=0
Field Write,context=int[][]:1,3=int[]:6
Variable Write,context=Main#main:1,sel=int[][]:1
Variable Write,context=Main#main:1,st1=java.util.StringTokenizer (id=355)
Variable Write,context=Main#main:1,t=int[]:1
Variable Write,context=Main#main:1,i=0
Variable Write,context=Main#main:1,st2=java.util.StringTokenizer (id=356)
Variable Write,context=Main#main:1,j=0
Variable Write,context=Main#main:1,sel=int[][]:1
Variable Write,context=Main#main:1,j=1
Variable Write,context=Main#main:1,sel=int[][]:1
Variable Write,context=Main#main:1,j=2
Variable Write,context=Main#main:1,sel=int[][]:1
Variable Write,context=Main#main:1,i=1
Variable Delete,method=Main#main:1 <name=st2,type=java.util.StringTokenizer (unresolved),value=<?>,index=11>
Variable Delete,method=Main#main:1 <name=j,type=int (id=7),value=<?>,index=12>
Variable Write,context=Main#main:1,st2=java.util.StringTokenizer (id=357)
Variable Write,context=Main#main:1,j=0
Variable Write,context=Main#main:1,sel=int[][]:1
Variable Write,context=Main#main:1,j=1
Variable Write,context=Main#main:1,sel=int[][]:1
Variable Write,context=Main#main:1,j=2
Variable Write,context=Main#main:1,sel=int[][]:1
Variable Write,context=Main#main:1,i=2
Variable Delete,method=Main#main:1 <name=st2,type=java.util.StringTokenizer (unresolved),value=<?>,index=11>
Variable Delete,method=Main#main:1 <name=j,type=int (id=7),value=<?>,index=12>
Variable Write,context=Main#main:1,st2=java.util.StringTokenizer (id=358)
Variable Write,context=Main#main:1,j=0
Variable Write,context=Main#main:1,sel=int[][]:1
Variable Write,context=Main#main:1,j=1
Variable Write,context=Main#main:1,sel=int[][]:1
Variable Write,context=Main#main:1,j=2
Variable Write,context=Main#main:1,sel=int[][]:1
Variable Write,context=Main#main:1,i=3
Variable Delete,method=Main#main:1 <name=st2,type=java.util.StringTokenizer (unresolved),value=<?>,index=11>
Variable Delete,method=Main#main:1 <name=j,type=int (id=7),value=<?>,index=12>
Variable Write,context=Main#main:1,st2=java.util.StringTokenizer (id=359)
Variable Write,context=Main#main:1,j=0
Variable Write,context=Main#main:1,sel=int[][]:1
Variable Write,context=Main#main:1,j=1
Variable Write,context=Main#main:1,sel=int[][]:1
Variable Write,context=Main#main:1,j=2
Variable Write,context=Main#main:1,sel=int[][]:1
Variable Delete,method=Main#main:1 <name=st2,type=java.util.StringTokenizer (unresolved),value=<?>,index=11>
Variable Delete,method=Main#main:1 <name=j,type=int (id=7),value=<?>,index=12>
Variable Delete,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=10>
Variable Write,context=Main#main:1,i=0
Variable Write,context=Main#main:1,cnt=3
Variable Write,context=Main#main:1,j=0
Field Write,context=int[]:2,0=1
Variable Write,context=Main#main:1,p=int[]:2
Variable Write,context=Main#main:1,cnt=2
Variable Write,context=Main#main:1,j=1
Field Write,context=int[]:2,1=1
Variable Write,context=Main#main:1,p=int[]:2
Variable Write,context=Main#main:1,cnt=1
Variable Write,context=Main#main:1,j=2
Field Write,context=int[]:2,0=2
Variable Write,context=Main#main:1,p=int[]:2
Variable Delete,method=Main#main:1 <name=j,type=int (id=7),value=<?>,index=15>
Variable Write,context=Main#main:1,i=1
Variable Delete,method=Main#main:1 <name=cnt,type=int (id=7),value=<?>,index=14>
Variable Write,context=Main#main:1,cnt=3
Variable Write,context=Main#main:1,j=0
Variable Write,context=Main#main:1,j=1
Field Write,context=int[]:2,1=2
Variable Write,context=Main#main:1,p=int[]:2
Variable Write,context=Main#main:1,cnt=2
Variable Write,context=Main#main:1,j=2
Field Write,context=int[]:2,2=1
Variable Write,context=Main#main:1,p=int[]:2
Variable Write,context=Main#main:1,cnt=1
Field Write,context=int[]:2,1=3
Variable Write,context=Main#main:1,p=int[]:2
Variable Delete,method=Main#main:1 <name=j,type=int (id=7),value=<?>,index=15>
Variable Write,context=Main#main:1,i=2
Variable Delete,method=Main#main:1 <name=cnt,type=int (id=7),value=<?>,index=14>
Variable Write,context=Main#main:1,cnt=3
Variable Write,context=Main#main:1,j=0
Variable Write,context=Main#main:1,j=1
Variable Write,context=Main#main:1,j=2
Field Write,context=int[]:2,2=2
Variable Write,context=Main#main:1,p=int[]:2
Variable Write,context=Main#main:1,cnt=2
Field Write,context=int[]:2,2=4
Variable Write,context=Main#main:1,p=int[]:2
Variable Delete,method=Main#main:1 <name=j,type=int (id=7),value=<?>,index=15>
Variable Write,context=Main#main:1,i=3
Variable Delete,method=Main#main:1 <name=cnt,type=int (id=7),value=<?>,index=14>
Variable Write,context=Main#main:1,cnt=3
Variable Write,context=Main#main:1,j=0
Field Write,context=int[]:2,0=3
Variable Write,context=Main#main:1,p=int[]:2
Variable Write,context=Main#main:1,cnt=2
Variable Write,context=Main#main:1,j=1
Field Write,context=int[]:2,1=4
Variable Write,context=Main#main:1,p=int[]:2
Variable Write,context=Main#main:1,cnt=1
Variable Write,context=Main#main:1,j=2
Field Write,context=int[]:2,2=5
Variable Write,context=Main#main:1,p=int[]:2
Variable Write,context=Main#main:1,cnt=0
Variable Write,context=Main#main:1,p=int[]:2
Variable Delete,method=Main#main:1 <name=j,type=int (id=7),value=<?>,index=15>
Variable Delete,method=Main#main:1 <name=cnt,type=int (id=7),value=<?>,index=14>
Field Read,context=Main,out
Field Read,context=Main,out
Field Read,context=Main,out
Variable Delete,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=13>
Field Read,context=Main,out
