TS,main (1)
MC,caller=SYSTEM,target=Main#main:1
NO,object=java.lang.String[]:1
VW,context=Main#main:1,args=java.lang.String[]:1
NO,object=Main:1
MC,caller=Main#main:1,target=Main:1#Main:1
FW,context=Main:1,sc=java.util.Scanner (id=364)
ME,returner=Main:1#Main:1,value=<void>
MC,caller=Main#main:1,target=Main:1#run:1
FW,context=Main:1,p=boolean[1000000] (id=365)
MC,caller=Main:1#run:1,target=Main:1#setP:1
FR,context=Main:1,p
FR,context=Main:1,p
FR,context=Main:1,p
FR,context=Main:1,p
VW,context=Main:1#setP:1,i=2
FR,context=Main:1,p
FR,context=Main:1,p
VW,context=Main:1#setP:1,k=4
FR,context=Main:1,p
FR,context=Main:1,p
VW,context=Main:1#setP:1,k=6
FR,context=Main:1,p
FR,context=Main:1,p
VW,context=Main:1#setP:1,k=8
FR,context=Main:1,p
FR,context=Main:1,p
VW,context=Main:1#setP:1,k=10
FR,context=Main:1,p
FR,context=Main:1,p
VW,context=Main:1#setP:1,k=12
FR,context=Main:1,p
FR,context=Main:1,p
VW,context=Main:1#setP:1,k=14
FR,context=Main:1,p
FR,context=Main:1,p
VW,context=Main:1#setP:1,k=16
FR,context=Main:1,p
FR,context=Main:1,p
VW,context=Main:1#setP:1,k=18
FR,context=Main:1,p
FR,context=Main:1,p
VW,context=Main:1#setP:1,k=20
FR,context=Main:1,p
FR,context=Main:1,p
VW,context=Main:1#setP:1,k=22
FR,context=Main:1,p
FR,context=Main:1,p
VW,context=Main:1#setP:1,k=24
FR,context=Main:1,p
FR,context=Main:1,p
VW,context=Main:1#setP:1,k=26
FR,context=Main:1,p
FR,context=Main:1,p
VW,context=Main:1#setP:1,k=28
FR,context=Main:1,p
FR,context=Main:1,p
VW,context=Main:1#setP:1,k=30
FR,context=Main:1,p
FR,context=Main:1,p
VW,context=Main:1#setP:1,k=32
FR,context=Main:1,p
FR,context=Main:1,p
VW,context=Main:1#setP:1,k=34
FR,context=Main:1,p
FR,context=Main:1,p
VW,context=Main:1#setP:1,k=36
FR,context=Main:1,p
FR,context=Main:1,p
VW,context=Main:1#setP:1,k=38
FR,context=Main:1,p
FR,context=Main:1,p
VW,context=Main:1#setP:1,k=40
FR,context=Main:1,p
FR,context=Main:1,p
VW,context=Main:1#setP:1,k=42
FR,context=Main:1,p
FR,context=Main:1,p
VW,context=Main:1#setP:1,k=44
FR,context=Main:1,p
FR,context=Main:1,p
VW,context=Main:1#setP:1,k=46
FR,context=Main:1,p
FR,context=Main:1,p
VW,context=Main:1#setP:1,k=48
FR,context=Main:1,p
FR,context=Main:1,p
VW,context=Main:1#setP:1,k=50
FR,context=Main:1,p
FR,context=Main:1,p
VW,context=Main:1#setP:1,k=52
FR,context=Main:1,p
FR,context=Main:1,p
VW,context=Main:1#setP:1,k=54
FR,context=Main:1,p
FR,context=Main:1,p
VW,context=Main:1#setP:1,k=56
FR,context=Main:1,p
FR,context=Main:1,p
VW,context=Main:1#setP:1,k=58
FR,context=Main:1,p
FR,context=Main:1,p
VW,context=Main:1#setP:1,k=60
FR,context=Main:1,p
FR,context=Main:1,p
VW,context=Main:1#setP:1,k=62
FR,context=Main:1,p
FR,context=Main:1,p
VW,context=Main:1#setP:1,k=64
FR,context=Main:1,p
FR,context=Main:1,p
VW,context=Main:1#setP:1,k=66
FR,context=Main:1,p
FR,context=Main:1,p
VW,context=Main:1#setP:1,k=68
FR,context=Main:1,p
FR,context=Main:1,p
VW,context=Main:1#setP:1,k=70
FR,context=Main:1,p
FR,context=Main:1,p
VW,context=Main:1#setP:1,k=72
FR,context=Main:1,p
FR,context=Main:1,p
VW,context=Main:1#setP:1,k=74
FR,context=Main:1,p
FR,context=Main:1,p
VW,context=Main:1#setP:1,k=76
FR,context=Main:1,p
FR,context=Main:1,p
VW,context=Main:1#setP:1,k=78
FR,context=Main:1,p
FR,context=Main:1,p
VW,context=Main:1#setP:1,k=80
FR,context=Main:1,p
FR,context=Main:1,p
VW,context=Main:1#setP:1,k=82
FR,context=Main:1,p
FR,context=Main:1,p
VW,context=Main:1#setP:1,k=84
FR,context=Main:1,p
FR,context=Main:1,p
VW,context=Main:1#setP:1,k=86
FR,context=Main:1,p
FR,context=Main:1,p
VW,context=Main:1#setP:1,k=88
FR,context=Main:1,p
FR,context=Main:1,p
VW,context=Main:1#setP:1,k=90
FR,context=Main:1,p
FR,context=Main:1,p
VW,context=Main:1#setP:1,k=92
FR,context=Main:1,p
FR,context=Main:1,p
VW,context=Main:1#setP:1,k=94
FR,context=Main:1,p
FR,context=Main:1,p
VW,context=Main:1#setP:1,k=96
FR,context=Main:1,p
FR,context=Main:1,p
VW,context=Main:1#setP:1,k=98
FR,context=Main:1,p
FR,context=Main:1,p
VW,context=Main:1#setP:1,k=100
FR,context=Main:1,p
FR,context=Main:1,p
VW,context=Main:1#setP:1,k=102
FR,context=Main:1,p
FR,context=Main:1,p
VW,context=Main:1#setP:1,k=104
FR,context=Main:1,p
FR,context=Main:1,p
VW,context=Main:1#setP:1,k=106
FR,context=Main:1,p
FR,context=Main:1,p
VW,context=Main:1#setP:1,k=108
FR,context=Main:1,p
FR,context=Main:1,p
VW,context=Main:1#setP:1,k=110
FR,context=Main:1,p
FR,context=Main:1,p
VW,context=Main:1#setP:1,k=112
FR,context=Main:1,p
FR,context=Main:1,p
VW,context=Main:1#setP:1,k=114
FR,context=Main:1,p
FR,context=Main:1,p
VW,context=Main:1#setP:1,k=116
FR,context=Main:1,p
FR,context=Main:1,p
VW,context=Main:1#setP:1,k=118
FR,context=Main:1,p
FR,context=Main:1,p
VW,context=Main:1#setP:1,k=120
FR,context=Main:1,p
FR,context=Main:1,p
VW,context=Main:1#setP:1,k=122
FR,context=Main:1,p
FR,context=Main:1,p
