TS,main (1)
MC,caller=SYSTEM,target=Main#main:1
NO,object=java.lang.String[]:1
VW,context=Main#main:1,args=java.lang.String[]:1
NO,object=Main:1
MC,caller=Main#main:1,target=Main:1#Main:1
FW,context=Main:1,sc=java.util.Scanner (id=364)
ME,returner=Main:1#Main:1,value=<void>
MC,caller=Main#main:1,target=Main:1#run:1
FR,context=Main:1,sc
FR,context=Main:1,sc
VW,context=Main:1#run:1,w=7
FR,context=Main:1,sc
VW,context=Main:1#run:1,h=4
FR,context=Main:1,sc
MC,caller=Main:1#run:1,target=Main:1#calc:1
VW,context=Main:1#calc:1,h=4
VW,context=Main:1#calc:1,w=7
NO,object=java.lang.String[][]:1
NO,object=java.lang.String[]:2
FW,context=java.lang.String[]:2,0=null
FW,context=java.lang.String[]:2,1=null
FW,context=java.lang.String[]:2,2=null
FW,context=java.lang.String[]:2,3=null
FW,context=java.lang.String[]:2,4=null
FW,context=java.lang.String[]:2,5=null
FW,context=java.lang.String[]:2,6=null
FW,context=java.lang.String[][]:1,0=java.lang.String[]:2
NO,object=java.lang.String[]:3
FW,context=java.lang.String[]:3,0=null
FW,context=java.lang.String[]:3,1=null
FW,context=java.lang.String[]:3,2=null
FW,context=java.lang.String[]:3,3=null
FW,context=java.lang.String[]:3,4=null
FW,context=java.lang.String[]:3,5=null
FW,context=java.lang.String[]:3,6=null
FW,context=java.lang.String[][]:1,1=java.lang.String[]:3
NO,object=java.lang.String[]:4
FW,context=java.lang.String[]:4,0=null
FW,context=java.lang.String[]:4,1=null
FW,context=java.lang.String[]:4,2=null
FW,context=java.lang.String[]:4,3=null
FW,context=java.lang.String[]:4,4=null
FW,context=java.lang.String[]:4,5=null
FW,context=java.lang.String[]:4,6=null
FW,context=java.lang.String[][]:1,2=java.lang.String[]:4
NO,object=java.lang.String[]:5
FW,context=java.lang.String[]:5,0=null
FW,context=java.lang.String[]:5,1=null
FW,context=java.lang.String[]:5,2=null
FW,context=java.lang.String[]:5,3=null
FW,context=java.lang.String[]:5,4=null
FW,context=java.lang.String[]:5,5=null
FW,context=java.lang.String[]:5,6=null
FW,context=java.lang.String[][]:1,3=java.lang.String[]:5
VW,context=Main:1#calc:1,matrix=java.lang.String[][]:1
VW,context=Main:1#calc:1,i=0
FR,context=Main:1,sc
VW,context=Main:1#calc:1,line=9R2A993
VW,context=Main:1#calc:1,j=0
VW,context=Main:1#calc:1,c=9
VW,context=Main:1#calc:1,matrix=java.lang.String[][]:1
VW,context=Main:1#calc:1,j=1
VD,method=Main:1#calc:1 <name=c,type=java.lang.String (id=25),value=<?>,index=6>
VW,context=Main:1#calc:1,c=R
VW,context=Main:1#calc:1,matrix=java.lang.String[][]:1
VW,context=Main:1#calc:1,j=2
VD,method=Main:1#calc:1 <name=c,type=java.lang.String (id=25),value=<?>,index=6>
VW,context=Main:1#calc:1,c=2
VW,context=Main:1#calc:1,matrix=java.lang.String[][]:1
VW,context=Main:1#calc:1,j=3
VD,method=Main:1#calc:1 <name=c,type=java.lang.String (id=25),value=<?>,index=6>
VW,context=Main:1#calc:1,c=A
VW,context=Main:1#calc:1,matrix=java.lang.String[][]:1
VW,context=Main:1#calc:1,j=4
VD,method=Main:1#calc:1 <name=c,type=java.lang.String (id=25),value=<?>,index=6>
VW,context=Main:1#calc:1,c=9
VW,context=Main:1#calc:1,matrix=java.lang.String[][]:1
VW,context=Main:1#calc:1,j=5
VD,method=Main:1#calc:1 <name=c,type=java.lang.String (id=25),value=<?>,index=6>
VW,context=Main:1#calc:1,c=9
VW,context=Main:1#calc:1,matrix=java.lang.String[][]:1
VW,context=Main:1#calc:1,j=6
VD,method=Main:1#calc:1 <name=c,type=java.lang.String (id=25),value=<?>,index=6>
VW,context=Main:1#calc:1,c=3
VW,context=Main:1#calc:1,matrix=java.lang.String[][]:1
VD,method=Main:1#calc:1 <name=c,type=java.lang.String (id=25),value=<?>,index=6>
VW,context=Main:1#calc:1,i=1
VD,method=Main:1#calc:1 <name=line,type=java.lang.String (id=25),value=<?>,index=4>
VD,method=Main:1#calc:1 <name=j,type=int (id=7),value=<?>,index=5>
FR,context=Main:1,sc
VW,context=Main:1#calc:1,line=0E314A0
VW,context=Main:1#calc:1,j=0
VW,context=Main:1#calc:1,c=0
VW,context=Main:1#calc:1,matrix=java.lang.String[][]:1
VW,context=Main:1#calc:1,j=1
VD,method=Main:1#calc:1 <name=c,type=java.lang.String (id=25),value=<?>,index=6>
VW,context=Main:1#calc:1,c=E
VW,context=Main:1#calc:1,matrix=java.lang.String[][]:1
VW,context=Main:1#calc:1,j=2
VD,method=Main:1#calc:1 <name=c,type=java.lang.String (id=25),value=<?>,index=6>
VW,context=Main:1#calc:1,c=3
VW,context=Main:1#calc:1,matrix=java.lang.String[][]:1
VW,context=Main:1#calc:1,j=3
VD,method=Main:1#calc:1 <name=c,type=java.lang.String (id=25),value=<?>,index=6>
VW,context=Main:1#calc:1,c=1
VW,context=Main:1#calc:1,matrix=java.lang.String[][]:1
VW,context=Main:1#calc:1,j=4
VD,method=Main:1#calc:1 <name=c,type=java.lang.String (id=25),value=<?>,index=6>
VW,context=Main:1#calc:1,c=4
VW,context=Main:1#calc:1,matrix=java.lang.String[][]:1
VW,context=Main:1#calc:1,j=5
VD,method=Main:1#calc:1 <name=c,type=java.lang.String (id=25),value=<?>,index=6>
VW,context=Main:1#calc:1,c=A
VW,context=Main:1#calc:1,matrix=java.lang.String[][]:1
VW,context=Main:1#calc:1,j=6
VD,method=Main:1#calc:1 <name=c,type=java.lang.String (id=25),value=<?>,index=6>
VW,context=Main:1#calc:1,c=0
VW,context=Main:1#calc:1,matrix=java.lang.String[][]:1
VD,method=Main:1#calc:1 <name=c,type=java.lang.String (id=25),value=<?>,index=6>
