TS,main (1)
MC,caller=SYSTEM,target=Main#main:1
NO,object=java.lang.String[]:1
VW,context=Main#main:1,args=java.lang.String[]:1
NO,object=Main:1
MC,caller=Main#main:1,target=Main:1#Main:1
ME,returner=Main:1#Main:1,value=<void>
MC,caller=Main#main:1,target=Main:1#solve:1
VW,context=Main:1#solve:1,sc=java.util.Scanner (id=48)
FW,context=Main:1,n=2
FW,context=Main:1,m=1
FR,context=Main:1,n
FR,context=Main:1,n
FR,context=Main:1,n
NO,object=int[][]:1
NO,object=int[]:1
FW,context=int[]:1,0=0
FW,context=int[]:1,1=0
FW,context=int[][]:1,0=int[]:1
NO,object=int[]:2
FW,context=int[]:2,0=0
FW,context=int[]:2,1=0
FW,context=int[][]:1,1=int[]:2
FW,context=Main:1,c=int[][]:1
FR,context=Main:1,m
VW,context=Main:1#solve:1,i=0
VW,context=Main:1#solve:1,a=0
VW,context=Main:1#solve:1,b=1
VW,context=Main:1#solve:1,cc=5
FR,context=Main:1,c
FR,context=Main:1,c
FR,context=Main:1,m
VD,method=Main:1#solve:1 <name=a,type=int (id=7),value=<?>,index=2>
VD,method=Main:1#solve:1 <name=b,type=int (id=7),value=<?>,index=3>
VD,method=Main:1#solve:1 <name=cc,type=int (id=7),value=<?>,index=4>
MC,caller=Main:1#solve:1,target=Main:1#getMin:1
FR,context=Main:1,n
NO,object=Main$1:1
MC,caller=Main:1#getMin:1,target=Main$1:1#<init>:1
ME,returner=Main$1:1#<init>:1,value=<void>
VW,context=Main:1#getMin:1,q=java.util.PriorityQueue (id=59)
VW,context=Main:1#getMin:1,v=int[][101] (id=62)
NO,object=int[]:3
FW,context=int[]:3,0=0
FW,context=int[]:3,1=0
FW,context=int[]:3,2=0
VW,context=Main:1#getMin:1,qq=int[]:3
VW,context=Main:1#getMin:1,pos=0
VW,context=Main:1#getMin:1,cost=0
VW,context=Main:1#getMin:1,ticket=0
FR,context=Main:1,n
VW,context=Main:1#getMin:1,v=int[][101] (id=62)
FR,context=Main:1,n
VW,context=Main:1#getMin:1,i=0
FR,context=Main:1,c
FR,context=Main:1,n
VW,context=Main:1#getMin:1,i=1
FR,context=Main:1,c
FR,context=Main:1,c
MC,caller=Main:1#getMin:1,target=Ljava/util/PriorityQueue;.add(Ljava/lang/Object;)
MC,caller=Ljava/util/PriorityQueue;.add(Ljava/lang/Object;),target=Ljava/util/PriorityQueue;.add(Ljava/lang/Object;)
MC,caller=Ljava/util/PriorityQueue;.add(Ljava/lang/Object;),target=Ljava/util/PriorityQueue;.offer(Ljava/lang/Object;)
MC,caller=Ljava/util/PriorityQueue;.offer(Ljava/lang/Object;),target=Ljava/util/PriorityQueue;.siftUp(ILjava/lang/Object;)
MC,caller=Ljava/util/PriorityQueue;.siftUp(ILjava/lang/Object;),target=Ljava/util/PriorityQueue;.siftUpUsingComparator(ILjava/lang/Object;)
ME,returner=Ljava/util/PriorityQueue;.siftUpUsingComparator(ILjava/lang/Object;),value=<void>
ME,returner=Ljava/util/PriorityQueue;.siftUp(ILjava/lang/Object;),value=<void>
ME,returner=Ljava/util/PriorityQueue;.offer(Ljava/lang/Object;),value=<void>
ME,returner=Ljava/util/PriorityQueue;.add(Ljava/lang/Object;),value=<void>
MC,caller=Ljava/util/PriorityQueue;.add(Ljava/lang/Object;),target=Ljava/util/PriorityQueue;.siftUp(ILjava/lang/Object;)
MC,caller=Ljava/util/PriorityQueue;.siftUp(ILjava/lang/Object;),target=Ljava/util/PriorityQueue;.siftUp(ILjava/lang/Object;)
MC,caller=Ljava/util/PriorityQueue;.siftUp(ILjava/lang/Object;),target=Ljava/util/PriorityQueue;.siftUpUsingComparator(ILjava/lang/Object;)
MC,caller=Ljava/util/PriorityQueue;.siftUpUsingComparator(ILjava/lang/Object;),target=LMain$1;.compare(Ljava/lang/Object;Ljava/lang/Object;) <BRIDGE>
MC,caller=LMain$1;.compare(Ljava/lang/Object;Ljava/lang/Object;) <BRIDGE>,target=Main$1:1#compare:1
NO,object=int[]:4
FW,context=int[]:4,0=1
FW,context=int[]:4,1=0
FW,context=int[]:4,2=1
VW,context=Main$1:1#compare:1,b=int[]:4
NO,object=int[]:5
FW,context=int[]:5,0=1
FW,context=int[]:5,1=5
FW,context=int[]:5,2=0
VW,context=Main$1:1#compare:1,a=int[]:5
VW,context=Main$1:1#compare:1,result=5
ME,returner=Main$1:1#compare:1,value=5
ME,returner=LMain$1;.compare(Ljava/lang/Object;Ljava/lang/Object;) <BRIDGE>,value=<void>
ME,returner=Ljava/util/PriorityQueue;.siftUpUsingComparator(ILjava/lang/Object;),value=<void>
ME,returner=Ljava/util/PriorityQueue;.siftUp(ILjava/lang/Object;),value=<void>
ME,returner=Ljava/util/PriorityQueue;.siftUp(ILjava/lang/Object;),value=<void>
ME,returner=Ljava/util/PriorityQueue;.add(Ljava/lang/Object;),value=<void>
FR,context=Main:1,n
VD,method=Main:1#getMin:1 <name=qq,type=int[] (id=77),value=int[]:5,index=3>
VD,method=Main:1#getMin:1 <name=pos,type=int (id=7),value=1,index=4>
VD,method=Main:1#getMin:1 <name=cost,type=int (id=7),value=5,index=5>
VD,method=Main:1#getMin:1 <name=ticket,type=int (id=7),value=0,index=6>
VD,method=Main:1#getMin:1 <name=i,type=int (id=7),value=<?>,index=7>
VW,context=Main:1#getMin:1,qq=int[]:4
VW,context=Main:1#getMin:1,pos=1
VW,context=Main:1#getMin:1,cost=0
VW,context=Main:1#getMin:1,ticket=1
FR,context=Main:1,n
VW,context=Main:1#getMin:1,v=int[][101] (id=62)
FR,context=Main:1,n
VW,context=Main:1#getMin:1,i=0
FR,context=Main:1,c
MC,caller=Main:1#getMin:1,target=Ljava/util/PriorityQueue;.add(Ljava/lang/Object;)
