TS,main (1)
MC,caller=SYSTEM,target=Main#main:1
NO,object=java.lang.String[]:1
VW,context=Main#main:1,args=java.lang.String[]:1
NO,object=Main:1
MC,caller=Main#main:1,target=Main:1#Main:1
ME,returner=Main:1#Main:1,value=<void>
VW,context=Main#main:1,obj=Main:1
MC,caller=Main#main:1,target=Main:1#doIt:1
VW,context=Main:1#doIt:1,MOD=100000
VW,context=Main:1#doIt:1,sc=java.util.Scanner (id=364)
VW,context=Main:1#doIt:1,x=3
VW,context=Main:1#doIt:1,y=4
NO,object=int[][][]:1
NO,object=int[][]:1
NO,object=int[]:1
FW,context=int[]:1,0=0
FW,context=int[]:1,1=0
FW,context=int[]:1,2=0
FW,context=int[]:1,3=0
FW,context=int[][]:1,0=int[]:1
NO,object=int[]:2
FW,context=int[]:2,0=0
FW,context=int[]:2,1=0
FW,context=int[]:2,2=0
FW,context=int[]:2,3=0
FW,context=int[][]:1,1=int[]:2
NO,object=int[]:3
FW,context=int[]:3,0=0
FW,context=int[]:3,1=0
FW,context=int[]:3,2=0
FW,context=int[]:3,3=0
FW,context=int[][]:1,2=int[]:3
NO,object=int[]:4
FW,context=int[]:4,0=0
FW,context=int[]:4,1=0
FW,context=int[]:4,2=0
FW,context=int[]:4,3=0
FW,context=int[][]:1,3=int[]:4
FW,context=int[][][]:1,0=int[][]:1
NO,object=int[][]:2
NO,object=int[]:5
FW,context=int[]:5,0=0
FW,context=int[]:5,1=0
FW,context=int[]:5,2=0
FW,context=int[]:5,3=0
FW,context=int[][]:2,0=int[]:5
NO,object=int[]:6
FW,context=int[]:6,0=0
FW,context=int[]:6,1=0
FW,context=int[]:6,2=0
FW,context=int[]:6,3=0
FW,context=int[][]:2,1=int[]:6
NO,object=int[]:7
FW,context=int[]:7,0=0
FW,context=int[]:7,1=0
FW,context=int[]:7,2=0
FW,context=int[]:7,3=0
FW,context=int[][]:2,2=int[]:7
NO,object=int[]:8
FW,context=int[]:8,0=0
FW,context=int[]:8,1=0
FW,context=int[]:8,2=0
FW,context=int[]:8,3=0
FW,context=int[][]:2,3=int[]:8
FW,context=int[][][]:1,1=int[][]:2
NO,object=int[][]:3
NO,object=int[]:9
FW,context=int[]:9,0=0
FW,context=int[]:9,1=0
FW,context=int[]:9,2=0
FW,context=int[]:9,3=0
FW,context=int[][]:3,0=int[]:9
NO,object=int[]:10
FW,context=int[]:10,0=0
FW,context=int[]:10,1=0
FW,context=int[]:10,2=0
FW,context=int[]:10,3=0
FW,context=int[][]:3,1=int[]:10
NO,object=int[]:11
FW,context=int[]:11,0=0
FW,context=int[]:11,1=0
FW,context=int[]:11,2=0
FW,context=int[]:11,3=0
FW,context=int[][]:3,2=int[]:11
NO,object=int[]:12
FW,context=int[]:12,0=0
FW,context=int[]:12,1=0
FW,context=int[]:12,2=0
FW,context=int[]:12,3=0
FW,context=int[][]:3,3=int[]:12
FW,context=int[][][]:1,2=int[][]:3
NO,object=int[][]:4
NO,object=int[]:13
FW,context=int[]:13,0=0
FW,context=int[]:13,1=0
FW,context=int[]:13,2=0
FW,context=int[]:13,3=0
FW,context=int[][]:4,0=int[]:13
NO,object=int[]:14
FW,context=int[]:14,0=0
FW,context=int[]:14,1=0
FW,context=int[]:14,2=0
FW,context=int[]:14,3=0
FW,context=int[][]:4,1=int[]:14
NO,object=int[]:15
FW,context=int[]:15,0=0
FW,context=int[]:15,1=0
FW,context=int[]:15,2=0
FW,context=int[]:15,3=0
FW,context=int[][]:4,2=int[]:15
NO,object=int[]:16
FW,context=int[]:16,0=0
FW,context=int[]:16,1=0
FW,context=int[]:16,2=0
FW,context=int[]:16,3=0
FW,context=int[][]:4,3=int[]:16
FW,context=int[][][]:1,3=int[][]:4
NO,object=int[][]:5
NO,object=int[]:17
FW,context=int[]:17,0=0
FW,context=int[]:17,1=0
FW,context=int[]:17,2=0
FW,context=int[]:17,3=0
FW,context=int[][]:5,0=int[]:17
NO,object=int[]:18
FW,context=int[]:18,0=0
FW,context=int[]:18,1=0
FW,context=int[]:18,2=0
FW,context=int[]:18,3=0
FW,context=int[][]:5,1=int[]:18
NO,object=int[]:19
FW,context=int[]:19,0=0
FW,context=int[]:19,1=0
FW,context=int[]:19,2=0
FW,context=int[]:19,3=0
FW,context=int[][]:5,2=int[]:19
NO,object=int[]:20
FW,context=int[]:20,0=0
FW,context=int[]:20,1=0
FW,context=int[]:20,2=0
FW,context=int[]:20,3=0
FW,context=int[][]:5,3=int[]:20
FW,context=int[][][]:1,4=int[][]:5
VW,context=Main:1#doIt:1,list=int[][][]:1
VW,context=Main:1#doIt:1,list=int[][][]:1
VW,context=Main:1#doIt:1,list=int[][][]:1
VW,context=Main:1#doIt:1,list=int[][][]:1
VW,context=Main:1#doIt:1,list=int[][][]:1
VW,context=Main:1#doIt:1,i=1
VW,context=Main:1#doIt:1,j=1
VW,context=Main:1#doIt:1,j=2
VW,context=Main:1#doIt:1,list=int[][][]:1
VW,context=Main:1#doIt:1,list=int[][][]:1
VW,context=Main:1#doIt:1,list=int[][][]:1
VW,context=Main:1#doIt:1,list=int[][][]:1
VW,context=Main:1#doIt:1,j=3
VW,context=Main:1#doIt:1,list=int[][][]:1
VW,context=Main:1#doIt:1,list=int[][][]:1
VW,context=Main:1#doIt:1,list=int[][][]:1
VW,context=Main:1#doIt:1,list=int[][][]:1
VW,context=Main:1#doIt:1,i=2
VD,method=Main:1#doIt:1 <name=j,type=int (id=7),value=<?>,index=6>
VW,context=Main:1#doIt:1,j=1
VW,context=Main:1#doIt:1,list=int[][][]:1
VW,context=Main:1#doIt:1,list=int[][][]:1
VW,context=Main:1#doIt:1,list=int[][][]:1
VW,context=Main:1#doIt:1,list=int[][][]:1
VW,context=Main:1#doIt:1,j=2
