TS,main (1)
MC,caller=SYSTEM,target=Main#main:1
NO,object=java.lang.String[]:1
VW,context=Main#main:1,args=java.lang.String[]:1
NO,object=Main:1
MC,caller=Main#main:1,target=Main:1#Main:1
ME,returner=Main:1#Main:1,value=<void>
VW,context=Main#main:1,obj=Main:1
MC,caller=Main#main:1,target=Main:1#soleve:1
VW,context=Main:1#soleve:1,sc=java.util.Scanner (id=48)
VW,context=Main:1#soleve:1,i=1
FW,context=Main:1,high=30
FW,context=Main:1,low=19
FR,context=Main:1,high
FR,context=Main:1,low
FW,context=Main:1,sa=11
FR,context=Main:1,sa
VW,context=Main:1#soleve:1,i=2
FW,context=Main:1,high=39
FW,context=Main:1,low=20
FR,context=Main:1,high
FR,context=Main:1,low
FW,context=Main:1,sa=19
FR,context=Main:1,sa
VW,context=Main:1#soleve:1,i=3
FW,context=Main:1,high=19
FW,context=Main:1,low=18
FR,context=Main:1,high
FR,context=Main:1,low
FW,context=Main:1,sa=1
FR,context=Main:1,sa
VW,context=Main:1#soleve:1,i=4
FW,context=Main:1,high=25
FW,context=Main:1,low=20
FR,context=Main:1,high
FR,context=Main:1,low
FW,context=Main:1,sa=5
FR,context=Main:1,sa
VW,context=Main:1#soleve:1,i=5
FW,context=Main:1,high=22
FW,context=Main:1,low=21
FR,context=Main:1,high
FR,context=Main:1,low
FW,context=Main:1,sa=1
FR,context=Main:1,sa
VW,context=Main:1#soleve:1,i=6
FW,context=Main:1,high=23
FW,context=Main:1,low=10
FR,context=Main:1,high
FR,context=Main:1,low
FW,context=Main:1,sa=13
FR,context=Main:1,sa
VW,context=Main:1#soleve:1,i=7
FW,context=Main:1,high=10
FW,context=Main:1,low=-10
FR,context=Main:1,high
FR,context=Main:1,low
FW,context=Main:1,sa=20
FR,context=Main:1,sa
ME,returner=Main:1#soleve:1,value=<void>
ME,returner=Main#main:1,value=<void>
TE,
