TS,main (1)
MC,caller=SYSTEM,target=Main#main:1
NO,object=java.lang.String[]:1
VW,context=Main#main:1,args=java.lang.String[]:1
VW,context=Main#main:1,sca=java.util.Scanner (id=363)
VW,context=Main#main:1,n=3
FW,context=Main,delta=java.util.ArrayList (id=364)
VW,context=Main#main:1,dx=1
VW,context=Main#main:1,dy=0
FR,context=Main,delta
VD,method=Main#main:1 <name=dx,type=int (id=7),value=<?>,index=3>
VD,method=Main#main:1 <name=dy,type=int (id=7),value=<?>,index=4>
VW,context=Main#main:1,dx=0
VW,context=Main#main:1,dy=1
FR,context=Main,delta
VD,method=Main#main:1 <name=dx,type=int (id=7),value=<?>,index=3>
VD,method=Main#main:1 <name=dy,type=int (id=7),value=<?>,index=4>
VW,context=Main#main:1,dx=-1
VW,context=Main#main:1,dy=0
FR,context=Main,delta
VD,method=Main#main:1 <name=dx,type=int (id=7),value=<?>,index=3>
VD,method=Main#main:1 <name=dy,type=int (id=7),value=<?>,index=4>
VW,context=Main#main:1,dx=1
VW,context=Main#main:1,dy=0
FR,context=Main,delta
VD,method=Main#main:1 <name=dx,type=int (id=7),value=<?>,index=3>
VD,method=Main#main:1 <name=dy,type=int (id=7),value=<?>,index=4>
VW,context=Main#main:1,dx=0
VW,context=Main#main:1,dy=5
FR,context=Main,delta
VD,method=Main#main:1 <name=dx,type=int (id=7),value=<?>,index=3>
VD,method=Main#main:1 <name=dy,type=int (id=7),value=<?>,index=4>
VW,context=Main#main:1,dx=-1
VW,context=Main#main:1,dy=0
FR,context=Main,delta
VD,method=Main#main:1 <name=dx,type=int (id=7),value=<?>,index=3>
VD,method=Main#main:1 <name=dy,type=int (id=7),value=<?>,index=4>
VW,context=Main#main:1,dx=0
VW,context=Main#main:1,dy=-1
FR,context=Main,delta
VD,method=Main#main:1 <name=dx,type=int (id=7),value=<?>,index=3>
VD,method=Main#main:1 <name=dy,type=int (id=7),value=<?>,index=4>
VW,context=Main#main:1,dx=5
VW,context=Main#main:1,dy=0
FR,context=Main,delta
VD,method=Main#main:1 <name=dx,type=int (id=7),value=<?>,index=3>
VD,method=Main#main:1 <name=dy,type=int (id=7),value=<?>,index=4>
VW,context=Main#main:1,dx=0
VW,context=Main#main:1,dy=1
FR,context=Main,delta
VD,method=Main#main:1 <name=dx,type=int (id=7),value=<?>,index=3>
VD,method=Main#main:1 <name=dy,type=int (id=7),value=<?>,index=4>
VW,context=Main#main:1,dx=0
VW,context=Main#main:1,dy=-1
FR,context=Main,delta
VD,method=Main#main:1 <name=dx,type=int (id=7),value=<?>,index=3>
VD,method=Main#main:1 <name=dy,type=int (id=7),value=<?>,index=4>
VW,context=Main#main:1,dx=1
VW,context=Main#main:1,dy=0
FR,context=Main,delta
VD,method=Main#main:1 <name=dx,type=int (id=7),value=<?>,index=3>
VD,method=Main#main:1 <name=dy,type=int (id=7),value=<?>,index=4>
VW,context=Main#main:1,dx=0
VW,context=Main#main:1,dy=-4
FR,context=Main,delta
VD,method=Main#main:1 <name=dx,type=int (id=7),value=<?>,index=3>
VD,method=Main#main:1 <name=dy,type=int (id=7),value=<?>,index=4>
VW,context=Main#main:1,dx=-3
VW,context=Main#main:1,dy=0
FR,context=Main,delta
VD,method=Main#main:1 <name=dx,type=int (id=7),value=<?>,index=3>
VD,method=Main#main:1 <name=dy,type=int (id=7),value=<?>,index=4>
VW,context=Main#main:1,dx=0
VW,context=Main#main:1,dy=3
FR,context=Main,delta
VD,method=Main#main:1 <name=dx,type=int (id=7),value=<?>,index=3>
VD,method=Main#main:1 <name=dy,type=int (id=7),value=<?>,index=4>
VW,context=Main#main:1,dx=2
VW,context=Main#main:1,dy=0
FR,context=Main,delta
VD,method=Main#main:1 <name=dx,type=int (id=7),value=<?>,index=3>
VD,method=Main#main:1 <name=dy,type=int (id=7),value=<?>,index=4>
VW,context=Main#main:1,dx=0
VW,context=Main#main:1,dy=-2
FR,context=Main,delta
VD,method=Main#main:1 <name=dx,type=int (id=7),value=<?>,index=3>
VD,method=Main#main:1 <name=dy,type=int (id=7),value=<?>,index=4>
VW,context=Main#main:1,dx=-1
VW,context=Main#main:1,dy=0
FR,context=Main,delta
VD,method=Main#main:1 <name=dx,type=int (id=7),value=<?>,index=3>
VD,method=Main#main:1 <name=dy,type=int (id=7),value=<?>,index=4>
VW,context=Main#main:1,dx=0
VW,context=Main#main:1,dy=1
FR,context=Main,delta
VD,method=Main#main:1 <name=dx,type=int (id=7),value=<?>,index=3>
VD,method=Main#main:1 <name=dy,type=int (id=7),value=<?>,index=4>
VW,context=Main#main:1,dx=0
VW,context=Main#main:1,dy=-1
FR,context=Main,delta
VD,method=Main#main:1 <name=dx,type=int (id=7),value=<?>,index=3>
VD,method=Main#main:1 <name=dy,type=int (id=7),value=<?>,index=4>
VW,context=Main#main:1,dx=1
VW,context=Main#main:1,dy=0
FR,context=Main,delta
VD,method=Main#main:1 <name=dx,type=int (id=7),value=<?>,index=3>
VD,method=Main#main:1 <name=dy,type=int (id=7),value=<?>,index=4>
VW,context=Main#main:1,dx=0
VW,context=Main#main:1,dy=2
FR,context=Main,delta
VD,method=Main#main:1 <name=dx,type=int (id=7),value=<?>,index=3>
VD,method=Main#main:1 <name=dy,type=int (id=7),value=<?>,index=4>
VW,context=Main#main:1,dx=-2
VW,context=Main#main:1,dy=0
FR,context=Main,delta
VD,method=Main#main:1 <name=dx,type=int (id=7),value=<?>,index=3>
VD,method=Main#main:1 <name=dy,type=int (id=7),value=<?>,index=4>
VW,context=Main#main:1,dx=0
VW,context=Main#main:1,dy=-3
FR,context=Main,delta
VD,method=Main#main:1 <name=dx,type=int (id=7),value=<?>,index=3>
VD,method=Main#main:1 <name=dy,type=int (id=7),value=<?>,index=4>
