TS,main (1)
MC,caller=SYSTEM,target=Main#main:1
NO,object=java.lang.String[]:1
VW,context=Main#main:1,args=java.lang.String[]:1
VW,context=Main#main:1,sc=java.util.Scanner (id=363)
VW,context=Main#main:1,N=2
VW,context=Main#main:1,K=3
NO,object=int[]:1
FW,context=int[]:1,0=0
FW,context=int[]:1,1=0
FW,context=int[]:1,2=0
VW,context=Main#main:1,drinks=int[]:1
VW,context=Main#main:1,i=0
FW,context=int[]:1,0=5
VW,context=Main#main:1,drinks=int[]:1
VW,context=Main#main:1,i=1
FW,context=int[]:1,1=4
VW,context=Main#main:1,drinks=int[]:1
VW,context=Main#main:1,i=2
FW,context=int[]:1,2=5
VW,context=Main#main:1,drinks=int[]:1
VD,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=5>
VW,context=Main#main:1,flag=true
VW,context=Main#main:1,i=0
VW,context=Main#main:1,j=0
FW,context=int[]:1,0=4
VW,context=Main#main:1,drinks=int[]:1
VW,context=Main#main:1,j=1
FW,context=int[]:1,1=2
VW,context=Main#main:1,drinks=int[]:1
VW,context=Main#main:1,j=2
FW,context=int[]:1,2=2
VW,context=Main#main:1,drinks=int[]:1
VW,context=Main#main:1,i=1
VD,method=Main#main:1 <name=j,type=int (id=7),value=<?>,index=8>
VW,context=Main#main:1,j=0
FW,context=int[]:1,0=1
VW,context=Main#main:1,drinks=int[]:1
VW,context=Main#main:1,j=1
FW,context=int[]:1,1=0
VW,context=Main#main:1,drinks=int[]:1
VW,context=Main#main:1,j=2
FW,context=int[]:1,2=1
VW,context=Main#main:1,drinks=int[]:1
VD,method=Main#main:1 <name=j,type=int (id=7),value=<?>,index=8>
VD,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=7>
VD,method=Main#main:1 <name=N,type=int (id=7),value=0,index=2>
VD,method=Main#main:1 <name=K,type=int (id=7),value=0,index=3>
VD,method=Main#main:1 <name=drinks,type=int[] (id=77),value=<?>,index=4>
VD,method=Main#main:1 <name=flag,type=boolean (id=2),value=<?>,index=6>
VW,context=Main#main:1,N=3
VW,context=Main#main:1,K=5
NO,object=int[]:2
FW,context=int[]:2,0=0
FW,context=int[]:2,1=0
FW,context=int[]:2,2=0
FW,context=int[]:2,3=0
FW,context=int[]:2,4=0
VW,context=Main#main:1,drinks=int[]:2
VW,context=Main#main:1,i=0
FW,context=int[]:2,0=1
VW,context=Main#main:1,drinks=int[]:2
VW,context=Main#main:1,i=1
FW,context=int[]:2,1=2
VW,context=Main#main:1,drinks=int[]:2
VW,context=Main#main:1,i=2
FW,context=int[]:2,2=3
VW,context=Main#main:1,drinks=int[]:2
VW,context=Main#main:1,i=3
FW,context=int[]:2,3=4
VW,context=Main#main:1,drinks=int[]:2
VW,context=Main#main:1,i=4
FW,context=int[]:2,4=5
VW,context=Main#main:1,drinks=int[]:2
VD,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=5>
VW,context=Main#main:1,flag=true
VW,context=Main#main:1,i=0
VW,context=Main#main:1,j=0
VW,context=Main#main:1,drinks=int[]:2
VW,context=Main#main:1,j=1
FW,context=int[]:2,1=1
VW,context=Main#main:1,drinks=int[]:2
VW,context=Main#main:1,j=2
VW,context=Main#main:1,drinks=int[]:2
VW,context=Main#main:1,j=3
FW,context=int[]:2,3=3
VW,context=Main#main:1,drinks=int[]:2
VW,context=Main#main:1,j=4
FW,context=int[]:2,4=3
VW,context=Main#main:1,drinks=int[]:2
VW,context=Main#main:1,i=1
VD,method=Main#main:1 <name=j,type=int (id=7),value=<?>,index=8>
VW,context=Main#main:1,j=0
VW,context=Main#main:1,drinks=int[]:2
VW,context=Main#main:1,j=1
FW,context=int[]:2,1=0
VW,context=Main#main:1,drinks=int[]:2
VW,context=Main#main:1,j=2
FW,context=int[]:2,2=2
VW,context=Main#main:1,drinks=int[]:2
VW,context=Main#main:1,j=3
FW,context=int[]:2,3=1
VW,context=Main#main:1,drinks=int[]:2
VW,context=Main#main:1,j=4
FW,context=int[]:2,4=1
VW,context=Main#main:1,drinks=int[]:2
VW,context=Main#main:1,i=2
VD,method=Main#main:1 <name=j,type=int (id=7),value=<?>,index=8>
VW,context=Main#main:1,j=0
FW,context=int[]:2,0=0
VW,context=Main#main:1,drinks=int[]:2
VW,context=Main#main:1,j=1
VW,context=Main#main:1,drinks=int[]:2
VW,context=Main#main:1,j=2
FW,context=int[]:2,2=-1
VW,context=Main#main:1,drinks=int[]:2
VW,context=Main#main:1,flag=false
VW,context=Main#main:1,j=3
FW,context=int[]:2,3=0
VW,context=Main#main:1,drinks=int[]:2
VW,context=Main#main:1,j=4
FW,context=int[]:2,4=0
VW,context=Main#main:1,drinks=int[]:2
VD,method=Main#main:1 <name=j,type=int (id=7),value=<?>,index=8>
VD,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=7>
VD,method=Main#main:1 <name=N,type=int (id=7),value=0,index=2>
VD,method=Main#main:1 <name=K,type=int (id=7),value=0,index=3>
VD,method=Main#main:1 <name=drinks,type=int[] (id=77),value=<?>,index=4>
VD,method=Main#main:1 <name=flag,type=boolean (id=2),value=<?>,index=6>
VW,context=Main#main:1,N=0
VW,context=Main#main:1,K=0
ME,returner=Main#main:1,value=<void>
TE,
