TS,main (1)
MC,caller=SYSTEM,target=Main#main:1
NO,object=java.lang.String[]:1
VW,context=Main#main:1,args=java.lang.String[]:1
MC,caller=Main#main:1,target=Main#solve:1
VW,context=Main#solve:1,scanner=java.util.Scanner (id=363)
VW,context=Main#solve:1,sets=java.util.HashMap (id=364)
VW,context=Main#solve:1,name=A
VW,context=Main#solve:1,n=3
VW,context=Main#solve:1,value=java.util.HashSet (id=365)
VW,context=Main#solve:1,i=0
VW,context=Main#solve:1,i=1
VW,context=Main#solve:1,i=2
VD,method=Main#solve:1 <name=name,type=char (id=4),value=R,index=3>
VW,context=Main#solve:1,name=B
VD,method=Main#solve:1 <name=n,type=int (id=7),value=0,index=4>
VW,context=Main#solve:1,n=4
VD,method=Main#solve:1 <name=value,type=java.util.Set (unresolved),value=java.util.HashSet (id=384),index=6>
VW,context=Main#solve:1,value=java.util.HashSet (id=367)
VD,method=Main#solve:1 <name=i,type=int (id=7),value=2,index=7>
VW,context=Main#solve:1,i=0
VW,context=Main#solve:1,i=1
VW,context=Main#solve:1,i=2
VW,context=Main#solve:1,i=3
VD,method=Main#solve:1 <name=name,type=char (id=4),value=R,index=3>
VW,context=Main#solve:1,name=D
VD,method=Main#solve:1 <name=n,type=int (id=7),value=0,index=4>
VW,context=Main#solve:1,n=1
VD,method=Main#solve:1 <name=value,type=java.util.Set (unresolved),value=java.util.HashSet (id=384),index=6>
VW,context=Main#solve:1,value=java.util.HashSet (id=368)
VD,method=Main#solve:1 <name=i,type=int (id=7),value=2,index=7>
VW,context=Main#solve:1,i=0
VD,method=Main#solve:1 <name=name,type=char (id=4),value=R,index=3>
VW,context=Main#solve:1,name=R
VD,method=Main#solve:1 <name=n,type=int (id=7),value=0,index=4>
VW,context=Main#solve:1,n=0
NO,object=char[]:1
FW,context=char[]:1,0=c
FW,context=char[]:1,1=A
FW,context=char[]:1,2=i
FW,context=char[]:1,3=B
FW,context=char[]:1,4=d
FW,context=char[]:1,5=D
VW,context=Main#solve:1,expr=char[]:1
MC,caller=Main#solve:1,target=Main$Calculator#<clinit>:1
ME,returner=Main$Calculator#<clinit>:1,value=<void>
NO,object=Main$Calculator:1
MC,caller=Main#solve:1,target=Main$Calculator:1#Main$Calculator:1
VW,context=Main$Calculator:1#Main$Calculator:1,expr=char[]:1
VW,context=Main$Calculator:1#Main$Calculator:1,sets=java.util.HashMap (id=364)
FW,context=Main$Calculator:1,ptr=0
FW,context=Main$Calculator:1,sets=java.util.HashMap (id=364)
FW,context=Main$Calculator:1,input=char[]:1
VW,context=Main$Calculator:1#Main$Calculator:1,U=java.util.HashSet (id=374)
VW,context=Main$Calculator:1#Main$Calculator:1,set=java.util.HashSet (id=365)
VW,context=Main$Calculator:1#Main$Calculator:1,set=java.util.HashSet (id=367)
VW,context=Main$Calculator:1#Main$Calculator:1,set=java.util.HashSet (id=368)
FW,context=Main$Calculator:1,U=java.util.HashSet (id=374)
VD,method=Main$Calculator:1#Main$Calculator:1 <name=set,type=java.util.Set (unresolved),value=<?>,index=3>
ME,returner=Main$Calculator:1#Main$Calculator:1,value=<void>
MC,caller=Main#solve:1,target=Main$Calculator:1#run:1
MC,caller=Main$Calculator:1#run:1,target=Main$Calculator:1#expr:1
MC,caller=Main$Calculator:1#expr:1,target=Main$Calculator:1#term:1
FR,context=Main$Calculator:1,input
FR,context=Main$Calculator:1,ptr
FR,context=Main$Calculator:1,ptr
FW,context=Main$Calculator:1,ptr=1
FR,context=Main$Calculator:1,U
VW,context=Main$Calculator:1#term:1,value=java.util.HashSet (id=375)
MC,caller=Main$Calculator:1#term:1,target=Main$Calculator:1#factor:1
FR,context=Main$Calculator:1,input
FR,context=Main$Calculator:1,ptr
FR,context=Main$Calculator:1,sets
FR,context=Main$Calculator:1,input
FR,context=Main$Calculator:1,ptr
VW,context=Main$Calculator:1#factor:1,value=java.util.HashSet (id=376)
FR,context=Main$Calculator:1,ptr
FW,context=Main$Calculator:1,ptr=2
VW,context=Main$Calculator:1#factor:1,result=java.util.HashSet (id=376)
ME,returner=Main$Calculator:1#factor:1,value=java.util.HashSet (id=376)
VW,context=Main$Calculator:1#term:1,result=java.util.HashSet (id=375)
ME,returner=Main$Calculator:1#term:1,value=java.util.HashSet (id=375)
VW,context=Main$Calculator:1#expr:1,value=java.util.HashSet (id=375)
FR,context=Main$Calculator:1,ptr
FR,context=Main$Calculator:1,input
FR,context=Main$Calculator:1,input
FR,context=Main$Calculator:1,ptr
FR,context=Main$Calculator:1,input
FR,context=Main$Calculator:1,ptr
FR,context=Main$Calculator:1,ptr
FW,context=Main$Calculator:1,ptr=3
MC,caller=Main$Calculator:1#expr:1,target=Main$Calculator:1#term:2
FR,context=Main$Calculator:1,input
FR,context=Main$Calculator:1,ptr
MC,caller=Main$Calculator:1#term:2,target=Main$Calculator:1#factor:2
FR,context=Main$Calculator:1,input
FR,context=Main$Calculator:1,ptr
FR,context=Main$Calculator:1,sets
FR,context=Main$Calculator:1,input
FR,context=Main$Calculator:1,ptr
VW,context=Main$Calculator:1#factor:2,value=java.util.HashSet (id=377)
FR,context=Main$Calculator:1,ptr
FW,context=Main$Calculator:1,ptr=4
VW,context=Main$Calculator:1#factor:2,result=java.util.HashSet (id=377)
ME,returner=Main$Calculator:1#factor:2,value=java.util.HashSet (id=377)
VW,context=Main$Calculator:1#term:2,value=java.util.HashSet (id=377)
VW,context=Main$Calculator:1#term:2,result=java.util.HashSet (id=377)
ME,returner=Main$Calculator:1#term:2,value=java.util.HashSet (id=377)
FR,context=Main$Calculator:1,ptr
FR,context=Main$Calculator:1,input
FR,context=Main$Calculator:1,input
FR,context=Main$Calculator:1,ptr
FR,context=Main$Calculator:1,input
FR,context=Main$Calculator:1,ptr
