TS,main (1)
MC,caller=SYSTEM,target=Main#<clinit>:1
FW,context=Main,out=java.io.PrintWriter (id=341)
ME,returner=Main#<clinit>:1,value=<void>
MC,caller=SYSTEM,target=Main#main:1
NO,object=java.lang.String[]:1
VW,context=Main#main:1,args=java.lang.String[]:1
VW,context=Main#main:1,br=java.io.BufferedReader (id=344)
VW,context=Main#main:1,line=
VW,context=Main#main:1,line=3
VW,context=Main#main:1,n=3
VW,context=Main#main:1,m=4
NO,object=int[]:1
FW,context=int[]:1,0=0
FW,context=int[]:1,1=0
FW,context=int[]:1,2=0
FW,context=int[]:1,3=0
VW,context=Main#main:1,t=int[]:1
NO,object=int[]:2
FW,context=int[]:2,0=0
FW,context=int[]:2,1=0
FW,context=int[]:2,2=0
VW,context=Main#main:1,p=int[]:2
NO,object=int[][]:1
NO,object=int[]:3
FW,context=int[]:3,0=0
FW,context=int[]:3,1=0
FW,context=int[]:3,2=0
FW,context=int[][]:1,0=int[]:3
NO,object=int[]:4
FW,context=int[]:4,0=0
FW,context=int[]:4,1=0
FW,context=int[]:4,2=0
FW,context=int[][]:1,1=int[]:4
NO,object=int[]:5
FW,context=int[]:5,0=0
FW,context=int[]:5,1=0
FW,context=int[]:5,2=0
FW,context=int[][]:1,2=int[]:5
NO,object=int[]:6
FW,context=int[]:6,0=0
FW,context=int[]:6,1=0
FW,context=int[]:6,2=0
FW,context=int[][]:1,3=int[]:6
VW,context=Main#main:1,sel=int[][]:1
VW,context=Main#main:1,st1=java.util.StringTokenizer (id=355)
VW,context=Main#main:1,t=int[]:1
VW,context=Main#main:1,i=0
VW,context=Main#main:1,st2=java.util.StringTokenizer (id=356)
VW,context=Main#main:1,j=0
VW,context=Main#main:1,sel=int[][]:1
VW,context=Main#main:1,j=1
VW,context=Main#main:1,sel=int[][]:1
VW,context=Main#main:1,j=2
VW,context=Main#main:1,sel=int[][]:1
VW,context=Main#main:1,i=1
VD,method=Main#main:1 <name=st2,type=java.util.StringTokenizer (unresolved),value=<?>,index=11>
VD,method=Main#main:1 <name=j,type=int (id=7),value=<?>,index=12>
VW,context=Main#main:1,st2=java.util.StringTokenizer (id=357)
VW,context=Main#main:1,j=0
VW,context=Main#main:1,sel=int[][]:1
VW,context=Main#main:1,j=1
VW,context=Main#main:1,sel=int[][]:1
VW,context=Main#main:1,j=2
VW,context=Main#main:1,sel=int[][]:1
VW,context=Main#main:1,i=2
VD,method=Main#main:1 <name=st2,type=java.util.StringTokenizer (unresolved),value=<?>,index=11>
VD,method=Main#main:1 <name=j,type=int (id=7),value=<?>,index=12>
VW,context=Main#main:1,st2=java.util.StringTokenizer (id=358)
VW,context=Main#main:1,j=0
VW,context=Main#main:1,sel=int[][]:1
VW,context=Main#main:1,j=1
VW,context=Main#main:1,sel=int[][]:1
VW,context=Main#main:1,j=2
VW,context=Main#main:1,sel=int[][]:1
VW,context=Main#main:1,i=3
VD,method=Main#main:1 <name=st2,type=java.util.StringTokenizer (unresolved),value=<?>,index=11>
VD,method=Main#main:1 <name=j,type=int (id=7),value=<?>,index=12>
VW,context=Main#main:1,st2=java.util.StringTokenizer (id=359)
VW,context=Main#main:1,j=0
VW,context=Main#main:1,sel=int[][]:1
VW,context=Main#main:1,j=1
VW,context=Main#main:1,sel=int[][]:1
VW,context=Main#main:1,j=2
VW,context=Main#main:1,sel=int[][]:1
VD,method=Main#main:1 <name=st2,type=java.util.StringTokenizer (unresolved),value=<?>,index=11>
VD,method=Main#main:1 <name=j,type=int (id=7),value=<?>,index=12>
VD,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=10>
VW,context=Main#main:1,i=0
VW,context=Main#main:1,cnt=3
VW,context=Main#main:1,j=0
FW,context=int[]:2,0=1
VW,context=Main#main:1,p=int[]:2
VW,context=Main#main:1,cnt=2
VW,context=Main#main:1,j=1
FW,context=int[]:2,1=1
VW,context=Main#main:1,p=int[]:2
VW,context=Main#main:1,cnt=1
VW,context=Main#main:1,j=2
FW,context=int[]:2,0=2
VW,context=Main#main:1,p=int[]:2
VD,method=Main#main:1 <name=j,type=int (id=7),value=<?>,index=15>
VW,context=Main#main:1,i=1
VD,method=Main#main:1 <name=cnt,type=int (id=7),value=<?>,index=14>
VW,context=Main#main:1,cnt=3
VW,context=Main#main:1,j=0
VW,context=Main#main:1,j=1
FW,context=int[]:2,1=2
VW,context=Main#main:1,p=int[]:2
VW,context=Main#main:1,cnt=2
VW,context=Main#main:1,j=2
FW,context=int[]:2,2=1
VW,context=Main#main:1,p=int[]:2
VW,context=Main#main:1,cnt=1
FW,context=int[]:2,1=3
VW,context=Main#main:1,p=int[]:2
VD,method=Main#main:1 <name=j,type=int (id=7),value=<?>,index=15>
VW,context=Main#main:1,i=2
VD,method=Main#main:1 <name=cnt,type=int (id=7),value=<?>,index=14>
VW,context=Main#main:1,cnt=3
VW,context=Main#main:1,j=0
VW,context=Main#main:1,j=1
VW,context=Main#main:1,j=2
FW,context=int[]:2,2=2
VW,context=Main#main:1,p=int[]:2
VW,context=Main#main:1,cnt=2
FW,context=int[]:2,2=4
VW,context=Main#main:1,p=int[]:2
VD,method=Main#main:1 <name=j,type=int (id=7),value=<?>,index=15>
VW,context=Main#main:1,i=3
VD,method=Main#main:1 <name=cnt,type=int (id=7),value=<?>,index=14>
VW,context=Main#main:1,cnt=3
VW,context=Main#main:1,j=0
FW,context=int[]:2,0=3
VW,context=Main#main:1,p=int[]:2
VW,context=Main#main:1,cnt=2
VW,context=Main#main:1,j=1
FW,context=int[]:2,1=4
VW,context=Main#main:1,p=int[]:2
VW,context=Main#main:1,cnt=1
VW,context=Main#main:1,j=2
FW,context=int[]:2,2=5
VW,context=Main#main:1,p=int[]:2
VW,context=Main#main:1,cnt=0
VW,context=Main#main:1,p=int[]:2
VD,method=Main#main:1 <name=j,type=int (id=7),value=<?>,index=15>
VD,method=Main#main:1 <name=cnt,type=int (id=7),value=<?>,index=14>
FR,context=Main,out
FR,context=Main,out
FR,context=Main,out
VD,method=Main#main:1 <name=i,type=int (id=7),value=<?>,index=13>
FR,context=Main,out
