TS,main (1)
MC,caller=SYSTEM,target=Main#<clinit>:1
FW,context=Main,queue=int[100001] (id=21)
FW,context=Main,tp=0
FW,context=Main,bp=0
ME,returner=Main#<clinit>:1,value=<void>
MC,caller=SYSTEM,target=Main#main:1
NO,object=java.lang.String[]:1
VW,context=Main#main:1,args=java.lang.String[]:1
VW,context=Main#main:1,br=java.io.BufferedReader (id=26)
VW,context=Main#main:1,input=5: 2 - 3
NO,object=java.lang.String[]:2
FW,context=java.lang.String[]:2,0=5
FW,context=java.lang.String[]:2,1= 2 - 3
VW,context=Main#main:1,in=java.lang.String[]:2
MC,caller=Main#main:1,target=Main#add_stack:1
VW,context=Main#add_stack:1,line= 2 - 3
MC,caller=Main#add_stack:1,target=Main#clean:1
FW,context=Main,bp=0
FW,context=Main,tp=0
ME,returner=Main#clean:1,value=<void>
NO,object=char[]:1
FW,context=char[]:1,0=
FW,context=char[]:1,1=2
FW,context=char[]:1,2=
FW,context=char[]:1,3=-
FW,context=char[]:1,4=
FW,context=char[]:1,5=3
VW,context=Main#add_stack:1,input=char[]:1
VW,context=Main#add_stack:1,count=-1
VW,context=Main#add_stack:1,c=
VW,context=Main#add_stack:1,count=-1
VW,context=Main#add_stack:1,c=2
VW,context=Main#add_stack:1,count=0
VW,context=Main#add_stack:1,count=0
VW,context=Main#add_stack:1,count=2
VW,context=Main#add_stack:1,c=
MC,caller=Main#add_stack:1,target=Main#push:1
VW,context=Main#push:1,x=2
FR,context=Main,queue
FR,context=Main,tp
FR,context=Main,tp
MC,caller=Main#push:1,target=Main#next_index:1
VW,context=Main#next_index:1,index=0
VW,context=Main#next_index:1,result=1
ME,returner=Main#next_index:1,value=1
FW,context=Main,tp=1
ME,returner=Main#push:1,value=<void>
VW,context=Main#add_stack:1,count=-1
VW,context=Main#add_stack:1,c=-
VW,context=Main#add_stack:1,count=-1
MC,caller=Main#add_stack:1,target=Main#push:2
VW,context=Main#push:2,x=-2
FR,context=Main,queue
FR,context=Main,tp
FR,context=Main,tp
MC,caller=Main#push:2,target=Main#next_index:2
VW,context=Main#next_index:2,index=1
VW,context=Main#next_index:2,result=2
ME,returner=Main#next_index:2,value=2
FW,context=Main,tp=2
ME,returner=Main#push:2,value=<void>
VW,context=Main#add_stack:1,c=
VW,context=Main#add_stack:1,count=-1
VW,context=Main#add_stack:1,c=3
VW,context=Main#add_stack:1,count=0
VW,context=Main#add_stack:1,count=0
VW,context=Main#add_stack:1,count=3
VD,method=Main#add_stack:1 <name=c,type=char (id=4),value=<?>,index=3>
MC,caller=Main#add_stack:1,target=Main#push:3
VW,context=Main#push:3,x=3
FR,context=Main,queue
FR,context=Main,tp
FR,context=Main,tp
MC,caller=Main#push:3,target=Main#next_index:3
VW,context=Main#next_index:3,index=2
VW,context=Main#next_index:3,result=3
ME,returner=Main#next_index:3,value=3
FW,context=Main,tp=3
ME,returner=Main#push:3,value=<void>
ME,returner=Main#add_stack:1,value=<void>
VW,context=Main#main:1,mod=5
MC,caller=Main#main:1,target=Main#calc_parse_1:1
VW,context=Main#calc_parse_1:1,mod=5
MC,caller=Main#calc_parse_1:1,target=Main#calc_parse_2:1
VW,context=Main#calc_parse_2:1,mod=5
MC,caller=Main#calc_parse_2:1,target=Main#calc_parse_3:1
VW,context=Main#calc_parse_3:1,mod=5
MC,caller=Main#calc_parse_3:1,target=Main#is_empty:1
FR,context=Main,tp
FR,context=Main,bp
VW,context=Main#is_empty:1,result=false
ME,returner=Main#is_empty:1,value=false
MC,caller=Main#calc_parse_3:1,target=Main#peek:1
FR,context=Main,queue
FR,context=Main,bp
VW,context=Main#peek:1,result=2
ME,returner=Main#peek:1,value=2
MC,caller=Main#calc_parse_3:1,target=Main#pop:1
FR,context=Main,bp
VW,context=Main#pop:1,old=0
FR,context=Main,bp
MC,caller=Main#pop:1,target=Main#next_index:4
VW,context=Main#next_index:4,index=0
VW,context=Main#next_index:4,result=1
ME,returner=Main#next_index:4,value=1
FW,context=Main,bp=1
FR,context=Main,queue
VW,context=Main#pop:1,result=2
ME,returner=Main#pop:1,value=2
VW,context=Main#calc_parse_3:1,number=2
VW,context=Main#calc_parse_3:1,result=2
ME,returner=Main#calc_parse_3:1,value=2
VW,context=Main#calc_parse_2:1,left=2
MC,caller=Main#calc_parse_2:1,target=Main#is_empty:2
FR,context=Main,tp
FR,context=Main,bp
VW,context=Main#is_empty:2,result=false
ME,returner=Main#is_empty:2,value=false
MC,caller=Main#calc_parse_2:1,target=Main#peek:2
FR,context=Main,queue
FR,context=Main,bp
VW,context=Main#peek:2,result=-2
ME,returner=Main#peek:2,value=-2
MC,caller=Main#calc_parse_2:1,target=Main#peek:3
FR,context=Main,queue
FR,context=Main,bp
VW,context=Main#peek:3,result=-2
ME,returner=Main#peek:3,value=-2
VW,context=Main#calc_parse_2:1,result=2
ME,returner=Main#calc_parse_2:1,value=2
VW,context=Main#calc_parse_1:1,left=2
MC,caller=Main#calc_parse_1:1,target=Main#is_empty:3
FR,context=Main,tp
FR,context=Main,bp
VW,context=Main#is_empty:3,result=false
ME,returner=Main#is_empty:3,value=false
MC,caller=Main#calc_parse_1:1,target=Main#peek:4
FR,context=Main,queue
FR,context=Main,bp
VW,context=Main#peek:4,result=-2
ME,returner=Main#peek:4,value=-2
MC,caller=Main#calc_parse_1:1,target=Main#peek:5
FR,context=Main,queue
FR,context=Main,bp
VW,context=Main#peek:5,result=-2
ME,returner=Main#peek:5,value=-2
MC,caller=Main#calc_parse_1:1,target=Main#pop:2
FR,context=Main,bp
VW,context=Main#pop:2,old=1
FR,context=Main,bp
MC,caller=Main#pop:2,target=Main#next_index:5
VW,context=Main#next_index:5,index=1
VW,context=Main#next_index:5,result=2
ME,returner=Main#next_index:5,value=2
FW,context=Main,bp=2
FR,context=Main,queue
VW,context=Main#pop:2,result=-2
ME,returner=Main#pop:2,value=-2
VW,context=Main#calc_parse_1:1,type=-2
MC,caller=Main#calc_parse_1:1,target=Main#calc_parse_2:2
VW,context=Main#calc_parse_2:2,mod=5
MC,caller=Main#calc_parse_2:2,target=Main#calc_parse_3:2
VW,context=Main#calc_parse_3:2,mod=5
MC,caller=Main#calc_parse_3:2,target=Main#is_empty:4
FR,context=Main,tp
FR,context=Main,bp
VW,context=Main#is_empty:4,result=false
ME,returner=Main#is_empty:4,value=false
MC,caller=Main#calc_parse_3:2,target=Main#peek:6
FR,context=Main,queue
FR,context=Main,bp
VW,context=Main#peek:6,result=3
ME,returner=Main#peek:6,value=3
MC,caller=Main#calc_parse_3:2,target=Main#pop:3
FR,context=Main,bp
VW,context=Main#pop:3,old=2
FR,context=Main,bp
MC,caller=Main#pop:3,target=Main#next_index:6
VW,context=Main#next_index:6,index=2
VW,context=Main#next_index:6,result=3
ME,returner=Main#next_index:6,value=3
FW,context=Main,bp=3
FR,context=Main,queue
VW,context=Main#pop:3,result=3
ME,returner=Main#pop:3,value=3
VW,context=Main#calc_parse_3:2,number=3
VW,context=Main#calc_parse_3:2,result=3
ME,returner=Main#calc_parse_3:2,value=3
VW,context=Main#calc_parse_2:2,left=3
MC,caller=Main#calc_parse_2:2,target=Main#is_empty:5
FR,context=Main,tp
FR,context=Main,bp
VW,context=Main#is_empty:5,result=true
ME,returner=Main#is_empty:5,value=true
VW,context=Main#calc_parse_2:2,result=3
ME,returner=Main#calc_parse_2:2,value=3
VW,context=Main#calc_parse_1:1,right=3
VW,context=Main#calc_parse_1:1,left=4
MC,caller=Main#calc_parse_1:1,target=Main#is_empty:6
FR,context=Main,tp
FR,context=Main,bp
VW,context=Main#is_empty:6,result=true
ME,returner=Main#is_empty:6,value=true
VD,method=Main#calc_parse_1:1 <name=type,type=int (id=7),value=<?>,index=2>
VD,method=Main#calc_parse_1:1 <name=right,type=int (id=7),value=<?>,index=3>
VW,context=Main#calc_parse_1:1,result=4
ME,returner=Main#calc_parse_1:1,value=4
VW,context=Main#main:1,result=4
VD,method=Main#main:1 <name=input,type=java.lang.String (id=25),value=<?>,index=2>
