TS,main (1)
MC,caller=SYSTEM,target=Main#main:1
NO,object=java.lang.String[]:1
VW,context=Main#main:1,args=java.lang.String[]:1
NO,object=Main:1
MC,caller=Main#main:1,target=Main:1#Main:1
ME,returner=Main:1#Main:1,value=<void>
MC,caller=Main#main:1,target=Main:1#run:1
VW,context=Main:1#run:1,sc=java.util.Scanner (id=365)
VW,context=Main:1#run:1,e=byte[][5000] (id=366)
VW,context=Main:1#run:1,f=boolean[][5000] (id=368)
VW,context=Main:1#run:1,n=3
VW,context=Main:1#run:1,m=1
NO,object=java.lang.String[]:2
FW,context=java.lang.String[]:2,0=null
FW,context=java.lang.String[]:2,1=null
FW,context=java.lang.String[]:2,2=null
VW,context=Main:1#run:1,s=java.lang.String[]:2
VW,context=Main:1#run:1,sb=java.lang.StringBuilder (id=371)
VW,context=Main:1#run:1,m=-1
VW,context=Main:1#run:1,t=aabccczbaacccbaazaabbcccaa
VW,context=Main:1#run:1,N=26
VW,context=Main:1#run:1,i=1
VW,context=Main:1#run:1,sub=a
VW,context=Main:1#run:1,j=0
VW,context=Main:1#run:1,j=1
VW,context=Main:1#run:1,j=2
VW,context=Main:1#run:1,i=2
VD,method=Main:1#run:1 <name=sub,type=java.lang.String (id=25),value=<?>,index=13>
VD,method=Main:1#run:1 <name=j,type=int (id=7),value=<?>,index=14>
VW,context=Main:1#run:1,sub=aa
VW,context=Main:1#run:1,j=0
VW,context=Main:1#run:1,j=1
VW,context=Main:1#run:1,j=2
VW,context=Main:1#run:1,i=3
VD,method=Main:1#run:1 <name=sub,type=java.lang.String (id=25),value=<?>,index=13>
VD,method=Main:1#run:1 <name=j,type=int (id=7),value=<?>,index=14>
VW,context=Main:1#run:1,sub=aab
VW,context=Main:1#run:1,j=0
VW,context=Main:1#run:1,j=1
VW,context=Main:1#run:1,j=2
VW,context=Main:1#run:1,i=4
VD,method=Main:1#run:1 <name=sub,type=java.lang.String (id=25),value=<?>,index=13>
VD,method=Main:1#run:1 <name=j,type=int (id=7),value=<?>,index=14>
VW,context=Main:1#run:1,sub=aabc
VW,context=Main:1#run:1,j=0
VW,context=Main:1#run:1,j=1
VW,context=Main:1#run:1,j=2
VW,context=Main:1#run:1,i=5
VD,method=Main:1#run:1 <name=sub,type=java.lang.String (id=25),value=<?>,index=13>
VD,method=Main:1#run:1 <name=j,type=int (id=7),value=<?>,index=14>
VW,context=Main:1#run:1,sub=aabcc
VW,context=Main:1#run:1,j=0
VW,context=Main:1#run:1,j=1
VW,context=Main:1#run:1,j=2
VW,context=Main:1#run:1,i=6
VD,method=Main:1#run:1 <name=sub,type=java.lang.String (id=25),value=<?>,index=13>
VD,method=Main:1#run:1 <name=j,type=int (id=7),value=<?>,index=14>
VW,context=Main:1#run:1,sub=aabccc
VW,context=Main:1#run:1,j=0
VW,context=Main:1#run:1,j=1
VW,context=Main:1#run:1,j=2
VW,context=Main:1#run:1,i=7
VD,method=Main:1#run:1 <name=sub,type=java.lang.String (id=25),value=<?>,index=13>
VD,method=Main:1#run:1 <name=j,type=int (id=7),value=<?>,index=14>
VW,context=Main:1#run:1,sub=aabcccz
VW,context=Main:1#run:1,j=0
VW,context=Main:1#run:1,j=1
VW,context=Main:1#run:1,j=2
VW,context=Main:1#run:1,i=8
VD,method=Main:1#run:1 <name=sub,type=java.lang.String (id=25),value=<?>,index=13>
VD,method=Main:1#run:1 <name=j,type=int (id=7),value=<?>,index=14>
VW,context=Main:1#run:1,sub=aabccczb
VW,context=Main:1#run:1,j=0
VW,context=Main:1#run:1,j=1
VW,context=Main:1#run:1,j=2
VW,context=Main:1#run:1,i=9
VD,method=Main:1#run:1 <name=sub,type=java.lang.String (id=25),value=<?>,index=13>
VD,method=Main:1#run:1 <name=j,type=int (id=7),value=<?>,index=14>
VW,context=Main:1#run:1,sub=aabccczba
VW,context=Main:1#run:1,j=0
VW,context=Main:1#run:1,j=1
VW,context=Main:1#run:1,j=2
VW,context=Main:1#run:1,i=10
VD,method=Main:1#run:1 <name=sub,type=java.lang.String (id=25),value=<?>,index=13>
VD,method=Main:1#run:1 <name=j,type=int (id=7),value=<?>,index=14>
VW,context=Main:1#run:1,sub=aabccczbaa
VW,context=Main:1#run:1,j=0
VW,context=Main:1#run:1,j=1
VW,context=Main:1#run:1,j=2
VW,context=Main:1#run:1,i=11
VD,method=Main:1#run:1 <name=sub,type=java.lang.String (id=25),value=<?>,index=13>
VD,method=Main:1#run:1 <name=j,type=int (id=7),value=<?>,index=14>
VW,context=Main:1#run:1,sub=aabccczbaac
VW,context=Main:1#run:1,j=0
VW,context=Main:1#run:1,j=1
VW,context=Main:1#run:1,j=2
VW,context=Main:1#run:1,i=12
VD,method=Main:1#run:1 <name=sub,type=java.lang.String (id=25),value=<?>,index=13>
VD,method=Main:1#run:1 <name=j,type=int (id=7),value=<?>,index=14>
VW,context=Main:1#run:1,sub=aabccczbaacc
VW,context=Main:1#run:1,j=0
VW,context=Main:1#run:1,j=1
VW,context=Main:1#run:1,j=2
VW,context=Main:1#run:1,i=13
VD,method=Main:1#run:1 <name=sub,type=java.lang.String (id=25),value=<?>,index=13>
VD,method=Main:1#run:1 <name=j,type=int (id=7),value=<?>,index=14>
VW,context=Main:1#run:1,sub=aabccczbaaccc
VW,context=Main:1#run:1,j=0
VW,context=Main:1#run:1,j=1
VW,context=Main:1#run:1,j=2
VW,context=Main:1#run:1,i=14
VD,method=Main:1#run:1 <name=sub,type=java.lang.String (id=25),value=<?>,index=13>
VD,method=Main:1#run:1 <name=j,type=int (id=7),value=<?>,index=14>
VW,context=Main:1#run:1,sub=aabccczbaacccb
VW,context=Main:1#run:1,j=0
VW,context=Main:1#run:1,j=1
VW,context=Main:1#run:1,j=2
VW,context=Main:1#run:1,i=15
