TS,main (1)
MC,caller=SYSTEM,target=Main#main:1
NO,object=java.lang.String[]:1
VW,context=Main#main:1,args=java.lang.String[]:1
NO,object=Main:1
MC,caller=Main#main:1,target=Main:1#Main:1
ME,returner=Main:1#Main:1,value=<void>
MC,caller=Main#main:1,target=Main:1#run:1
VW,context=Main:1#run:1,scanner=java.util.Scanner (id=48)
FW,context=Main:1,a=2
FW,context=Main:1,b=2
MC,caller=Main:1#run:1,target=Main:1#slove:1
VW,context=Main:1#slove:1,y=0
VW,context=Main:1#slove:1,s=
VW,context=Main:1#slove:1,x=0
FR,context=Main:1,a
FR,context=Main:1,b
FR,context=Main:1,a
VW,context=Main:1#slove:1,i=0
MC,caller=Main:1#slove:1,target=Main:1#slove:2
VW,context=Main:1#slove:2,y=0
VW,context=Main:1#slove:2,s=A
VW,context=Main:1#slove:2,x=1
FR,context=Main:1,a
FR,context=Main:1,b
FR,context=Main:1,a
VW,context=Main:1#slove:2,i=0
MC,caller=Main:1#slove:2,target=Main:1#slove:3
VW,context=Main:1#slove:3,y=0
VW,context=Main:1#slove:3,s=AA
VW,context=Main:1#slove:3,x=2
FR,context=Main:1,a
FR,context=Main:1,b
FR,context=Main:1,a
FR,context=Main:1,b
VW,context=Main:1#slove:3,i=0
MC,caller=Main:1#slove:3,target=Main:1#slove:4
VW,context=Main:1#slove:4,y=0
VW,context=Main:1#slove:4,s=AAA
VW,context=Main:1#slove:4,x=3
FR,context=Main:1,a
ME,returner=Main:1#slove:4,value=<void>
VW,context=Main:1#slove:3,i=1
MC,caller=Main:1#slove:3,target=Main:1#slove:5
VW,context=Main:1#slove:5,y=1
VW,context=Main:1#slove:5,s=AAB
VW,context=Main:1#slove:5,x=2
FR,context=Main:1,a
FR,context=Main:1,b
FR,context=Main:1,a
FR,context=Main:1,b
VW,context=Main:1#slove:5,i=0
MC,caller=Main:1#slove:5,target=Main:1#slove:6
VW,context=Main:1#slove:6,y=1
VW,context=Main:1#slove:6,s=AABA
VW,context=Main:1#slove:6,x=3
FR,context=Main:1,a
ME,returner=Main:1#slove:6,value=<void>
VW,context=Main:1#slove:5,i=1
MC,caller=Main:1#slove:5,target=Main:1#slove:7
VW,context=Main:1#slove:7,y=2
VW,context=Main:1#slove:7,s=AABB
VW,context=Main:1#slove:7,x=2
FR,context=Main:1,a
FR,context=Main:1,b
FR,context=Main:1,a
FR,context=Main:1,b
VW,context=Main:1#slove:7,i=0
MC,caller=Main:1#slove:7,target=Main:1#slove:8
VW,context=Main:1#slove:8,y=2
VW,context=Main:1#slove:8,s=AABBA
VW,context=Main:1#slove:8,x=3
FR,context=Main:1,a
ME,returner=Main:1#slove:8,value=<void>
VW,context=Main:1#slove:7,i=1
MC,caller=Main:1#slove:7,target=Main:1#slove:9
VW,context=Main:1#slove:9,y=3
VW,context=Main:1#slove:9,s=AABBB
VW,context=Main:1#slove:9,x=2
FR,context=Main:1,a
FR,context=Main:1,b
ME,returner=Main:1#slove:9,value=<void>
ME,returner=Main:1#slove:7,value=<void>
ME,returner=Main:1#slove:5,value=<void>
ME,returner=Main:1#slove:3,value=<void>
VW,context=Main:1#slove:2,i=1
MC,caller=Main:1#slove:2,target=Main:1#slove:10
VW,context=Main:1#slove:10,y=1
VW,context=Main:1#slove:10,s=AB
VW,context=Main:1#slove:10,x=1
FR,context=Main:1,a
FR,context=Main:1,b
FR,context=Main:1,a
VW,context=Main:1#slove:10,i=0
MC,caller=Main:1#slove:10,target=Main:1#slove:11
VW,context=Main:1#slove:11,y=1
VW,context=Main:1#slove:11,s=ABA
VW,context=Main:1#slove:11,x=2
FR,context=Main:1,a
FR,context=Main:1,b
FR,context=Main:1,a
FR,context=Main:1,b
VW,context=Main:1#slove:11,i=0
MC,caller=Main:1#slove:11,target=Main:1#slove:12
VW,context=Main:1#slove:12,y=1
VW,context=Main:1#slove:12,s=ABAA
VW,context=Main:1#slove:12,x=3
FR,context=Main:1,a
ME,returner=Main:1#slove:12,value=<void>
VW,context=Main:1#slove:11,i=1
MC,caller=Main:1#slove:11,target=Main:1#slove:13
VW,context=Main:1#slove:13,y=2
VW,context=Main:1#slove:13,s=ABAB
VW,context=Main:1#slove:13,x=2
FR,context=Main:1,a
FR,context=Main:1,b
FR,context=Main:1,a
FR,context=Main:1,b
VW,context=Main:1#slove:13,i=0
MC,caller=Main:1#slove:13,target=Main:1#slove:14
VW,context=Main:1#slove:14,y=2
VW,context=Main:1#slove:14,s=ABABA
VW,context=Main:1#slove:14,x=3
FR,context=Main:1,a
ME,returner=Main:1#slove:14,value=<void>
VW,context=Main:1#slove:13,i=1
MC,caller=Main:1#slove:13,target=Main:1#slove:15
VW,context=Main:1#slove:15,y=3
VW,context=Main:1#slove:15,s=ABABB
VW,context=Main:1#slove:15,x=2
FR,context=Main:1,a
FR,context=Main:1,b
ME,returner=Main:1#slove:15,value=<void>
ME,returner=Main:1#slove:13,value=<void>
ME,returner=Main:1#slove:11,value=<void>
VW,context=Main:1#slove:10,i=1
MC,caller=Main:1#slove:10,target=Main:1#slove:16
VW,context=Main:1#slove:16,y=2
VW,context=Main:1#slove:16,s=ABB
VW,context=Main:1#slove:16,x=1
FR,context=Main:1,a
FR,context=Main:1,b
FR,context=Main:1,a
VW,context=Main:1#slove:16,i=0
MC,caller=Main:1#slove:16,target=Main:1#slove:17
VW,context=Main:1#slove:17,y=2
VW,context=Main:1#slove:17,s=ABBA
VW,context=Main:1#slove:17,x=2
FR,context=Main:1,a
FR,context=Main:1,b
FR,context=Main:1,a
FR,context=Main:1,b
VW,context=Main:1#slove:17,i=0
MC,caller=Main:1#slove:17,target=Main:1#slove:18
VW,context=Main:1#slove:18,y=2
VW,context=Main:1#slove:18,s=ABBAA
VW,context=Main:1#slove:18,x=3
